,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C5-e003Coalescence-mBHI-inoculumn-redo,7693753.0,735773.0
C5-e003Coalescence-mBHI-p3,1183425.0,123100.0
C5-e003Coalescence-mBHI-p5,4770498.0,483079.0
C5-e003Coalescence-mBHI-p7,3732111.0,351375.0
C5-e003Coalescence-mGAM-p3,6011142.0,612544.0
C5-e003Coalescence-mGAM-p7,5589202.0,540867.0
D4-e003Coalescence-Inoculumn-mBHI,12144762.0,1166628.0
D4-e003Coalescence-mBHI-p3,1276253.0,127405.0
D4-e003Coalescence-mBHI-p5,1475674.0,140973.0
D4-e003Coalescence-mBHI-p7,2354158.0,228287.0
D4-e003Coalescence-mGAM-p3,5746034.0,568378.0
D4-e003Coalescence-mGAM-p5,7988092.0,765102.0
D4-e003Coalescence-mGAM-p7,16982234.0,1589062.0
G5-e003Coalescence-mBHI-p3_S36,1273501.0,128212.0
G5-e003Coalescence-mBHI-p5_S28,7254291.0,675207.0
G5-e003Coalescence-mBHI-p7_S124,5665666.0,522803.0
G5-e003Coalescence-mGAM-p3_S84,3241558.0,340251.0
G5-e003Coalescence-mGAM-p5_S76,7234931.0,709304.0
G5-e003Coalescence-mGAM-p7_S172,7931523.0,824451.0
H4-e003Coalescence-mBHI-p3_S47,4294455.0,443330.0
H4-e003Coalescence-mBHI-p5_S39,4509752.0,411437.0
H4-e003Coalescence-mBHI-p7_S135,4660008.0,439524.0
H4-e003Coalescence-mGAM-p3_S95,744939.0,75529.0
H4-e003Coalescence-mGAM-p5_S87,4747527.0,494471.0
H4-e003Coalescence-mGAM-p7_S183,12982578.0,1228764.0
