,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
A3-e003Coalescence-mBHI-inoculumn-redo,2652,1630
A3-e003Coalescence-mBHI-p3,6058,3905
A3-e003Coalescence-mGAM-p7,2992,2056
B2-e003Coalescence-Inoculumn-mBHI,5927,3825
B2-e003Coalescence-mBHI-p3,6088,3918
B2-e003Coalescence-mBHI-p5,3083,1860
B2-e003Coalescence-mGAM-p3,4392,2886
E3-e003Coalescence-mBHI-p3_S10,6056,3901
E3-e003Coalescence-mBHI-p5_S2,4812,2983
E3-e003Coalescence-mGAM-p3_S58,3740,2597
E3-e003Coalescence-mGAM-p5_S50,5980,3852
E3-e003Coalescence-mGAM-p7_S146,5922,3787
F2-e003Coalescence-mBHI-p3_S21,6018,3839
F2-e003Coalescence-mBHI-p5_S13,6041,3887
F2-e003Coalescence-mGAM-p3_S69,5881,3821
F2-e003Coalescence-mGAM-p5_S61,5843,3825
