,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
A3-e003Coalescence-mBHI-inoculumn-redo,0.12104630993290788,0.29098151898734176
A3-e003Coalescence-mBHI-p3,0.00044493536246113563,0.9880820253164557
A3-e003Coalescence-mGAM-p7,0.489608901980036,0.0
B2-e003Coalescence-Inoculumn-mBHI,0.337591392570774,0.601152405063291
B2-e003Coalescence-mBHI-p3,0.0029345442644411715,0.9889630379746835
B2-e003Coalescence-mBHI-p5,0.0020589101620029455,0.4695184810126582
B2-e003Coalescence-mGAM-p3,0.715739322533137,0.004139240506329115
E3-e003Coalescence-mBHI-p3_S10,0.00024447717231222384,0.9868931645569621
E3-e003Coalescence-mBHI-p5_S2,0.0005814105711012928,0.7550812658227848
E3-e003Coalescence-mGAM-p3_S58,0.6071492390770741,0.007461265822784811
E3-e003Coalescence-mGAM-p5_S50,0.5677010309278351,0.38155316455696203
E3-e003Coalescence-mGAM-p7_S146,0.005548355424644084,0.9496407594936709
F2-e003Coalescence-mBHI-p3_S21,0.00012436589756177383,0.9715281012658228
F2-e003Coalescence-mBHI-p5_S13,0.00016822124038618885,0.9838417721518988
F2-e003Coalescence-mGAM-p3_S69,0.9613955162821142,8.911392405063291e-05
F2-e003Coalescence-mGAM-p5_S61,0.9549252168221241,0.0008982278481012658
