,index,fixed_diffs,num_int_sites,sample1,species_id
0,e004-inoculumn-fecal-AK,0,754631,e004-inoculumn-fecal-AK,102619
1,BF-Fecal,1123,513797,e004-inoculumn-fecal-AK,102619
2,e003-inoculumn-fecal-AC,948,1170081,e004-inoculumn-fecal-AK,102619
3,BC-Fecal,1850,664382,e004-inoculumn-fecal-AK,102619
4,e003-inoculumn-fecal-AF,2876,1132566,e004-inoculumn-fecal-AK,102619
0,e004-inoculumn-fecal-AK,1032,754631,BF-Fecal,102619
1,BF-Fecal,0,513797,BF-Fecal,102619
2,e003-inoculumn-fecal-AC,1381,1170081,BF-Fecal,102619
3,BC-Fecal,446,664382,BF-Fecal,102619
4,e003-inoculumn-fecal-AF,702,1132566,BF-Fecal,102619
0,e004-inoculumn-fecal-AK,854,754631,e003-inoculumn-fecal-AC,102619
1,BF-Fecal,1489,513797,e003-inoculumn-fecal-AC,102619
2,e003-inoculumn-fecal-AC,0,1170081,e003-inoculumn-fecal-AC,102619
3,BC-Fecal,2246,664382,e003-inoculumn-fecal-AC,102619
4,e003-inoculumn-fecal-AF,3673,1132566,e003-inoculumn-fecal-AC,102619
0,e004-inoculumn-fecal-AK,1836,754631,BC-Fecal,102619
1,BF-Fecal,551,513797,BC-Fecal,102619
2,e003-inoculumn-fecal-AC,2271,1170081,BC-Fecal,102619
3,BC-Fecal,0,664382,BC-Fecal,102619
4,e003-inoculumn-fecal-AF,1250,1132566,BC-Fecal,102619
0,e004-inoculumn-fecal-AK,2874,754631,e003-inoculumn-fecal-AF,102619
1,BF-Fecal,947,513797,e003-inoculumn-fecal-AF,102619
2,e003-inoculumn-fecal-AC,3755,1170081,e003-inoculumn-fecal-AF,102619
3,BC-Fecal,1320,664382,e003-inoculumn-fecal-AF,102619
4,e003-inoculumn-fecal-AF,0,1132566,e003-inoculumn-fecal-AF,102619
