,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B3-e003Coalescence-Inoculumn-mBHI,1.0,0.00027972034537912885
C4-e003Coalescence-mBHI-inoculumn-redo,0.0014300133707286372,0.9998402045215299
B4-e003Coalescence-Inoculumn-mBHI,0.17200000000000004,0.789
B4-e003Coalescence-mBHI-p3,0.08248042713572323,0.9043025446640612
C3-e003Coalescence-mBHI-inoculumn-redo,0.18799999999999994,0.769
C3-e003Coalescence-mBHI-p5,0.05399406604547585,0.9476363678700519
C3-e003Coalescence-mBHI-p7,0.0022549844110934356,0.9943358890975336
C3-e003Coalescence-mGAM-p7,0.8427705275321465,0.09284794932569664
F4-e003Coalescence-mBHI-p5_S15,0.571,0.364
F4-e003Coalescence-mBHI-p7_S111,0.636,0.333
G3-e003Coalescence-mBHI-p3_S34,0.013810507214189869,0.9836796648555973
G3-e003Coalescence-mBHI-p5_S26,0.714,0.217
G3-e003Coalescence-mBHI-p7_S122,0.5,0.43799999999999994
G3-e003Coalescence-mGAM-p5_S74,0.14145269722969414,0.5
