,A2-e003Coalescence-mBHI-inoculumn-redo,C4-e003Coalescence-mBHI-inoculumn-redo
A4-e003Coalescence-mBHI-inoculumn-redo,608,632
C2-e003Coalescence-mBHI-inoculumn-redo,664,673
C2-e003Coalescence-mGAM-p7,499,473
