fname,file_sizes,sample
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/F3-e003Coalescence-mBHI-p7_S110-filtered.1.fastq.gz,0.8874691212549806,F3-e003Coalescence-mBHI-p7_S110
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/C_C1_C2_AA_AE_mBHI_mBHI_6_S217-filtered.1.fastq.gz,0.5680694170296192,C_C1_C2_AA_AE_mBHI_mBHI_6_S217
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/G2-e003Coalescence-mGAM-p5_S73-filtered.2.fastq.gz,2.059149883687496,G2-e003Coalescence-mGAM-p5_S73
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D2-e003Coalescence-mBHI-p1_S719-filtered.2.fastq.gz,0.6927322829142213,D2-e003Coalescence-mBHI-p1_S719
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D_H10_H9_ACPP_AF_mGAM_mGAM_4_S382-filtered.1.fastq.gz,0.0002072686329483,D_H10_H9_ACPP_AF_mGAM_mGAM_4_S382
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/B_G7_G10_AE_AE_mGAM_mGAM_2_S175-filtered.2.fastq.gz,2.8406656738370657,B_G7_G10_AE_AE_mGAM_mGAM_2_S175
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/A_F3_B4_AE_ACPP_mBHI_mGAM_2_S63-filtered.1.fastq.gz,4.890374839305878e-06,A_F3_B4_AE_ACPP_mBHI_mGAM_2_S63
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/E111-e003Coalescence-mGAM-p3_S156-filtered.2.fastq.gz,0.0003558313474059,E111-e003Coalescence-mGAM-p3_S156
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/H8-e003Coalescence-mGAM-p7_S185-filtered.2.fastq.gz,5.875705718994141,H8-e003Coalescence-mGAM-p7_S185
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/Assembly-G7-C3-ACPP-mBHI-3_S698-filtered.2.fastq.gz,1.928081277757883,Assembly-G7-C3-ACPP-mBHI-3_S698
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/C_C10_G3_ACPP_AE_mBHI_mBHI_4_S226-filtered.1.fastq.gz,1.7785131381824613,C_C10_G3_ACPP_AE_mBHI_mBHI_4_S226
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/e003-inoculumn-fecal-inoculumn-filtered.2.fastq.gz,0.7374277235940099,e003-inoculumn-fecal-inoculumn
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/B11-e003GlycerolRevival-mGAM-p2-filtered.2.fastq.gz,0.5031638890504837,B11-e003GlycerolRevival-mGAM-p2
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/H5-e003Coalescence-mGAM-p1_S811-filtered.1.fastq.gz,1.9657190833240747,H5-e003Coalescence-mGAM-p1_S811
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/Coalescence-H3-A3-e003Coalescence-inoculumn-mBHI-0_S706-filtered.1.fastq.gz,1.9754444127902389,Coalescence-H3-A3-e003Coalescence-inoculumn-mBHI-0_S706
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/C_H1_D2_AA_AF_mBHI_mGAM_6_S277-filtered.2.fastq.gz,0.0302036190405488,C_H1_D2_AA_AF_mBHI_mGAM_6_S277
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D5-e003Assembly-mBHI-p5-filtered.2.fastq.gz,0.612778052687645,D5-e003Assembly-mBHI-p5
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/Coalescence-D9-A8-AA-AA-mGAM-mGAM-3_S664-filtered.2.fastq.gz,5.660578608512878e-06,Coalescence-D9-A8-AA-AA-mGAM-mGAM-3_S664
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/A_E9_A2_AA_AA_mBHI_mGAM_4_S57-filtered.1.fastq.gz,4.40060661546886,A_E9_A2_AA_AA_mBHI_mGAM_4_S57
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/A_C9_C2_AA_AE_mBHI_mBHI_4_S33-filtered.1.fastq.gz,7.385081785731018,A_C9_C2_AA_AE_mBHI_mBHI_4_S33
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/G100-e003Coalescence-mGAM-p7_S175-filtered.1.fastq.gz,0.972591764293611,G100-e003Coalescence-mGAM-p7_S175
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/E5-e003Coalescence-mGAM-p7_S148-filtered.2.fastq.gz,7.507826471701264,E5-e003Coalescence-mGAM-p7_S148
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/C_G2_e003Assembly_S266-filtered.2.fastq.gz,0.9314485285431148,C_G2_e003Assembly_S266
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/Coalescence-A9-B4-ACPP-AE-mBHI-mGAM-7_S628-filtered.1.fastq.gz,0.0102036083117127,Coalescence-A9-B4-ACPP-AE-mBHI-mGAM-7_S628
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/C_C12_G5_AF_AE_mBHI_mBHI_4_S228-filtered.2.fastq.gz,0.9020251417532564,C_C12_G5_AF_AE_mBHI_mBHI_4_S228
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D_F3_e003Assembly_S351-filtered.2.fastq.gz,1.7265176754444838,D_F3_e003Assembly_S351
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D_F7_e003Assembly_S355-filtered.2.fastq.gz,2.188732312992215,D_F7_e003Assembly_S355
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/A_E12_A5_AF_AA_mBHI_mGAM_4_S60-filtered.1.fastq.gz,1.866381490603089,A_E12_A5_AF_AA_mBHI_mGAM_4_S60
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D_G6_C9_ACPP_AE_mGAM_mGAM_6_S366-filtered.2.fastq.gz,2.8386987503618,D_G6_C9_ACPP_AE_mGAM_mGAM_6_S366
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D_C9_G8_AA_AE_mGAM_mBHI_4_S321-filtered.1.fastq.gz,2.631945487111807,D_C9_G8_AA_AE_mGAM_mBHI_4_S321
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/B_H11_D10_AE_AF_mGAM_mGAM_4_S191-filtered.1.fastq.gz,0.3770093182101846,B_H11_D10_AE_AF_mGAM_mGAM_4_S191
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/G8-e003Coalescence-mGAM-p3_S177-filtered.1.fastq.gz,3.2515012491494417,G8-e003Coalescence-mGAM-p3_S177
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/H3-e003Coalescence-mBHI-p3_S46-filtered.1.fastq.gz,1.928110742010176,H3-e003Coalescence-mBHI-p3_S46
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/Coalescence-A11-C4-AE-AE-mBHI-mBHI-7_S630-filtered.2.fastq.gz,0.0188136976212263,Coalescence-A11-C4-AE-AE-mBHI-mBHI-7_S630
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/E5-e003Coalescence-mBHI-p5_S4-filtered.2.fastq.gz,1.8258571941405533,E5-e003Coalescence-mBHI-p5_S4
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/A_A3_A4_AE_AA_mBHI_mBHI_2_S3-filtered.2.fastq.gz,0.7495354628190398,A_A3_A4_AE_AA_mBHI_mBHI_2_S3
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D_F1_e003Assembly_S349-filtered.2.fastq.gz,0.2192326877266168,D_F1_e003Assembly_S349
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D_D12_H11_AF_AF_mGAM_mBHI_4_S336-filtered.1.fastq.gz,0.3864696649834513,D_D12_H11_AF_AF_mGAM_mBHI_4_S336
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D_A11_E10_AE_AA_mGAM_mBHI_4_S299-filtered.1.fastq.gz,0.9924505827948452,D_A11_E10_AE_AA_mGAM_mBHI_4_S299
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D_B4_e003Assembly_S304-filtered.1.fastq.gz,1.8798170294612648,D_B4_e003Assembly_S304
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/Assembly-G8-C4-AE-mBHI-3_S699-filtered.2.fastq.gz,1.0802456000819802,Assembly-G8-C4-AE-mBHI-3_S699
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/Coalescence-H6-C2-e003Coalescence-inoculumn-mBHIREDO-0_S709-filtered.2.fastq.gz,1.870455365628004,Coalescence-H6-C2-e003Coalescence-inoculumn-mBHIREDO-0_S709
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D_G1_C2_AA_AE_mBHI_mGAM_6_S361-filtered.2.fastq.gz,4.172341966070235,D_G1_C2_AA_AE_mBHI_mGAM_6_S361
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/B_B4_F5_AF_ACPP_mBHI_mBHI_2_S112-filtered.2.fastq.gz,1.4024786651134493e-05,B_B4_F5_AF_ACPP_mBHI_mBHI_2_S112
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/F3-e003Coalescence-mGAM-p1_S793-filtered.2.fastq.gz,1.196468369103968,F3-e003Coalescence-mGAM-p1_S793
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/G3-e003Coalescence-mGAM-p3_S82-filtered.2.fastq.gz,1.959441307000816,G3-e003Coalescence-mGAM-p3_S82
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D11-e003Coalescence-mGAM-p1_S779-filtered.2.fastq.gz,2.2664698250591755,D11-e003Coalescence-mGAM-p1_S779
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/C10-e003GlycerolRevival-mGAM-p2-filtered.2.fastq.gz,1.1907191881909966,C10-e003GlycerolRevival-mGAM-p2
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/Coalescence-F7-H10-AE-AF-mGAM-mBHI-3_S686-filtered.1.fastq.gz,0.0002255579456686,Coalescence-F7-H10-AE-AF-mGAM-mBHI-3_S686
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/B_E11_A10_AE_AA_mGAM_mGAM_4_S155-filtered.2.fastq.gz,1.298180440440774,B_E11_A10_AE_AA_mGAM_mGAM_4_S155
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/F4-e003Coalescence-mBHI-p3_S23-filtered.1.fastq.gz,1.094424377195537,F4-e003Coalescence-mBHI-p3_S23
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D_E7_A10_AE_AA_mGAM_mGAM_6_S343-filtered.1.fastq.gz,2.353208377026021,D_E7_A10_AE_AA_mGAM_mGAM_6_S343
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/A_A2_A3_ACPP_AA_mBHI_mBHI_2_S2-filtered.2.fastq.gz,0.562363263219595,A_A2_A3_ACPP_AA_mBHI_mBHI_2_S2
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D_G4_C5_AF_AE_mBHI_mGAM_6_S364-filtered.2.fastq.gz,0.6483950642868876,D_G4_C5_AF_AE_mBHI_mGAM_6_S364
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/C_H5_D8_AA_AF_mGAM_mGAM_6_S281-filtered.1.fastq.gz,1.050687183625996,C_H5_D8_AA_AF_mGAM_mGAM_6_S281
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/A_A1_A2_AA_AA_mBHI_mBHI_2_S1-filtered.1.fastq.gz,3.385997327044606,A_A1_A2_AA_AA_mBHI_mBHI_2_S1
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/G9-e003Coalescence-mBHI-p7_S126-filtered.2.fastq.gz,7.938127964735031e-05,G9-e003Coalescence-mBHI-p7_S126
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D8-e003Assembly-mGAM-p5-filtered.2.fastq.gz,0.4050408536568284,D8-e003Assembly-mGAM-p5
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D_E1_A2_AA_AA_mBHI_mGAM_6_S337-filtered.1.fastq.gz,2.844427390024066,D_E1_A2_AA_AA_mBHI_mGAM_6_S337
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/G3-e003Coalescence-mBHI-p5_S26-filtered.2.fastq.gz,2.90419043879956,G3-e003Coalescence-mBHI-p5_S26
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/Coalescence-A10-C11-AE-AF-mGAM-mBHI-7_S629-filtered.1.fastq.gz,4.551426048390567,Coalescence-A10-C11-AE-AF-mGAM-mBHI-7_S629
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/G111-e003Coalescence-mBHI-p3_S132-filtered.1.fastq.gz,0.1344510838389396,G111-e003Coalescence-mBHI-p3_S132
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/Coalescence-C2-A10-AA-AE-mGAM-mGAM-5_S645-filtered.2.fastq.gz,2.237838597036898,Coalescence-C2-A10-AA-AE-mGAM-mGAM-5_S645
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D_B7_e003Assembly_S307-filtered.1.fastq.gz,1.0320564080029726,D_B7_e003Assembly_S307
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/A_H11_D4_AE_AF_mBHI_mGAM_4_S95-filtered.2.fastq.gz,1.229506972245872,A_H11_D4_AE_AF_mBHI_mGAM_4_S95
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D_C11_G10_AE_AE_mGAM_mBHI_4_S323-filtered.1.fastq.gz,2.9925416139885783,D_C11_G10_AE_AE_mGAM_mBHI_4_S323
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/Coalescence-H11-bl-bl_S714-filtered.2.fastq.gz,3.6026351153850555e-05,Coalescence-H11-bl-bl_S714
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/Coalescence-B2-D2-AA-AF-mBHI-mGAM-7_S633-filtered.1.fastq.gz,0.0005380818620324,Coalescence-B2-D2-AA-AF-mBHI-mGAM-7_S633
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/F2-e003Coalescence-mBHI-p5_S13-filtered.1.fastq.gz,3.621342163532972,F2-e003Coalescence-mBHI-p5_S13
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/Coalescence-F2-E10-AA-AE-mGAM-mBHI-3_S681-filtered.1.fastq.gz,3.919035131111741,Coalescence-F2-E10-AA-AE-mGAM-mBHI-3_S681
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D_H3_D4_AE_AF_mBHI_mGAM_6_S375-filtered.2.fastq.gz,2.114926311187446,D_H3_D4_AE_AF_mBHI_mGAM_6_S375
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D_B4_e003Assembly_S304-filtered.2.fastq.gz,1.8921815594658256,D_B4_e003Assembly_S304
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/E4-e003Coalescence-mBHI-p3_S11-filtered.2.fastq.gz,1.3009548215195537,E4-e003Coalescence-mBHI-p3_S11
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/A_G5_C8_AA_AE_mGAM_mGAM_2_S77-filtered.1.fastq.gz,4.051296577788889,A_G5_C8_AA_AE_mGAM_mGAM_2_S77
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/D2-e003Coalescence-mBHI-p1_S719-filtered.1.fastq.gz,0.7142167640849948,D2-e003Coalescence-mBHI-p1_S719
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/B_F2_F3_ACPP_ACPP_mBHI_mGAM_2_S158-filtered.2.fastq.gz,6.791763007640839e-05,B_F2_F3_ACPP_ACPP_mBHI_mGAM_2_S158
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/C9-e003GlycerolRevival-mGAM-p2-filtered.1.fastq.gz,0.6776344859972596,C9-e003GlycerolRevival-mGAM-p2
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/B_D3_H4_AE_AF_mBHI_mBHI_2_S135-filtered.1.fastq.gz,0.9762144275009632,B_D3_H4_AE_AF_mBHI_mBHI_2_S135
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/Coalescence-E5-C4-AE-AE-mBHI-mBHI-3_S672-filtered.2.fastq.gz,5.292806475423276,Coalescence-E5-C4-AE-AE-mBHI-mBHI-3_S672
/oak/stanford/groups/dpetrov/swalton/coalescence-pilot-mgx/workflow/out/filter/E3-e003Coalescence-mGAM-p7_S146-filtered.1.fastq.gz,4.856261325068772,E3-e003Coalescence-mGAM-p7_S146
