,index,fixed_diffs,num_int_sites,sample1,species_id
0,D4-e004Assembly-mGAM-p5,0,2724712,D4-e004Assembly-mGAM-p5,101547
1,C4-e004Assembly-mBHI-p5,5629,2569075,D4-e004Assembly-mGAM-p5,101547
2,E4-e004Assembly-mGAM-p7,2617,3011054,D4-e004Assembly-mGAM-p5,101547
3,G4-e004Assembly-epsilon-p5,378,2494912,D4-e004Assembly-mGAM-p5,101547
4,E4-e004Assembly-mGAM-p3,1504,2537557,D4-e004Assembly-mGAM-p5,101547
5,B4-e004Assembly-mBHI-p5,2900,1690298,D4-e004Assembly-mGAM-p5,101547
6,G4-e004Assembly-epsilon-p3,1348,3845832,D4-e004Assembly-mGAM-p5,101547
7,F4-e004Assembly-epsilon-p3,615,2844980,D4-e004Assembly-mGAM-p5,101547
8,C4-e004Assembly-mBHI-p3,6776,3752165,D4-e004Assembly-mGAM-p5,101547
9,D4-e004Assembly-mGAM-p3,3336,2506615,D4-e004Assembly-mGAM-p5,101547
10,E4-e004Assembly-mGAM-p5,1384,2449227,D4-e004Assembly-mGAM-p5,101547
11,F4-e004Assembly-epsilon-p7,209,1404494,D4-e004Assembly-mGAM-p5,101547
12,D4-e004Assembly-mGAM-p7,2944,4108143,D4-e004Assembly-mGAM-p5,101547
0,D4-e004Assembly-mGAM-p5,7545,2724712,C4-e004Assembly-mBHI-p5,101547
1,C4-e004Assembly-mBHI-p5,0,2569075,C4-e004Assembly-mBHI-p5,101547
2,E4-e004Assembly-mGAM-p7,5056,3011054,C4-e004Assembly-mBHI-p5,101547
3,G4-e004Assembly-epsilon-p5,11265,2494912,C4-e004Assembly-mBHI-p5,101547
4,E4-e004Assembly-mGAM-p3,4922,2537557,C4-e004Assembly-mBHI-p5,101547
5,B4-e004Assembly-mBHI-p5,390,1690298,C4-e004Assembly-mBHI-p5,101547
6,G4-e004Assembly-epsilon-p3,15496,3845832,C4-e004Assembly-mBHI-p5,101547
7,F4-e004Assembly-epsilon-p3,11565,2844980,C4-e004Assembly-mBHI-p5,101547
8,C4-e004Assembly-mBHI-p3,1810,3752165,C4-e004Assembly-mBHI-p5,101547
9,D4-e004Assembly-mGAM-p3,1924,2506615,C4-e004Assembly-mBHI-p5,101547
10,E4-e004Assembly-mGAM-p5,5071,2449227,C4-e004Assembly-mBHI-p5,101547
11,F4-e004Assembly-epsilon-p7,6448,1404494,C4-e004Assembly-mBHI-p5,101547
12,D4-e004Assembly-mGAM-p7,10480,4108143,C4-e004Assembly-mBHI-p5,101547
0,D4-e004Assembly-mGAM-p5,2311,2724712,E4-e004Assembly-mGAM-p7,101547
1,C4-e004Assembly-mBHI-p5,1156,2569075,E4-e004Assembly-mGAM-p7,101547
2,E4-e004Assembly-mGAM-p7,0,3011054,E4-e004Assembly-mGAM-p7,101547
3,G4-e004Assembly-epsilon-p5,3543,2494912,E4-e004Assembly-mGAM-p7,101547
4,E4-e004Assembly-mGAM-p3,1582,2537557,E4-e004Assembly-mGAM-p7,101547
5,B4-e004Assembly-mBHI-p5,692,1690298,E4-e004Assembly-mGAM-p7,101547
6,G4-e004Assembly-epsilon-p3,4897,3845832,E4-e004Assembly-mGAM-p7,101547
7,F4-e004Assembly-epsilon-p3,3649,2844980,E4-e004Assembly-mGAM-p7,101547
8,C4-e004Assembly-mBHI-p3,1831,3752165,E4-e004Assembly-mGAM-p7,101547
9,D4-e004Assembly-mGAM-p3,1098,2506615,E4-e004Assembly-mGAM-p7,101547
10,E4-e004Assembly-mGAM-p5,1579,2449227,E4-e004Assembly-mGAM-p7,101547
11,F4-e004Assembly-epsilon-p7,1992,1404494,E4-e004Assembly-mGAM-p7,101547
12,D4-e004Assembly-mGAM-p7,2894,4108143,E4-e004Assembly-mGAM-p7,101547
0,D4-e004Assembly-mGAM-p5,2203,2724712,G4-e004Assembly-epsilon-p5,101547
1,C4-e004Assembly-mBHI-p5,11240,2569075,G4-e004Assembly-epsilon-p5,101547
2,E4-e004Assembly-mGAM-p7,5683,3011054,G4-e004Assembly-epsilon-p5,101547
3,G4-e004Assembly-epsilon-p5,0,2494912,G4-e004Assembly-epsilon-p5,101547
4,E4-e004Assembly-mGAM-p3,3295,2537557,G4-e004Assembly-epsilon-p5,101547
5,B4-e004Assembly-mBHI-p5,5772,1690298,G4-e004Assembly-epsilon-p5,101547
6,G4-e004Assembly-epsilon-p3,1985,3845832,G4-e004Assembly-epsilon-p5,101547
7,F4-e004Assembly-epsilon-p3,615,2844980,G4-e004Assembly-epsilon-p5,101547
8,C4-e004Assembly-mBHI-p3,13766,3752165,G4-e004Assembly-epsilon-p5,101547
9,D4-e004Assembly-mGAM-p3,7000,2506615,G4-e004Assembly-epsilon-p5,101547
10,E4-e004Assembly-mGAM-p5,2896,2449227,G4-e004Assembly-epsilon-p5,101547
11,F4-e004Assembly-epsilon-p7,8,1404494,G4-e004Assembly-epsilon-p5,101547
12,D4-e004Assembly-mGAM-p7,6851,4108143,G4-e004Assembly-epsilon-p5,101547
0,D4-e004Assembly-mGAM-p5,1251,2724712,E4-e004Assembly-mGAM-p3,101547
1,C4-e004Assembly-mBHI-p5,2386,2569075,E4-e004Assembly-mGAM-p3,101547
2,E4-e004Assembly-mGAM-p7,1564,3011054,E4-e004Assembly-mGAM-p3,101547
3,G4-e004Assembly-epsilon-p5,1594,2494912,E4-e004Assembly-mGAM-p3,101547
4,E4-e004Assembly-mGAM-p3,0,2537557,E4-e004Assembly-mGAM-p3,101547
5,B4-e004Assembly-mBHI-p5,1285,1690298,E4-e004Assembly-mGAM-p3,101547
6,G4-e004Assembly-epsilon-p3,2397,3845832,E4-e004Assembly-mGAM-p3,101547
7,F4-e004Assembly-epsilon-p3,1762,2844980,E4-e004Assembly-mGAM-p3,101547
8,C4-e004Assembly-mBHI-p3,3043,3752165,E4-e004Assembly-mGAM-p3,101547
9,D4-e004Assembly-mGAM-p3,1609,2506615,E4-e004Assembly-mGAM-p3,101547
10,E4-e004Assembly-mGAM-p5,1106,2449227,E4-e004Assembly-mGAM-p3,101547
11,F4-e004Assembly-epsilon-p7,910,1404494,E4-e004Assembly-mGAM-p3,101547
12,D4-e004Assembly-mGAM-p7,1964,4108143,E4-e004Assembly-mGAM-p3,101547
0,D4-e004Assembly-mGAM-p5,3680,2724712,B4-e004Assembly-mBHI-p5,101547
1,C4-e004Assembly-mBHI-p5,62,2569075,B4-e004Assembly-mBHI-p5,101547
2,E4-e004Assembly-mGAM-p7,2429,3011054,B4-e004Assembly-mBHI-p5,101547
3,G4-e004Assembly-epsilon-p5,5623,2494912,B4-e004Assembly-mBHI-p5,101547
4,E4-e004Assembly-mGAM-p3,2395,2537557,B4-e004Assembly-mBHI-p5,101547
5,B4-e004Assembly-mBHI-p5,0,1690298,B4-e004Assembly-mBHI-p5,101547
6,G4-e004Assembly-epsilon-p3,7644,3845832,B4-e004Assembly-mBHI-p5,101547
7,F4-e004Assembly-epsilon-p3,5697,2844980,B4-e004Assembly-mBHI-p5,101547
8,C4-e004Assembly-mBHI-p3,885,3752165,B4-e004Assembly-mBHI-p5,101547
9,D4-e004Assembly-mGAM-p3,939,2506615,B4-e004Assembly-mBHI-p5,101547
10,E4-e004Assembly-mGAM-p5,2356,2449227,B4-e004Assembly-mBHI-p5,101547
11,F4-e004Assembly-epsilon-p7,3148,1404494,B4-e004Assembly-mBHI-p5,101547
12,D4-e004Assembly-mGAM-p7,4782,4108143,B4-e004Assembly-mBHI-p5,101547
0,D4-e004Assembly-mGAM-p5,2730,2724712,G4-e004Assembly-epsilon-p3,101547
