,C4-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-mBHI-inoculumn-redo
C9-e003Coalescence-mGAM-p3,0.222,0.19
C11-e003Coalescence-mBHI-p3,0.8330613032464257,0.8152237131105291
C9-e003Coalescence-mGAM-p7,0.0666478933477784,0.08234303789805601
C8-e003Coalescence-mGAM-p7,0.8330613032464257,0.8310279457302203
D10-e003Coalescence-mBHI-p3,0.9350155675892614,0.9298213718675495
F3-e004Assembly-epsilon-p3,0.9858420219188468,0.9808442872244202
A4-e003Coalescence-mBHI-p7,0.7548580418086744,0.78061070458117
B9-e003Coalescence-mGAM-p5,0.021751152114134965,0.016445051048139165
A4-e003Coalescence-mBHI-inoculumn-redo,0.9839007309140951,0.9877557973455191
B3-e003Coalescence-mBHI-p3,0.01071974624880848,0.009275463723726465
D4-e003Coalescence-mBHI-p5,0.8802386870850796,0.8693229798310377
C2-e003Coalescence-mBHI-p5,0.9468229342171651,0.9558130989028013
B3-e004Assembly-mBHI-p7,0.9084995075607823,0.8899135372001501
D4-e003Coalescence-mBHI-p3,0.8785174271213793,0.727
C4-e003GlycerolRevival-mBHI-p2,0.727,0.81
D10-e003Assembly-mGAM-p5,0.8191351219440052,0.7971379961012225
C3-e004Assembly-mBHI-p5,0.7548580418086744,0.8214924235274241
D3-e004Assembly-mGAM-p7,0.995280673972949,0.9937898334663979
D3-e003Coalescence-Inoculumn-mBHI,0.09521127621111201,0.11201699410938172
C3-e003Coalescence-mBHI-p7,0.9931355257788348,0.9919647512449566
B8-e003Coalescence-mBHI-p5,0.013325155841085314,0.010724797458467918
C2-e003Coalescence-mGAM-p7,0.07070041532618257,0.06096621063859959
B11-e003Coalescence-mGAM-p3,0.009986691951527096,0.008211082126890831
C4-e003Coalescence-mBHI-inoculumn-redo,0.636,1.0
D5-e003Coalescence-mBHI-p7,0.012336501822474649,0.010215499650049416
C9-e003Coalescence-mBHI-p5,0.25,0.244
C2-e003Coalescence-mBHI-p3,0.9993521118068677,0.9996536781271866
D9-e003Coalescence-mGAM-p7,0.03150810466398954,0.024777146620456193
D4-e003Coalescence-mBHI-p7,0.869253930602164,0.727
E3-e004Assembly-mGAM-p3,0.9746624179573617,0.9687504549136098
B10-e003Coalescence-mGAM-p3,0.5854999999999999,0.571
B5-e003Coalescence-Inoculumn-mGAM,0.09150049243921764,0.08046365085514305
D5-e003Coalescence-mBHI-p3,0.041359940053316,0.035153942006052846
D9-e003Coalescence-mGAM-p5,0.01103792268326679,0.00926997823926492
C9-e003Coalescence-mBHI-p3,0.375,0.348
D10-e003Coalescence-mGAM-p5,0.815,0.789
C8-e003Coalescence-mBHI-p7,0.9737849336272414,0.9735863632915991
G3-e004Assembly-epsilon-p7,0.9811226958917958,0.9736345434954604
D4-e003Coalescence-mGAM-p5,0.952394361894444,0.9507846469089261
C3-e004Assembly-mBHI-p7,0.9721286597530979,0.9605345807996051
B5-e003Coalescence-mGAM-p5,0.013981368732137935,0.012072006113725985
G3-e004Assembly-epsilon-p3,0.9892129690810262,0.9855389326762751
B5-e003Coalescence-mGAM-p7,0.10293516496400854,0.10630194630742469
B10-e003Coalescence-mBHI-p5,0.06931471805599453,0.06972965641067567
B3-e004Assembly-mBHI-p5,0.9015844955833563,0.8269411504750145
B5-e003Coalescence-mBHI-p3,0.07689820488627917,0.06528476468722232
C5-e003Coalescence-mGAM-p7,0.7,0.7
C5-e003Coalescence-mBHI-inoculumn-redo,0.9946185701071607,0.9901594242516804
A10-e003Coalescence-mBHI-p5,0.8495220480763309,0.8484025849009881
AM-Fecal,0.014518200984449784,0.02254754606491885
A4-e003Coalescence-mGAM-p5,0.009438652054102098,0.007082321707152302
D5-e003Coalescence-mBHI-p5,0.772,0.756
D4-e003Coalescence-mGAM-p7,0.9831989821608218,0.9801717057790307
E3-e004Assembly-mGAM-p7,0.958640059946684,0.9523297136097691
C4-e003Coalescence-mGAM-p3,0.8654070780437184,0.8028659366852571
B2-e003Coalescence-Inoculumn-mGAM,0.08435614664283742,0.0791708172094405
C5-e003Coalescence-mBHI-p5,0.812,0.8
C5-e003Coalescence-mGAM-p3,0.769,0.75
A9-e003Coalescence-mBHI-p3,0.0052430132745517255,0.004188118483812879
D3-e003Coalescence-mBHI-p7,0.026975627997427174,0.020379934926158347
C3-e003Coalescence-mBHI-p5,0.8970648350359914,0.9305307835928753
A9-e003Coalescence-mBHI-p5,0.09358962896434452,0.06616042501077339
C11-e003Coalescence-mGAM-p5,0.714,0.7
B3-e003Coalescence-Inoculumn-mBHI,0.18766854380937067,0.19105268110422013
BG-Fecal,0.03236109275692148,0.060384773152620266
D3-e003Coalescence-mGAM-p3,0.16085875183660342,0.1556198074118258
D9-e003Coalescence-mGAM-p3,0.054108010287034845,0.05048918967709319
D3-e003Coalescence-mGAM-p5,0.012336501822474649,0.010724797458467918
C10-e003Coalescence-mGAM-p3,0.14501298145317057,0.1590449966565619
B9-e003Coalescence-mGAM-p7,0.14501298145317057,0.1448794611843298
B11-e003Coalescence-mGAM-p7,0.15612821053628262,0.15770630137368452
C3-e003Coalescence-Inoculumn-mGAM,0.273,0.19
B5-e003Coalescence-mBHI-p7,0.041721647456505986,0.04133648421321419
A3-e003Coalescence-mGAM-p7,0.18086487805599483,0.19769807964544972
D4-e003Coalescence-Inoculumn-mBHI,0.9849961406361954,0.9866609857109485
A4-e003Coalescence-mBHI-p5,0.9378246745707688,0.9298213718675495
B3-e003Coalescence-mBHI-p7,0.06498443241073856,0.05623960883487479
D10-e003Coalescence-mGAM-p7,0.9761590585962823,0.966929360553832
C12-e003Coalescence-mGAM-p3,0.8785174271213793,0.714
C11-e003Coalescence-mGAM-p3,0.718,0.684
A10-e003Coalescence-mBHI-p7,0.9695472396677812,0.9764309866819262
C10-e003Coalescence-mBHI-p7,0.9756377917342249,0.9822635082845974
B9-e003Coalescence-mBHI-p5,0.013107533186379314,0.01162845164662522
B10-e003Coalescence-mBHI-p3,0.625,0.562
C11-e003Coalescence-mBHI-p5,0.9457135022489392,0.9465430243990665
E3-e004Assembly-mGAM-p5,0.9405720379106156,0.9333994336894043
D10-e003Coalescence-mGAM-p3,0.960614869170013,0.9518150230340116
A9-e003Coalescence-mBHI-p7,0.013107533186379314,0.010700216763123606
C2-e003Coalescence-Inoculumn-mGAM,0.5854999999999999,0.7358505327470029
B3-e003Coalescence-Inoculumn-mGAM,0.015353754433507035,0.01146010115048153
B4-e003Coalescence-Inoculumn-mGAM,0.235,0.231
A10-e003Coalescence-mGAM-p7,0.571,0.571
D9-e003Coalescence-mBHI-p5,0.045391749149411124,0.02557608562380408
C4-e003Coalescence-Inoculumn-mGAM,1.0,0.556
D4-e003Coalescence-mGAM-p3,0.736,0.75
B9-e003Coalescence-mBHI-p7,0.03150810466398954,0.02692200096120455
C3-e003Coalescence-mGAM-p7,0.10293516496400854,0.11763291128293717
D9-e003Coalescence-mBHI-p7,0.049005260972002966,0.04315073957374594
D3-e004Assembly-mGAM-p5,0.9796981597785208,0.9738709502733937
C5-e003Coalescence-mBHI-p7,0.5,0.571
C11-e003Coalescence-mGAM-p7,0.667,0.652
D10-e003Coalescence-mBHI-p7,0.5,0.5
C9-e003Coalescence-mBHI-p7,0.16085875183660342,0.14544170171572726
