,C4-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-mBHI-inoculumn-redo
C9-e003Coalescence-mGAM-p3,67,867
C11-e003Coalescence-mBHI-p3,26,351
C9-e003Coalescence-mGAM-p7,70,811
C8-e003Coalescence-mGAM-p7,41,543
D10-e003Coalescence-mBHI-p3,59,731
F3-e004Assembly-epsilon-p3,73,954
A4-e003Coalescence-mBHI-p7,25,328
B9-e003Coalescence-mGAM-p5,70,936
A4-e003Coalescence-mBHI-inoculumn-redo,66,909
B3-e003Coalescence-mBHI-p3,73,962
D4-e003Coalescence-mBHI-p5,36,457
C2-e003Coalescence-mBHI-p5,51,709
B3-e004Assembly-mBHI-p7,51,609
D4-e003Coalescence-mBHI-p3,50,628
C4-e003GlycerolRevival-mBHI-p2,67,922
D10-e003Assembly-mGAM-p5,27,316
C3-e004Assembly-mBHI-p5,25,436
D3-e004Assembly-mGAM-p7,73,963
D3-e003Coalescence-Inoculumn-mBHI,46,501
C3-e003Coalescence-mBHI-p7,74,965
B8-e003Coalescence-mBHI-p5,71,951
C2-e003Coalescence-mGAM-p7,67,895
B11-e003Coalescence-mGAM-p3,74,960
C4-e003Coalescence-mBHI-inoculumn-redo,74,966
D5-e003Coalescence-mBHI-p7,74,959
C9-e003Coalescence-mBHI-p5,61,820
C2-e003Coalescence-mBHI-p3,74,963
D9-e003Coalescence-mGAM-p7,66,885
D4-e003Coalescence-mBHI-p7,50,675
E3-e004Assembly-mGAM-p3,69,926
B10-e003Coalescence-mGAM-p3,56,685
B5-e003Coalescence-Inoculumn-mGAM,47,648
D5-e003Coalescence-mBHI-p3,63,837
D9-e003Coalescence-mGAM-p5,74,959
C9-e003Coalescence-mBHI-p3,70,943
D10-e003Coalescence-mGAM-p5,72,949
C8-e003Coalescence-mBHI-p7,60,788
G3-e004Assembly-epsilon-p7,73,945
D4-e003Coalescence-mGAM-p5,72,934
C3-e004Assembly-mBHI-p7,70,874
B5-e003Coalescence-mGAM-p5,74,952
G3-e004Assembly-epsilon-p3,73,959
B5-e003Coalescence-mGAM-p7,45,537
B10-e003Coalescence-mBHI-p5,64,831
B3-e004Assembly-mBHI-p5,47,484
B5-e003Coalescence-mBHI-p3,52,689
C5-e003Coalescence-mGAM-p7,23,358
C5-e003Coalescence-mBHI-inoculumn-redo,74,954
A10-e003Coalescence-mBHI-p5,30,393
AM-Fecal,72,911
A4-e003Coalescence-mGAM-p5,74,964
D5-e003Coalescence-mBHI-p5,74,965
D4-e003Coalescence-mGAM-p7,74,955
E3-e004Assembly-mGAM-p7,62,849
C4-e003Coalescence-mGAM-p3,40,392
B2-e003Coalescence-Inoculumn-mGAM,49,652
C5-e003Coalescence-mBHI-p5,65,883
C5-e003Coalescence-mGAM-p3,61,793
A9-e003Coalescence-mBHI-p3,74,966
D3-e003Coalescence-mBHI-p7,70,909
C3-e003Coalescence-mBHI-p5,36,595
A9-e003Coalescence-mBHI-p5,46,670
C11-e003Coalescence-mGAM-p5,69,938
B3-e003Coalescence-Inoculumn-mBHI,30,363
BG-Fecal,59,682
D3-e003Coalescence-mGAM-p3,36,479
D9-e003Coalescence-mGAM-p3,56,759
D3-e003Coalescence-mGAM-p5,74,952
