,C4-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-mBHI-inoculumn-redo
C10-e003Coalescence-mGAM-p3,37,415
B9-e003Coalescence-mGAM-p7,37,485
B11-e003Coalescence-mGAM-p7,35,449
C3-e003Coalescence-Inoculumn-mGAM,70,901
B5-e003Coalescence-mBHI-p7,63,807
A3-e003Coalescence-mGAM-p7,29,350
D4-e003Coalescence-Inoculumn-mBHI,73,955
A4-e003Coalescence-mBHI-p5,54,629
B3-e003Coalescence-mBHI-p7,61,778
D10-e003Coalescence-mGAM-p7,73,930
C12-e003Coalescence-mGAM-p3,53,683
C11-e003Coalescence-mGAM-p3,74,966
A10-e003Coalescence-mBHI-p7,58,804
C10-e003Coalescence-mBHI-p7,70,919
B9-e003Coalescence-mBHI-p5,74,949
B10-e003Coalescence-mBHI-p3,52,669
C11-e003Coalescence-mBHI-p5,65,840
E3-e004Assembly-mGAM-p5,56,771
D10-e003Coalescence-mGAM-p3,57,700
A9-e003Coalescence-mBHI-p7,74,959
C2-e003Coalescence-Inoculumn-mGAM,22,267
B3-e003Coalescence-Inoculumn-mGAM,72,941
B4-e003Coalescence-Inoculumn-mGAM,71,953
A10-e003Coalescence-mGAM-p7,29,300
D9-e003Coalescence-mBHI-p5,59,881
C4-e003Coalescence-Inoculumn-mGAM,74,966
D4-e003Coalescence-mGAM-p3,72,928
B9-e003Coalescence-mBHI-p7,68,877
C3-e003Coalescence-mGAM-p7,47,533
D9-e003Coalescence-mBHI-p7,59,809
D3-e004Assembly-mGAM-p5,72,951
C5-e003Coalescence-mBHI-p7,41,520
C11-e003Coalescence-mGAM-p7,72,949
D10-e003Coalescence-mBHI-p7,20,352
C9-e003Coalescence-mBHI-p7,35,437
B8-e003Coalescence-mGAM-p5,42,611
C3-e004Assembly-mBHI-p3,28,430
B3-e003Coalescence-mBHI-p5,62,792
C2-e003Coalescence-mBHI-inoculumn-redo,66,833
C10-e003Coalescence-mGAM-p5,73,934
C10-e003Coalescence-mBHI-p5,69,871
B9-e003Coalescence-mBHI-p3,52,646
C3-e003Coalescence-mBHI-inoculumn-redo,74,963
e004-inoculumn-fecal-AR,65,847
B5-e003Coalescence-mGAM-p3,73,928
F3-e004Assembly-epsilon-p5,58,657
C9-e003Coalescence-mGAM-p5,58,782
C2-e003Coalescence-mGAM-p5,23,384
C8-e003Coalescence-mBHI-p5,74,966
B8-e003Coalescence-mGAM-p7,51,634
B4-e003Coalescence-Inoculumn-mBHI,74,958
B8-e003Coalescence-mBHI-p7,32,505
B3-e004Assembly-mBHI-p3,41,440
D3-e003Coalescence-Inoculumn-mGAM,73,924
B11-e003Coalescence-mBHI-p3,59,639
C5-e003Coalescence-Inoculumn-mGAM,39,604
C4-e003Coalescence-mBHI-p5,74,959
G3-e004Assembly-epsilon-p5,71,948
BC-Fecal,47,562
A4-e003Coalescence-Inoculumn-mGAM,58,777
B4-e003Coalescence-mBHI-p3,47,605
A9-e003Coalescence-mGAM-p5,68,861
F3-e004Assembly-epsilon-p7,51,684
C10-e003Coalescence-mBHI-p3,60,810
G5-e003Coalescence-mBHI-p7_S124,73,957
H4-e003Coalescence-mGAM-p7_S183,63,766
F5-e003Coalescence-mGAM-p5_S64,70,939
F5-e003Coalescence-mGAM-p7_S160,61,712
F8-e003Coalescence-mBHI-p3_S117,70,956
H3-e003Coalescence-mBHI-p3_S46,51,668
F100-e003Coalescence-mGAM-p7_S163,54,793
F9-e003Coalescence-mBHI-p5_S18,70,858
G4-e003Coalescence-mBHI-p5_S27,73,958
G2-e003Coalescence-mBHI-p3_S33,46,562
E9-e003Coalescence-mBHI-p5_S6,61,811
G111-e003Coalescence-mGAM-p5_S80,71,891
F111-e003Coalescence-mGAM-p5_S68,52,742
G111-e003Coalescence-mBHI-p5_S32,67,844
G5-e003Coalescence-mBHI-p3_S36,45,539
G8-e003Coalescence-mGAM-p3_S177,65,859
H3-e003Coalescence-mGAM-p3_S94,67,877
E100-e003Coalescence-mBHI-p7_S103,72,943
F9-e003Coalescence-mGAM-p5_S66,41,503
E3-e003Coalescence-mGAM-p5_S50,46,660
E9-e003Coalescence-mBHI-p7_S102,72,938
F111-e003Coalescence-mGAM-p7_S164,34,416
H100-e003Coalescence-mBHI-p5_S43,58,735
F2-e003Coalescence-mGAM-p5_S61,43,525
G9-e003Coalescence-mGAM-p5_S78,22,280
G8-e003Coalescence-mGAM-p5_S77,54,749
G3-e003Coalescence-mBHI-p3_S34,72,939
G100-e003Coalescence-mBHI-p5_S31,70,936
G3-e003Coalescence-mBHI-p5_S26,74,953
G5-e003Coalescence-mBHI-p5_S28,74,963
G4-e003Coalescence-mBHI-p3_S35,74,963
H9-e003Coalescence-mGAM-p5_S90,63,766
E4-e003Coalescence-mBHI-p5_S3,63,897
E4-e003Coalescence-mGAM-p5_S51,65,834
G9-e003Coalescence-mGAM-p7_S174,62,758
E8-e003Coalescence-mGAM-p3_S153,74,966
G111-e003Coalescence-mGAM-p3_S180,74,940
G5-e003Coalescence-mGAM-p3_S84,34,502
E100-e003Coalescence-mBHI-p5_S7,66,854
G3-e003Coalescence-mBHI-p7_S122,58,774
G5-e003Coalescence-mGAM-p5_S76,65,828
G5-e003Coalescence-mGAM-p7_S172,34,495
G4-e003Coalescence-mGAM-p5_S75,48,710
G8-e003Coalescence-mBHI-p3_S129,66,901
G2-e003Coalescence-mGAM-p5_S73,47,683
H9-e003Coalescence-mGAM-p7_S186,71,924
F4-e003Coalescence-mBHI-p7_S111,70,897
H3-e003Coalescence-mGAM-p7_S182,58,653
F100-e003Coalescence-mBHI-p7_S115,70,950
E3-e003Coalescence-mGAM-p7_S146,33,470
F100-e003Coalescence-mGAM-p3_S167,45,742
G4-e003Coalescence-mBHI-p7_S123,65,822
E9-e003Coalescence-mGAM-p3_S154,65,858
H4-e003Coalescence-mBHI-p7_S135,68,921
H3-e003Coalescence-mBHI-p5_S38,55,540
F111-e003Coalescence-mGAM-p3_S168,67,910
H4-e003Coalescence-mBHI-p3_S47,74,965
G8-e003Coalescence-mBHI-p7_S125,65,840
F4-e003Coalescence-mBHI-p5_S15,69,897
F2-e003Coalescence-mBHI-p5_S13,68,865
F2-e003Coalescence-mGAM-p3_S69,43,525
G3-e003Coalescence-mGAM-p5_S74,40,448
H100-e003Coalescence-mGAM-p5_S91,67,903
G9-e003Coalescence-mBHI-p3_S130,58,750
E4-e003Coalescence-mGAM-p7_S147,50,632
E4-e003Coalescence-mGAM-p3_S59,32,406
H4-e003Coalescence-mBHI-p5_S39,68,927
H100-e003Coalescence-mBHI-p7_S139,54,651
G8-e003Coalescence-mBHI-p5_S29,73,952
G2-e003Coalescence-mBHI-p5_S25,70,907
G8-e003Coalescence-mGAM-p7_S173,69,887
E4-e003Coalescence-mBHI-p3_S11,27,445
H9-e003Coalescence-mBHI-p5_S42,57,796
F5-e003Coalescence-mBHI-p3_S24,42,584
G9-e003Coalescence-mBHI-p5_S30,74,938
F111-e003Coalescence-mBHI-p7_S116,55,582
F111-e003Coalescence-mBHI-p3_S120,55,698
H3-e003Coalescence-mGAM-p5_S86,59,708
E4-e003Coalescence-mBHI-p7_S99,66,881
H4-e003Coalescence-mGAM-p5_S87,17,263
E100-e003Coalescence-mGAM-p7_S151,27,354
G9-e003Coalescence-mGAM-p3_S178,73,951
H9-e003Coalescence-mBHI-p7_S138,29,387
F8-e003Coalescence-mBHI-p5_S17,70,872
G100-e003Coalescence-mBHI-p7_S127,74,961
