,0.975,0.975
A11-e003Coalescence-mBHI-p3,0.196,1.0
A11-e003Coalescence-mBHI-p5,0.391,1.0
A11-e003Coalescence-mBHI-p7,0.4,1.0
A11-e003Coalescence-mGAM-p3,0.183,1.0
A11-e003Coalescence-mGAM-p7,0.375,1.0
A5-e003Coalescence-Inoculumn-mGAM,0.646,0.6970000000000001
D2-e003Coalescence-Inoculumn-mGAM,0.661,0.694
D8-e003Coalescence-mBHI-p5,0.375,1.0
D8-e003Coalescence-mGAM-p5,0.143,1.0
E111-e003Coalescence-mBHI-p3_S108,0.357,1.0
E111-e003Coalescence-mBHI-p5_S8,0.333,1.0
E111-e003Coalescence-mBHI-p7_S104,0.198,1.0
E111-e003Coalescence-mGAM-p5_S56,0.171,1.0
H8-e003Coalescence-mBHI-p5_S41,0.167,1.0
H8-e003Coalescence-mBHI-p7_S137,0.167,1.0
H8-e003Coalescence-mGAM-p5_S89,0.133,1.0
H8-e003Coalescence-mGAM-p7_S185,0.238,1.0
