,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B10-e003Coalescence-mBHI-p3,0.8979030112044818,0.05287685793294159
B10-e003Coalescence-mBHI-p5,0.8589829306722689,0.02969037331489803
B10-e003Coalescence-mGAM-p3,0.7684712009803921,0.2088137746284134
B10-e003Coalescence-mGAM-p7,0.9136467962184874,0.06855954026961632
B4-e003Coalescence-Inoculumn-mGAM,0.5757376575630253,0.3829869512616661
C3-e003Coalescence-Inoculumn-mGAM,0.5858089110644258,0.3740585032837884
C9-e003Coalescence-mBHI-p3,0.9202211134453782,0.04577385067404078
C9-e003Coalescence-mBHI-p5,0.8840745798319329,0.030571206360179744
C9-e003Coalescence-mBHI-p7,0.6070300245098039,0.02350587625302454
C9-e003Coalescence-mGAM-p3,0.815623774509804,0.15687072243346006
C9-e003Coalescence-mGAM-p5,0.6931790966386554,0.2682673695126166
C9-e003Coalescence-mGAM-p7,0.6813668592436974,0.2874226581403388
F100-e003Coalescence-mBHI-p7_S115,0.8278325455182073,0.03932803318354649
F100-e003Coalescence-mGAM-p3_S167,0.9509171043417367,0.008702644313861042
F100-e003Coalescence-mGAM-p5_S67,0.9297556022408963,0.023809540269616316
F100-e003Coalescence-mGAM-p7_S163,0.9892012429971989,0.0071165744901486375
G9-e003Coalescence-mBHI-p3_S130,0.7666200105042016,0.022987642585551332
G9-e003Coalescence-mBHI-p5_S30,0.7944821428571429,0.026709730383684755
G9-e003Coalescence-mGAM-p3_S178,0.9086846113445378,0.07190658486000692
G9-e003Coalescence-mGAM-p5_S78,0.9481924019607845,0.034239975803664016
G9-e003Coalescence-mGAM-p7_S174,0.9478621323529413,0.032868475630833054
