,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
B11-e003Coalescence-mBHI-p3,0.6039911413411869,0.6059495724151093
B11-e003Coalescence-mGAM-p3,0.9466026303859412,0.3750931391381964
B11-e003Coalescence-mGAM-p7,0.9957139259708738,0.3281376466786551
B5-e003Coalescence-Inoculumn-mGAM,0.7288319498492146,0.5087605386574693
D3-e003Coalescence-Inoculumn-mGAM,0.7224016547532122,0.5139682191800526
D9-e003Coalescence-mBHI-p3,0.7549707955689828,0.5594493986254295
D9-e003Coalescence-mBHI-p5,0.8416392553768298,0.45622934196008375
D9-e003Coalescence-mBHI-p7,0.7455429116338207,0.5266617711851961
D9-e003Coalescence-mGAM-p3,0.9469118245316164,0.37597924798640564
D9-e003Coalescence-mGAM-p5,0.8699712184176205,0.4199316595995383
D9-e003Coalescence-mGAM-p7,0.9844504036752114,0.3434942754096453
F111-e003Coalescence-mBHI-p3_S120,0.6541802265705459,0.5906195994899033
F111-e003Coalescence-mBHI-p5_S20,0.6925084637902508,0.5569349027443878
F111-e003Coalescence-mBHI-p7_S116,0.5067779238754325,0.585194571210003
F111-e003Coalescence-mGAM-p3_S168,0.9509223543763341,0.37388828487518355
F111-e003Coalescence-mGAM-p5_S68,0.9471523900232157,0.37884272335150676
F111-e003Coalescence-mGAM-p7_S164,0.9689224412751678,0.36538823925252994
H9-e003Coalescence-mBHI-p5_S42,0.7090594004126715,0.5229121320986824
H9-e003Coalescence-mBHI-p7_S138,0.8259761716432669,0.47318321544179354
H9-e003Coalescence-mGAM-p3_S190,0.9850102423628894,0.3537671987152175
H9-e003Coalescence-mGAM-p5_S90,0.9725355105641837,0.35874016710669815
H9-e003Coalescence-mGAM-p7_S186,0.9994182789675529,0.34268440604842865
