,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p3,1001060.0,2157331.0
A11-e003Coalescence-mBHI-p5,185458.0,396831.0
A11-e003Coalescence-mBHI-p7,118129.0,252979.0
A11-e003Coalescence-mGAM-p3,976640.0,2112867.0
A11-e003Coalescence-mGAM-p7,198372.0,431111.0
A5-e003Coalescence-Inoculumn-mGAM,767911.0,1744074.0
D2-e003Coalescence-Inoculumn-mGAM,718447.0,1632750.0
D8-e003Coalescence-mBHI-p5,269305.0,588114.0
D8-e003Coalescence-mGAM-p5,505073.0,1090203.0
E111-e003Coalescence-mBHI-p3_S108,189788.0,392156.0
E111-e003Coalescence-mBHI-p5_S8,230971.0,485417.0
E111-e003Coalescence-mBHI-p7_S104,1053304.0,2209785.0
E111-e003Coalescence-mGAM-p5_S56,457032.0,956471.0
H8-e003Coalescence-mBHI-p5_S41,488418.0,1027723.0
H8-e003Coalescence-mBHI-p7_S137,689592.0,1444409.0
H8-e003Coalescence-mGAM-p5_S89,511101.0,1051508.0
H8-e003Coalescence-mGAM-p7_S185,905231.0,1937079.0
