,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B10-e003Coalescence-mBHI-p3,0.0,0.7067922571724853
B10-e003Coalescence-mBHI-p5,0.001838235294117647,0.8367611475976495
B10-e003Coalescence-mGAM-p3,0.0,0.0
B10-e003Coalescence-mGAM-p7,0.0,0.5267023850674041
B4-e003Coalescence-Inoculumn-mGAM,0.0,0.0
C3-e003Coalescence-Inoculumn-mGAM,0.0,0.0
C9-e003Coalescence-mBHI-p3,0.0,0.7269270653301072
C9-e003Coalescence-mBHI-p5,0.0009628851540616247,0.8556861389561009
C9-e003Coalescence-mBHI-p7,0.0056022408963585435,0.6330798479087453
C9-e003Coalescence-mGAM-p3,0.0,0.0
C9-e003Coalescence-mGAM-p5,0.0,0.0
C9-e003Coalescence-mGAM-p7,0.0,0.0
F100-e003Coalescence-mBHI-p7_S115,0.0028011204481792717,0.802886277220878
F100-e003Coalescence-mGAM-p3_S167,0.0,0.8963878326996197
F100-e003Coalescence-mGAM-p5_S67,0.0,0.8300207397165572
F100-e003Coalescence-mGAM-p7_S163,0.0,0.5185793294158313
G9-e003Coalescence-mBHI-p3_S130,0.001488095238095238,0.773332181126858
G9-e003Coalescence-mBHI-p5_S30,0.0012254901960784314,0.7900103698582785
G9-e003Coalescence-mGAM-p3_S178,0.0,0.004320774282751469
G9-e003Coalescence-mGAM-p5_S78,0.0,0.3334773591427584
G9-e003Coalescence-mGAM-p7_S174,0.0,0.2267542343587971
