,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,119158.0,133681.0
B5-e003Coalescence-mBHI-p3,72780.0,81666.0
B5-e003Coalescence-mBHI-p5,40001.0,45974.0
B5-e003Coalescence-mBHI-p7,74895.0,83462.0
B5-e003Coalescence-mGAM-p3,274163.0,302701.0
B5-e003Coalescence-mGAM-p5,150728.0,169093.0
B5-e003Coalescence-mGAM-p7,166671.0,181068.0
D3-e003Coalescence-Inoculumn-mBHI,322173.0,355332.0
D3-e003Coalescence-mBHI-p5,32348.0,36831.0
D3-e003Coalescence-mBHI-p7,197400.0,220508.0
D3-e003Coalescence-mGAM-p3,295405.0,326867.0
D3-e003Coalescence-mGAM-p5,589550.0,654027.0
F5-e003Coalescence-mBHI-p3_S24,80489.0,90277.0
F5-e003Coalescence-mBHI-p5_S16,30105.0,33843.0
F5-e003Coalescence-mBHI-p7_S112,72766.0,79589.0
F5-e003Coalescence-mGAM-p3_S72,101563.0,116350.0
F5-e003Coalescence-mGAM-p5_S64,370171.0,416843.0
F5-e003Coalescence-mGAM-p7_S160,366578.0,410471.0
H3-e003Coalescence-mBHI-p3_S46,121653.0,135771.0
H3-e003Coalescence-mBHI-p5_S38,56590.0,63789.0
H3-e003Coalescence-mBHI-p7_S134,55394.0,60583.0
H3-e003Coalescence-mGAM-p3_S94,223766.0,244716.0
H3-e003Coalescence-mGAM-p5_S86,197719.0,221563.0
H3-e003Coalescence-mGAM-p7_S182,65489.0,74130.0
