,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,0.04767605633802817,0.0
A5-e003Coalescence-mBHI-inoculumn-redo,0.0009859154929577464,0.0
A5-e003Coalescence-mBHI-p3,0.0,0.5750500847588226
A5-e003Coalescence-mBHI-p7,0.0,0.011712128216982585
A5-e003Coalescence-mGAM-p3,0.0,0.28324857451071045
D2-e003Coalescence-Inoculumn-mBHI,0.0,0.0
D2-e003Coalescence-mBHI-p3,0.0,0.0004623208506703652
D2-e003Coalescence-mBHI-p5,0.0,0.2904145476961011
D2-e003Coalescence-mBHI-p7,0.0,0.7597472646016336
D2-e003Coalescence-mGAM-p5,0.0,0.17383263985205732
E5-e003Coalescence-mBHI-p3_S12,0.0,0.01872399445214979
E5-e003Coalescence-mBHI-p5_S4,0.0,0.1511018646940977
E5-e003Coalescence-mBHI-p7_S100,0.0,0.32354754199414393
E5-e003Coalescence-mGAM-p3_S60,0.00028169014084507044,0.5195715826783788
E5-e003Coalescence-mGAM-p5_S52,0.0,0.25450762829403606
E5-e003Coalescence-mGAM-p7_S148,0.0,0.4996917860995531
H2-e003Coalescence-mBHI-p3_S45,0.0,0.0017722299275697334
H2-e003Coalescence-mBHI-p7_S133,0.0,0.020804438280166437
H2-e003Coalescence-mGAM-p3_S93,0.0,0.07243026660502389
H2-e003Coalescence-mGAM-p5_S85,0.0,0.911465557096625
H2-e003Coalescence-mGAM-p7_S181,0.0,0.9566188935120974
