,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,14095,12808
A5-e003Coalescence-mBHI-inoculumn-redo,14197,12973
A5-e003Coalescence-mBHI-p3,14167,12960
A5-e003Coalescence-mBHI-p7,14196,12975
A5-e003Coalescence-mGAM-p3,14064,12905
D2-e003Coalescence-Inoculumn-mBHI,14200,12977
D2-e003Coalescence-mBHI-p3,14195,12976
D2-e003Coalescence-mBHI-p5,14185,12975
D2-e003Coalescence-mBHI-p7,13983,12849
D2-e003Coalescence-mGAM-p5,14183,12972
E5-e003Coalescence-mBHI-p3_S12,14156,12966
E5-e003Coalescence-mBHI-p5_S4,14059,12945
E5-e003Coalescence-mBHI-p7_S100,13984,12921
E5-e003Coalescence-mGAM-p3_S60,13443,12538
E5-e003Coalescence-mGAM-p5_S52,14032,12931
E5-e003Coalescence-mGAM-p7_S148,14096,12954
H2-e003Coalescence-mBHI-p3_S45,14173,12973
H2-e003Coalescence-mBHI-p7_S133,14143,12968
H2-e003Coalescence-mGAM-p3_S93,14087,12939
H2-e003Coalescence-mGAM-p5_S85,13173,12505
H2-e003Coalescence-mGAM-p7_S181,14134,12961
