,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p1_S772,6530,25362
A11-e003Coalescence-mBHI-p3,6566,25427
A11-e003Coalescence-mBHI-p5,6388,25064
A11-e003Coalescence-mBHI-p7,5974,23581
A11-e003Coalescence-mGAM-p1_S776,6539,25398
A11-e003Coalescence-mGAM-p3,6561,25392
A11-e003Coalescence-mGAM-p7,6516,25077
A5-e003Coalescence-Inoculumn-mGAM,6567,25427
A_A8_A11_AF_AA_mGAM_mBHI_2_S8,6561,25423
A_D5_D8_AA_AF_mGAM_mBHI_2_S41,6567,25425
A_E8_A11_AF_AA_mGAM_mGAM_2_S56,6555,25399
A_H5_D8_AA_AF_mGAM_mGAM_2_S89,6532,25360
B_A12_A11_AF_AA_mGAM_mBHI_4_S108,6546,25401
B_A8_E11_AF_AA_mGAM_mBHI_2_S104,6259,24577
B_D5_H8_AA_AF_mGAM_mBHI_2_S137,6284,24613
B_E12_A11_AF_AA_mGAM_mGAM_4_S156,6518,25161
B_E8_E11_AF_AA_mGAM_mGAM_2_S152,6568,25424
B_H5_H8_AA_AF_mGAM_mGAM_2_S185,6557,25339
B_H9_D8_AA_AF_mGAM_mGAM_4_S189,6414,24818
C_D5_D8_AA_AF_mGAM_mBHI_6_S233,6567,25422
C_E8_A11_AF_AA_mGAM_mGAM_6_S248,6390,25118
C_H5_D8_AA_AF_mGAM_mGAM_6_S281,6333,24091
Coalescence-B5-D8-AA-AF-mGAM-mGAM-7_S636,6493,24729
Coalescence-B6-E11-AA-AF-mGAM-mGAM-7_S637,6470,24724
Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646,6493,24912
Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680,6547,25358
Coalescence-F10-H8-AA-AF-mGAM-mGAM-3_S689,6558,25407
Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,6539,25318
D2-e003Coalescence-Inoculumn-mGAM,6566,25426
D8-e003Coalescence-mBHI-p1_S751,6455,25111
D8-e003Coalescence-mBHI-p5,6517,25354
D8-e003Coalescence-mGAM-p1_S755,6561,25419
D8-e003Coalescence-mGAM-p5,6544,25331
D_A12_E11_AF_AA_mGAM_mBHI_4_S300,6567,25423
D_A8_A11_AF_AA_mGAM_mBHI_6_S296,6566,25423
D_D5_D8_AA_AF_mGAM_mBHI_6_S329,6546,25403
D_E12_E11_AF_AA_mGAM_mGAM_4_S348,6536,25184
D_E8_A11_AF_AA_mGAM_mGAM_6_S344,6515,24701
D_H5_D8_AA_AF_mGAM_mGAM_6_S377,6490,25073
D_H9_H8_AA_AF_mGAM_mGAM_4_S381,6400,24740
E11-e003Coalescence-mBHI-p1_S836,6558,25421
E11-e003Coalescence-mGAM-p1_S840,6562,25423
E111-e003Coalescence-mBHI-p3_S108,6363,24954
E111-e003Coalescence-mBHI-p5_S8,6413,25201
E111-e003Coalescence-mBHI-p7_S104,6549,25394
E111-e003Coalescence-mGAM-p5_S56,6491,24698
H8-e003Coalescence-mBHI-p1_S815,6553,25375
H8-e003Coalescence-mBHI-p5_S41,6534,25394
H8-e003Coalescence-mBHI-p7_S137,6523,25378
H8-e003Coalescence-mGAM-p1_S819,6557,25424
H8-e003Coalescence-mGAM-p5_S89,6447,25028
H8-e003Coalescence-mGAM-p7_S185,6513,25136
