,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p1_S764,4980,2844
A10-e003Coalescence-mBHI-p5,3332,2039
A10-e003Coalescence-mBHI-p7,4429,2520
A10-e003Coalescence-mGAM-p1_S768,4984,2892
A10-e003Coalescence-mGAM-p3,5008,2894
A10-e003Coalescence-mGAM-p7,4824,2838
A4-e003Coalescence-Inoculumn-mGAM,5017,2899
A_C5_C8_AA_AE_mGAM_mBHI_2_S29,5002,2855
A_G5_C8_AA_AE_mGAM_mGAM_2_S77,5017,2897
B_A11_A10_AE_AA_mGAM_mBHI_4_S107,4935,2891
B_A7_E10_AE_AA_mGAM_mBHI_2_S103,4998,2880
B_C5_G8_AA_AE_mGAM_mBHI_2_S125,4247,2416
B_C9_C8_AA_AE_mGAM_mBHI_4_S129,4717,2763
B_E11_A10_AE_AA_mGAM_mGAM_4_S155,5001,2883
B_E7_E10_AE_AA_mGAM_mGAM_2_S151,5016,2894
B_G5_G8_AA_AE_mGAM_mGAM_2_S173,2952,1726
B_G9_C8_AA_AE_mGAM_mGAM_4_S177,5005,2895
C2-e003Coalescence-Inoculumn-mGAM,4998,2897
C8-e003Coalescence-mBHI-p1_S750,4342,2410
C8-e003Coalescence-mBHI-p5,4963,2880
C8-e003Coalescence-mBHI-p7,3950,2266
C8-e003Coalescence-mGAM-p1_S754,4918,2867
C8-e003Coalescence-mGAM-p7,5015,2899
C_A7_A10_AE_AA_mGAM_mBHI_6_S199,4319,2518
C_C5_C8_AA_AE_mGAM_mBHI_6_S221,4969,2885
C_E7_A10_AE_AA_mGAM_mGAM_6_S247,5019,2898
C_G5_C8_AA_AE_mGAM_mGAM_6_S269,4991,2898
Coalescence-C2-A10-AA-AE-mGAM-mGAM-5_S645,4987,2896
Coalescence-D3-C8-AA-AE-mGAM-mGAM-5_S658,4950,2896
Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679,5010,2894
Coalescence-F2-E10-AA-AE-mGAM-mBHI-3_S681,4979,2890
Coalescence-F9-C8-AA-AE-mGAM-mGAM-3_S688,5017,2899
D_A11_E10_AE_AA_mGAM_mBHI_4_S299,4636,2740
D_A6_A9_ACPP_AA_mGAM_mBHI_6_S294,5016,2893
D_A7_A10_AE_AA_mGAM_mBHI_6_S295,4995,2897
D_C5_C8_AA_AE_mGAM_mBHI_6_S317,4775,2819
D_C9_G8_AA_AE_mGAM_mBHI_4_S321,5003,2897
D_E11_E10_AE_AA_mGAM_mGAM_4_S347,5019,2899
D_E6_A9_ACPP_AA_mGAM_mGAM_6_S342,5009,2884
D_E7_A10_AE_AA_mGAM_mGAM_6_S343,5020,2897
D_G5_C8_AA_AE_mGAM_mGAM_6_S365,4961,2894
D_G9_G8_AA_AE_mGAM_mGAM_4_S369,5002,2898
E10-e003Coalescence-mBHI-p1_S828,4980,2868
E10-e003Coalescence-mGAM-p1_S832,4978,2890
E100-e003Coalescence-mBHI-p5_S7,4837,2825
E100-e003Coalescence-mBHI-p7_S103,4839,2846
E100-e003Coalescence-mGAM-p3_S155,4967,2855
E100-e003Coalescence-mGAM-p5_S55,4892,2879
E100-e003Coalescence-mGAM-p7_S151,4877,2887
G8-e003Coalescence-mBHI-p1_S814,4949,2811
G8-e003Coalescence-mBHI-p3_S129,4915,2860
G8-e003Coalescence-mBHI-p5_S29,4933,2877
G8-e003Coalescence-mBHI-p7_S125,4740,2758
G8-e003Coalescence-mGAM-p1_S818,4983,2885
G8-e003Coalescence-mGAM-p3_S177,4995,2885
G8-e003Coalescence-mGAM-p5_S77,4858,2892
G8-e003Coalescence-mGAM-p7_S173,4935,2896
