,index,fixed_diffs,num_int_sites,sample1,species_id
0,Assembly-G11-D9-ACPP-mGAM-3_S702,0,2458098,Assembly-G11-D9-ACPP-mGAM-3_S702,100087
1,D4-e004Assembly-mGAM-p5,20536,2130590,Assembly-G11-D9-ACPP-mGAM-3_S702,100087
2,C4-e004Assembly-mBHI-p5,11418,1198280,Assembly-G11-D9-ACPP-mGAM-3_S702,100087
3,E4-e004Assembly-mGAM-p7,16517,1684796,Assembly-G11-D9-ACPP-mGAM-3_S702,100087
4,E4-e004Assembly-mGAM-p3,7713,812448,Assembly-G11-D9-ACPP-mGAM-3_S702,100087
5,D9-e003Assembly-mGAM-p5,19,2412419,Assembly-G11-D9-ACPP-mGAM-3_S702,100087
6,C4-e004Assembly-mBHI-p3,23926,2429418,Assembly-G11-D9-ACPP-mGAM-3_S702,100087
7,E4-e004Assembly-mGAM-p5,21410,2187521,Assembly-G11-D9-ACPP-mGAM-3_S702,100087
8,D4-e004Assembly-mGAM-p7,24150,2475989,Assembly-G11-D9-ACPP-mGAM-3_S702,100087
9,B4-e004Assembly-mBHI-p3,15548,1608924,Assembly-G11-D9-ACPP-mGAM-3_S702,100087
0,Assembly-G11-D9-ACPP-mGAM-3_S702,20534,2458098,D4-e004Assembly-mGAM-p5,100087
1,D4-e004Assembly-mGAM-p5,0,2130590,D4-e004Assembly-mGAM-p5,100087
2,C4-e004Assembly-mBHI-p5,7,1198280,D4-e004Assembly-mGAM-p5,100087
3,E4-e004Assembly-mGAM-p7,3,1684796,D4-e004Assembly-mGAM-p5,100087
4,E4-e004Assembly-mGAM-p3,3,812448,D4-e004Assembly-mGAM-p5,100087
5,D9-e003Assembly-mGAM-p5,20429,2412419,D4-e004Assembly-mGAM-p5,100087
6,C4-e004Assembly-mBHI-p3,12,2429418,D4-e004Assembly-mGAM-p5,100087
7,E4-e004Assembly-mGAM-p5,3,2187521,D4-e004Assembly-mGAM-p5,100087
8,D4-e004Assembly-mGAM-p7,5,2475989,D4-e004Assembly-mGAM-p5,100087
9,B4-e004Assembly-mBHI-p3,7,1608924,D4-e004Assembly-mGAM-p5,100087
0,Assembly-G11-D9-ACPP-mGAM-3_S702,11417,2458098,C4-e004Assembly-mBHI-p5,100087
1,D4-e004Assembly-mGAM-p5,14,2130590,C4-e004Assembly-mBHI-p5,100087
2,C4-e004Assembly-mBHI-p5,0,1198280,C4-e004Assembly-mBHI-p5,100087
3,E4-e004Assembly-mGAM-p7,13,1684796,C4-e004Assembly-mBHI-p5,100087
4,E4-e004Assembly-mGAM-p3,5,812448,C4-e004Assembly-mBHI-p5,100087
5,D9-e003Assembly-mGAM-p5,11362,2412419,C4-e004Assembly-mBHI-p5,100087
6,C4-e004Assembly-mBHI-p3,9,2429418,C4-e004Assembly-mBHI-p5,100087
7,E4-e004Assembly-mGAM-p5,12,2187521,C4-e004Assembly-mBHI-p5,100087
8,D4-e004Assembly-mGAM-p7,12,2475989,C4-e004Assembly-mBHI-p5,100087
9,B4-e004Assembly-mBHI-p3,5,1608924,C4-e004Assembly-mBHI-p5,100087
0,Assembly-G11-D9-ACPP-mGAM-3_S702,16513,2458098,E4-e004Assembly-mGAM-p7,100087
1,D4-e004Assembly-mGAM-p5,13,2130590,E4-e004Assembly-mGAM-p7,100087
2,C4-e004Assembly-mBHI-p5,14,1198280,E4-e004Assembly-mGAM-p7,100087
3,E4-e004Assembly-mGAM-p7,0,1684796,E4-e004Assembly-mGAM-p7,100087
4,E4-e004Assembly-mGAM-p3,9,812448,E4-e004Assembly-mGAM-p7,100087
5,D9-e003Assembly-mGAM-p5,16467,2412419,E4-e004Assembly-mGAM-p7,100087
6,C4-e004Assembly-mBHI-p3,34,2429418,E4-e004Assembly-mGAM-p7,100087
7,E4-e004Assembly-mGAM-p5,9,2187521,E4-e004Assembly-mGAM-p7,100087
8,D4-e004Assembly-mGAM-p7,18,2475989,E4-e004Assembly-mGAM-p7,100087
9,B4-e004Assembly-mBHI-p3,16,1608924,E4-e004Assembly-mGAM-p7,100087
0,Assembly-G11-D9-ACPP-mGAM-3_S702,7706,2458098,E4-e004Assembly-mGAM-p3,100087
1,D4-e004Assembly-mGAM-p5,1,2130590,E4-e004Assembly-mGAM-p3,100087
2,C4-e004Assembly-mBHI-p5,4,1198280,E4-e004Assembly-mGAM-p3,100087
3,E4-e004Assembly-mGAM-p7,2,1684796,E4-e004Assembly-mGAM-p3,100087
4,E4-e004Assembly-mGAM-p3,0,812448,E4-e004Assembly-mGAM-p3,100087
5,D9-e003Assembly-mGAM-p5,7712,2412419,E4-e004Assembly-mGAM-p3,100087
6,C4-e004Assembly-mBHI-p3,3,2429418,E4-e004Assembly-mGAM-p3,100087
7,E4-e004Assembly-mGAM-p5,1,2187521,E4-e004Assembly-mGAM-p3,100087
8,D4-e004Assembly-mGAM-p7,1,2475989,E4-e004Assembly-mGAM-p3,100087
9,B4-e004Assembly-mBHI-p3,3,1608924,E4-e004Assembly-mGAM-p3,100087
0,Assembly-G11-D9-ACPP-mGAM-3_S702,22,2458098,D9-e003Assembly-mGAM-p5,100087
1,D4-e004Assembly-mGAM-p5,20432,2130590,D9-e003Assembly-mGAM-p5,100087
2,C4-e004Assembly-mBHI-p5,11363,1198280,D9-e003Assembly-mGAM-p5,100087
3,E4-e004Assembly-mGAM-p7,16470,1684796,D9-e003Assembly-mGAM-p5,100087
4,E4-e004Assembly-mGAM-p3,7719,812448,D9-e003Assembly-mGAM-p5,100087
5,D9-e003Assembly-mGAM-p5,0,2412419,D9-e003Assembly-mGAM-p5,100087
6,C4-e004Assembly-mBHI-p3,23850,2429418,D9-e003Assembly-mGAM-p5,100087
7,E4-e004Assembly-mGAM-p5,21346,2187521,D9-e003Assembly-mGAM-p5,100087
8,D4-e004Assembly-mGAM-p7,24060,2475989,D9-e003Assembly-mGAM-p5,100087
9,B4-e004Assembly-mBHI-p3,15487,1608924,D9-e003Assembly-mGAM-p5,100087
0,Assembly-G11-D9-ACPP-mGAM-3_S702,23874,2458098,C4-e004Assembly-mBHI-p3,100087
