,sample1,sample2,passage1,passage2,mesocosms,sel_med,sel_lower,sel_upper,shifts1,shifts2,initial_freqs
0,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-Inoculumn-mBHI,0,1,A5-AA-AF-mBHI-mBHI,,,,,,
1,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-Inoculumn-mBHI,0,2,A5-AA-AF-mBHI-mBHI,,,,,,
2,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-Inoculumn-mBHI,0,4,A5-AA-AF-mBHI-mBHI,,,,,,
3,A5-e003Coalescence-mBHI-p1_S740,A5-e003Coalescence-mBHI-p1_S740,1,2,A5-AA-AF-mBHI-mBHI,,,,,,
4,A5-e003Coalescence-mBHI-p1_S740,A5-e003Coalescence-mBHI-p1_S740,1,4,A5-AA-AF-mBHI-mBHI,,,,,,
5,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,2,4,A5-AA-AF-mBHI-mBHI,,,,,,
6,D2-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-Inoculumn-mBHI,0,2,D2-AA-AF-mBHI-mBHI,,,,,,
7,D2-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-Inoculumn-mBHI,0,3,D2-AA-AF-mBHI-mBHI,,,,,,
8,D2-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-Inoculumn-mBHI,0,4,D2-AA-AF-mBHI-mBHI,,,,,,
9,A_D1_D2_AA_AF_mBHI_mBHI_2_S37,A_D1_D2_AA_AF_mBHI_mBHI_2_S37,2,3,D2-AA-AF-mBHI-mBHI,,,,,,
10,A_D1_D2_AA_AF_mBHI_mBHI_2_S37,A_D1_D2_AA_AF_mBHI_mBHI_2_S37,2,4,D2-AA-AF-mBHI-mBHI,,,,,,
11,D2-e003Coalescence-mBHI-p3,D2-e003Coalescence-mBHI-p3,3,4,D2-AA-AF-mBHI-mBHI,,,,,,
12,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-Inoculumn-mBHI,0,1,A5-AA-AF-mBHI-mGAM,,,,,,
13,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-Inoculumn-mBHI,0,2,A5-AA-AF-mBHI-mGAM,,,,,,
14,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-Inoculumn-mBHI,0,3,A5-AA-AF-mBHI-mGAM,,,,,,
15,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-Inoculumn-mBHI,0,4,A5-AA-AF-mBHI-mGAM,,,,,,
16,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-Inoculumn-mBHI,0,6,A5-AA-AF-mBHI-mGAM,,,,,,
17,A5-e003Coalescence-mGAM-p1_S744,A5-e003Coalescence-mGAM-p1_S744,1,2,A5-AA-AF-mBHI-mGAM,,,,,,
18,A5-e003Coalescence-mGAM-p1_S744,A5-e003Coalescence-mGAM-p1_S744,1,3,A5-AA-AF-mBHI-mGAM,,,,,,
19,A5-e003Coalescence-mGAM-p1_S744,A5-e003Coalescence-mGAM-p1_S744,1,4,A5-AA-AF-mBHI-mGAM,,,,,,
20,A5-e003Coalescence-mGAM-p1_S744,A5-e003Coalescence-mGAM-p1_S744,1,6,A5-AA-AF-mBHI-mGAM,,,,,,
21,A_E4_A5_AF_AA_mBHI_mGAM_2_S52,A_E4_A5_AF_AA_mBHI_mGAM_2_S52,2,3,A5-AA-AF-mBHI-mGAM,,,,,,
22,A_E4_A5_AF_AA_mBHI_mGAM_2_S52,A_E4_A5_AF_AA_mBHI_mGAM_2_S52,2,4,A5-AA-AF-mBHI-mGAM,,,,,,
23,A_E4_A5_AF_AA_mBHI_mGAM_2_S52,A_E4_A5_AF_AA_mBHI_mGAM_2_S52,2,6,A5-AA-AF-mBHI-mGAM,,,,,,
24,A5-e003Coalescence-mGAM-p3,A5-e003Coalescence-mGAM-p3,3,4,A5-AA-AF-mBHI-mGAM,,,,,,
25,A5-e003Coalescence-mGAM-p3,A5-e003Coalescence-mGAM-p3,3,6,A5-AA-AF-mBHI-mGAM,,,,,,
26,A_E12_A5_AF_AA_mBHI_mGAM_4_S60,A_E12_A5_AF_AA_mBHI_mGAM_4_S60,4,6,A5-AA-AF-mBHI-mGAM,,,,,,
27,D2-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-Inoculumn-mBHI,0,1,D2-AA-AF-mBHI-mGAM,,,,,,
28,D2-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-Inoculumn-mBHI,0,2,D2-AA-AF-mBHI-mGAM,,,,,,
