,sample1,sample2,passage1,passage2,mesocosms,sel_med,sel_lower,sel_upper,shifts1,shifts2,initial_freqs
29,D2-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-Inoculumn-mBHI,0,4,D2-AA-AF-mBHI-mGAM,,,,,,
30,D2-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-Inoculumn-mBHI,0,5,D2-AA-AF-mBHI-mGAM,,,,,,
31,D2-e003Coalescence-mGAM-p1_S723,D2-e003Coalescence-mGAM-p1_S723,1,2,D2-AA-AF-mBHI-mGAM,,,,,,
32,D2-e003Coalescence-mGAM-p1_S723,D2-e003Coalescence-mGAM-p1_S723,1,4,D2-AA-AF-mBHI-mGAM,,,,,,
33,D2-e003Coalescence-mGAM-p1_S723,D2-e003Coalescence-mGAM-p1_S723,1,5,D2-AA-AF-mBHI-mGAM,,,,,,
34,A_H1_D2_AA_AF_mBHI_mGAM_2_S85,A_H1_D2_AA_AF_mBHI_mGAM_2_S85,2,4,D2-AA-AF-mBHI-mGAM,,,,,,
35,A_H1_D2_AA_AF_mBHI_mGAM_2_S85,A_H1_D2_AA_AF_mBHI_mGAM_2_S85,2,5,D2-AA-AF-mBHI-mGAM,,,,,,
36,A_H9_D2_AA_AF_mBHI_mGAM_4_S93,A_H9_D2_AA_AF_mBHI_mGAM_4_S93,4,5,D2-AA-AF-mBHI-mGAM,,,,,,
37,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-Inoculumn-mBHI,0,2,E5-AA-AF-mBHI-mBHI,,,,,,
38,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-Inoculumn-mBHI,0,1,E5-AA-AF-mBHI-mGAM,,,,,,
39,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-Inoculumn-mBHI,0,2,E5-AA-AF-mBHI-mGAM,,,,,,
40,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-Inoculumn-mBHI,0,3,E5-AA-AF-mBHI-mGAM,,,,,,
41,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-Inoculumn-mBHI,0,6,E5-AA-AF-mBHI-mGAM,,,,,,
42,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-Inoculumn-mBHI,0,7,E5-AA-AF-mBHI-mGAM,,,,,,
43,E5-e003Coalescence-mGAM-p1_S808,E5-e003Coalescence-mGAM-p1_S808,1,2,E5-AA-AF-mBHI-mGAM,,,,,,
44,E5-e003Coalescence-mGAM-p1_S808,E5-e003Coalescence-mGAM-p1_S808,1,3,E5-AA-AF-mBHI-mGAM,,,,,,
45,E5-e003Coalescence-mGAM-p1_S808,E5-e003Coalescence-mGAM-p1_S808,1,6,E5-AA-AF-mBHI-mGAM,,,,,,
46,E5-e003Coalescence-mGAM-p1_S808,E5-e003Coalescence-mGAM-p1_S808,1,7,E5-AA-AF-mBHI-mGAM,,,,,,
47,B_E4_E5_AF_AA_mBHI_mGAM_2_S148,B_E4_E5_AF_AA_mBHI_mGAM_2_S148,2,3,E5-AA-AF-mBHI-mGAM,,,,,,
48,B_E4_E5_AF_AA_mBHI_mGAM_2_S148,B_E4_E5_AF_AA_mBHI_mGAM_2_S148,2,6,E5-AA-AF-mBHI-mGAM,,,,,,
49,B_E4_E5_AF_AA_mBHI_mGAM_2_S148,B_E4_E5_AF_AA_mBHI_mGAM_2_S148,2,7,E5-AA-AF-mBHI-mGAM,,,,,,
50,E5-e003Coalescence-mGAM-p3_S60,E5-e003Coalescence-mGAM-p3_S60,3,6,E5-AA-AF-mBHI-mGAM,,,,,,
51,E5-e003Coalescence-mGAM-p3_S60,E5-e003Coalescence-mGAM-p3_S60,3,7,E5-AA-AF-mBHI-mGAM,,,,,,
52,D_E4_A5_AF_AA_mBHI_mGAM_6_S340,D_E4_A5_AF_AA_mBHI_mGAM_6_S340,6,7,E5-AA-AF-mBHI-mGAM,,,,,,
53,D2-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-Inoculumn-mBHI,0,1,H2-AA-AF-mBHI-mGAM,,,,,,
54,D2-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-Inoculumn-mBHI,0,3,H2-AA-AF-mBHI-mGAM,,,,,,
55,D2-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-Inoculumn-mBHI,0,4,H2-AA-AF-mBHI-mGAM,,,,,,
56,D2-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-Inoculumn-mBHI,0,7,H2-AA-AF-mBHI-mGAM,,,,,,
57,H2-e003Coalescence-mGAM-p1_S787,H2-e003Coalescence-mGAM-p1_S787,1,3,H2-AA-AF-mBHI-mGAM,,,,,,
58,H2-e003Coalescence-mGAM-p1_S787,H2-e003Coalescence-mGAM-p1_S787,1,4,H2-AA-AF-mBHI-mGAM,,,,,,
59,H2-e003Coalescence-mGAM-p1_S787,H2-e003Coalescence-mGAM-p1_S787,1,7,H2-AA-AF-mBHI-mGAM,,,,,,
60,H2-e003Coalescence-mGAM-p3_S93,H2-e003Coalescence-mGAM-p3_S93,3,4,H2-AA-AF-mBHI-mGAM,,,,,,
61,H2-e003Coalescence-mGAM-p3_S93,H2-e003Coalescence-mGAM-p3_S93,3,7,H2-AA-AF-mBHI-mGAM,,,,,,
62,C_H9_H2_AA_AF_mBHI_mGAM_4_S285,C_H9_H2_AA_AF_mBHI_mGAM_4_S285,4,7,H2-AA-AF-mBHI-mGAM,,,,,,
63,D2-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-Inoculumn-mBHI,0,1,H2-AA-AF-mBHI-mBHI,,,,,,
64,D2-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-Inoculumn-mBHI,0,3,H2-AA-AF-mBHI-mBHI,,,,,,
65,H2-e003Coalescence-mBHI-p1_S783,H2-e003Coalescence-mBHI-p1_S783,1,3,H2-AA-AF-mBHI-mBHI,,,,,,
