,sample1,sample2,passage1,passage2,mesocosms,sel_med,sel_lower,sel_upper,shifts1,shifts2,initial_freqs
31,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,1,A11-AA-AF-mGAM-mGAM,,,,,,
32,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,2,A11-AA-AF-mGAM-mGAM,,,,,,
33,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,3,A11-AA-AF-mGAM-mGAM,,,,,,
34,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,4,A11-AA-AF-mGAM-mGAM,,,,,,
35,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,5,A11-AA-AF-mGAM-mGAM,,,,,,
36,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,6,A11-AA-AF-mGAM-mGAM,,,,,,
37,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,7,A11-AA-AF-mGAM-mGAM,,,,,,
38,A11-e003Coalescence-mGAM-p1_S776,A11-e003Coalescence-mGAM-p1_S776,1,2,A11-AA-AF-mGAM-mGAM,,,,,,
39,A11-e003Coalescence-mGAM-p1_S776,A11-e003Coalescence-mGAM-p1_S776,1,3,A11-AA-AF-mGAM-mGAM,,,,,,
40,A11-e003Coalescence-mGAM-p1_S776,A11-e003Coalescence-mGAM-p1_S776,1,4,A11-AA-AF-mGAM-mGAM,,,,,,
41,A11-e003Coalescence-mGAM-p1_S776,A11-e003Coalescence-mGAM-p1_S776,1,5,A11-AA-AF-mGAM-mGAM,,,,,,
42,A11-e003Coalescence-mGAM-p1_S776,A11-e003Coalescence-mGAM-p1_S776,1,6,A11-AA-AF-mGAM-mGAM,,,,,,
43,A11-e003Coalescence-mGAM-p1_S776,A11-e003Coalescence-mGAM-p1_S776,1,7,A11-AA-AF-mGAM-mGAM,,,,,,
44,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,2,3,A11-AA-AF-mGAM-mGAM,,,,,,
45,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,2,4,A11-AA-AF-mGAM-mGAM,,,,,,
46,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,2,5,A11-AA-AF-mGAM-mGAM,,,,,,
47,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,2,6,A11-AA-AF-mGAM-mGAM,,,,,,
48,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,2,7,A11-AA-AF-mGAM-mGAM,,,,,,
49,A11-e003Coalescence-mGAM-p3,A11-e003Coalescence-mGAM-p3,3,4,A11-AA-AF-mGAM-mGAM,,,,,,
50,A11-e003Coalescence-mGAM-p3,A11-e003Coalescence-mGAM-p3,3,5,A11-AA-AF-mGAM-mGAM,,,,,,
51,A11-e003Coalescence-mGAM-p3,A11-e003Coalescence-mGAM-p3,3,6,A11-AA-AF-mGAM-mGAM,,,,,,
52,A11-e003Coalescence-mGAM-p3,A11-e003Coalescence-mGAM-p3,3,7,A11-AA-AF-mGAM-mGAM,,,,,,
53,B_E12_A11_AF_AA_mGAM_mGAM_4_S156,B_E12_A11_AF_AA_mGAM_mGAM_4_S156,4,5,A11-AA-AF-mGAM-mGAM,,,,,,
54,B_E12_A11_AF_AA_mGAM_mGAM_4_S156,B_E12_A11_AF_AA_mGAM_mGAM_4_S156,4,6,A11-AA-AF-mGAM-mGAM,,,,,,
55,B_E12_A11_AF_AA_mGAM_mGAM_4_S156,B_E12_A11_AF_AA_mGAM_mGAM_4_S156,4,7,A11-AA-AF-mGAM-mGAM,,,,,,
56,Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646,Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646,5,6,A11-AA-AF-mGAM-mGAM,,,,,,
57,Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646,Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646,5,7,A11-AA-AF-mGAM-mGAM,,,,,,
58,C_E8_A11_AF_AA_mGAM_mGAM_6_S248,C_E8_A11_AF_AA_mGAM_mGAM_6_S248,6,7,A11-AA-AF-mGAM-mGAM,,,,,,
59,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,1,D8-AA-AF-mGAM-mGAM,,,,,,
60,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,2,D8-AA-AF-mGAM-mGAM,,,,,,
61,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,3,D8-AA-AF-mGAM-mGAM,,,,,,
62,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,4,D8-AA-AF-mGAM-mGAM,,,,,,
63,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,5,D8-AA-AF-mGAM-mGAM,,,,,,
64,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,6,D8-AA-AF-mGAM-mGAM,,,,,,
65,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,7,D8-AA-AF-mGAM-mGAM,,,,,,
66,D8-e003Coalescence-mGAM-p1_S755,D8-e003Coalescence-mGAM-p1_S755,1,2,D8-AA-AF-mGAM-mGAM,,,,,,
67,D8-e003Coalescence-mGAM-p1_S755,D8-e003Coalescence-mGAM-p1_S755,1,3,D8-AA-AF-mGAM-mGAM,,,,,,
68,D8-e003Coalescence-mGAM-p1_S755,D8-e003Coalescence-mGAM-p1_S755,1,4,D8-AA-AF-mGAM-mGAM,,,,,,
69,D8-e003Coalescence-mGAM-p1_S755,D8-e003Coalescence-mGAM-p1_S755,1,5,D8-AA-AF-mGAM-mGAM,,,,,,
70,D8-e003Coalescence-mGAM-p1_S755,D8-e003Coalescence-mGAM-p1_S755,1,6,D8-AA-AF-mGAM-mGAM,,,,,,
71,D8-e003Coalescence-mGAM-p1_S755,D8-e003Coalescence-mGAM-p1_S755,1,7,D8-AA-AF-mGAM-mGAM,,,,,,
72,A_H5_D8_AA_AF_mGAM_mGAM_2_S89,A_H5_D8_AA_AF_mGAM_mGAM_2_S89,2,3,D8-AA-AF-mGAM-mGAM,,,,,,
73,A_H5_D8_AA_AF_mGAM_mGAM_2_S89,A_H5_D8_AA_AF_mGAM_mGAM_2_S89,2,4,D8-AA-AF-mGAM-mGAM,,,,,,
74,A_H5_D8_AA_AF_mGAM_mGAM_2_S89,A_H5_D8_AA_AF_mGAM_mGAM_2_S89,2,5,D8-AA-AF-mGAM-mGAM,,,,,,
75,A_H5_D8_AA_AF_mGAM_mGAM_2_S89,A_H5_D8_AA_AF_mGAM_mGAM_2_S89,2,6,D8-AA-AF-mGAM-mGAM,,,,,,
76,A_H5_D8_AA_AF_mGAM_mGAM_2_S89,A_H5_D8_AA_AF_mGAM_mGAM_2_S89,2,7,D8-AA-AF-mGAM-mGAM,,,,,,
77,Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680,Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680,3,4,D8-AA-AF-mGAM-mGAM,,,,,,
78,Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680,Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680,3,5,D8-AA-AF-mGAM-mGAM,,,,,,
79,Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680,Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680,3,6,D8-AA-AF-mGAM-mGAM,,,,,,
80,Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680,Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680,3,7,D8-AA-AF-mGAM-mGAM,,,,,,
81,B_H9_D8_AA_AF_mGAM_mGAM_4_S189,B_H9_D8_AA_AF_mGAM_mGAM_4_S189,4,5,D8-AA-AF-mGAM-mGAM,,,,,,
82,B_H9_D8_AA_AF_mGAM_mGAM_4_S189,B_H9_D8_AA_AF_mGAM_mGAM_4_S189,4,6,D8-AA-AF-mGAM-mGAM,,,,,,
83,B_H9_D8_AA_AF_mGAM_mGAM_4_S189,B_H9_D8_AA_AF_mGAM_mGAM_4_S189,4,7,D8-AA-AF-mGAM-mGAM,,,,,,
84,D8-e003Coalescence-mGAM-p5,D8-e003Coalescence-mGAM-p5,5,6,D8-AA-AF-mGAM-mGAM,,,,,,
85,D8-e003Coalescence-mGAM-p5,D8-e003Coalescence-mGAM-p5,5,7,D8-AA-AF-mGAM-mGAM,,,,,,
86,C_H5_D8_AA_AF_mGAM_mGAM_6_S281,C_H5_D8_AA_AF_mGAM_mGAM_6_S281,6,7,D8-AA-AF-mGAM-mGAM,,,,,,
87,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,1,E11-AA-AF-mGAM-mBHI,,,,,,
88,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,2,E11-AA-AF-mGAM-mBHI,,,,,,
89,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,3,E11-AA-AF-mGAM-mBHI,,,,,,
90,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,4,E11-AA-AF-mGAM-mBHI,,,,,,
91,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,5,E11-AA-AF-mGAM-mBHI,,,,,,
92,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,6,E11-AA-AF-mGAM-mBHI,,,,,,
93,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,7,E11-AA-AF-mGAM-mBHI,,,,,,
94,E11-e003Coalescence-mBHI-p1_S836,E11-e003Coalescence-mBHI-p1_S836,1,2,E11-AA-AF-mGAM-mBHI,,,,,,
95,E11-e003Coalescence-mBHI-p1_S836,E11-e003Coalescence-mBHI-p1_S836,1,3,E11-AA-AF-mGAM-mBHI,,,,,,
96,E11-e003Coalescence-mBHI-p1_S836,E11-e003Coalescence-mBHI-p1_S836,1,4,E11-AA-AF-mGAM-mBHI,,,,,,
97,E11-e003Coalescence-mBHI-p1_S836,E11-e003Coalescence-mBHI-p1_S836,1,5,E11-AA-AF-mGAM-mBHI,,,,,,
98,E11-e003Coalescence-mBHI-p1_S836,E11-e003Coalescence-mBHI-p1_S836,1,6,E11-AA-AF-mGAM-mBHI,,,,,,
99,E11-e003Coalescence-mBHI-p1_S836,E11-e003Coalescence-mBHI-p1_S836,1,7,E11-AA-AF-mGAM-mBHI,,,,,,
100,B_A8_E11_AF_AA_mGAM_mBHI_2_S104,B_A8_E11_AF_AA_mGAM_mBHI_2_S104,2,3,E11-AA-AF-mGAM-mBHI,,,,,,
101,B_A8_E11_AF_AA_mGAM_mBHI_2_S104,B_A8_E11_AF_AA_mGAM_mBHI_2_S104,2,4,E11-AA-AF-mGAM-mBHI,,,,,,
102,B_A8_E11_AF_AA_mGAM_mBHI_2_S104,B_A8_E11_AF_AA_mGAM_mBHI_2_S104,2,5,E11-AA-AF-mGAM-mBHI,,,,,,
103,B_A8_E11_AF_AA_mGAM_mBHI_2_S104,B_A8_E11_AF_AA_mGAM_mBHI_2_S104,2,6,E11-AA-AF-mGAM-mBHI,,,,,,
104,B_A8_E11_AF_AA_mGAM_mBHI_2_S104,B_A8_E11_AF_AA_mGAM_mBHI_2_S104,2,7,E11-AA-AF-mGAM-mBHI,,,,,,
105,E111-e003Coalescence-mBHI-p3_S108,E111-e003Coalescence-mBHI-p3_S108,3,4,E11-AA-AF-mGAM-mBHI,,,,,,
106,E111-e003Coalescence-mBHI-p3_S108,E111-e003Coalescence-mBHI-p3_S108,3,5,E11-AA-AF-mGAM-mBHI,,,,,,
107,E111-e003Coalescence-mBHI-p3_S108,E111-e003Coalescence-mBHI-p3_S108,3,6,E11-AA-AF-mGAM-mBHI,,,,,,
108,E111-e003Coalescence-mBHI-p3_S108,E111-e003Coalescence-mBHI-p3_S108,3,7,E11-AA-AF-mGAM-mBHI,,,,,,
109,D_A12_E11_AF_AA_mGAM_mBHI_4_S300,D_A12_E11_AF_AA_mGAM_mBHI_4_S300,4,5,E11-AA-AF-mGAM-mBHI,,,,,,
110,D_A12_E11_AF_AA_mGAM_mBHI_4_S300,D_A12_E11_AF_AA_mGAM_mBHI_4_S300,4,6,E11-AA-AF-mGAM-mBHI,,,,,,
111,D_A12_E11_AF_AA_mGAM_mBHI_4_S300,D_A12_E11_AF_AA_mGAM_mBHI_4_S300,4,7,E11-AA-AF-mGAM-mBHI,,,,,,
112,E111-e003Coalescence-mBHI-p5_S8,E111-e003Coalescence-mBHI-p5_S8,5,6,E11-AA-AF-mGAM-mBHI,,,,,,
113,E111-e003Coalescence-mBHI-p5_S8,E111-e003Coalescence-mBHI-p5_S8,5,7,E11-AA-AF-mGAM-mBHI,,,,,,
114,D_A8_A11_AF_AA_mGAM_mBHI_6_S296,D_A8_A11_AF_AA_mGAM_mBHI_6_S296,6,7,E11-AA-AF-mGAM-mBHI,,,,,,
115,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,1,E11-AA-AF-mGAM-mGAM,,,,,,
116,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,2,E11-AA-AF-mGAM-mGAM,,,,,,
117,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,3,E11-AA-AF-mGAM-mGAM,,,,,,
118,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,4,E11-AA-AF-mGAM-mGAM,,,,,,
119,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,5,E11-AA-AF-mGAM-mGAM,,,,,,
120,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,6,E11-AA-AF-mGAM-mGAM,,,,,,
121,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,7,E11-AA-AF-mGAM-mGAM,,,,,,
122,E11-e003Coalescence-mGAM-p1_S840,E11-e003Coalescence-mGAM-p1_S840,1,2,E11-AA-AF-mGAM-mGAM,,,,,,
123,E11-e003Coalescence-mGAM-p1_S840,E11-e003Coalescence-mGAM-p1_S840,1,3,E11-AA-AF-mGAM-mGAM,,,,,,
124,E11-e003Coalescence-mGAM-p1_S840,E11-e003Coalescence-mGAM-p1_S840,1,4,E11-AA-AF-mGAM-mGAM,,,,,,
125,E11-e003Coalescence-mGAM-p1_S840,E11-e003Coalescence-mGAM-p1_S840,1,5,E11-AA-AF-mGAM-mGAM,,,,,,
126,E11-e003Coalescence-mGAM-p1_S840,E11-e003Coalescence-mGAM-p1_S840,1,6,E11-AA-AF-mGAM-mGAM,,,,,,
127,E11-e003Coalescence-mGAM-p1_S840,E11-e003Coalescence-mGAM-p1_S840,1,7,E11-AA-AF-mGAM-mGAM,,,,,,
128,B_E8_E11_AF_AA_mGAM_mGAM_2_S152,B_E8_E11_AF_AA_mGAM_mGAM_2_S152,2,3,E11-AA-AF-mGAM-mGAM,,,,,,
129,B_E8_E11_AF_AA_mGAM_mGAM_2_S152,B_E8_E11_AF_AA_mGAM_mGAM_2_S152,2,4,E11-AA-AF-mGAM-mGAM,,,,,,
130,B_E8_E11_AF_AA_mGAM_mGAM_2_S152,B_E8_E11_AF_AA_mGAM_mGAM_2_S152,2,5,E11-AA-AF-mGAM-mGAM,,,,,,
131,B_E8_E11_AF_AA_mGAM_mGAM_2_S152,B_E8_E11_AF_AA_mGAM_mGAM_2_S152,2,6,E11-AA-AF-mGAM-mGAM,,,,,,
132,B_E8_E11_AF_AA_mGAM_mGAM_2_S152,B_E8_E11_AF_AA_mGAM_mGAM_2_S152,2,7,E11-AA-AF-mGAM-mGAM,,,,,,
133,Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,3,4,E11-AA-AF-mGAM-mGAM,,,,,,
134,Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,3,5,E11-AA-AF-mGAM-mGAM,,,,,,
135,Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,3,6,E11-AA-AF-mGAM-mGAM,,,,,,
136,Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,3,7,E11-AA-AF-mGAM-mGAM,,,,,,
137,D_E12_E11_AF_AA_mGAM_mGAM_4_S348,D_E12_E11_AF_AA_mGAM_mGAM_4_S348,4,5,E11-AA-AF-mGAM-mGAM,,,,,,
138,D_E12_E11_AF_AA_mGAM_mGAM_4_S348,D_E12_E11_AF_AA_mGAM_mGAM_4_S348,4,6,E11-AA-AF-mGAM-mGAM,,,,,,
139,D_E12_E11_AF_AA_mGAM_mGAM_4_S348,D_E12_E11_AF_AA_mGAM_mGAM_4_S348,4,7,E11-AA-AF-mGAM-mGAM,,,,,,
140,E111-e003Coalescence-mGAM-p5_S56,E111-e003Coalescence-mGAM-p5_S56,5,6,E11-AA-AF-mGAM-mGAM,,,,,,
141,E111-e003Coalescence-mGAM-p5_S56,E111-e003Coalescence-mGAM-p5_S56,5,7,E11-AA-AF-mGAM-mGAM,,,,,,
142,D_E8_A11_AF_AA_mGAM_mGAM_6_S344,D_E8_A11_AF_AA_mGAM_mGAM_6_S344,6,7,E11-AA-AF-mGAM-mGAM,,,,,,
143,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,1,H8-AA-AF-mGAM-mGAM,,,,,,
144,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,2,H8-AA-AF-mGAM-mGAM,,,,,,
145,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,3,H8-AA-AF-mGAM-mGAM,,,,,,
146,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,4,H8-AA-AF-mGAM-mGAM,,,,,,
147,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,5,H8-AA-AF-mGAM-mGAM,,,,,,
148,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,6,H8-AA-AF-mGAM-mGAM,,,,,,
149,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,7,H8-AA-AF-mGAM-mGAM,,,,,,
150,H8-e003Coalescence-mGAM-p1_S819,H8-e003Coalescence-mGAM-p1_S819,1,2,H8-AA-AF-mGAM-mGAM,,,,,,
151,H8-e003Coalescence-mGAM-p1_S819,H8-e003Coalescence-mGAM-p1_S819,1,3,H8-AA-AF-mGAM-mGAM,,,,,,
152,H8-e003Coalescence-mGAM-p1_S819,H8-e003Coalescence-mGAM-p1_S819,1,4,H8-AA-AF-mGAM-mGAM,,,,,,
153,H8-e003Coalescence-mGAM-p1_S819,H8-e003Coalescence-mGAM-p1_S819,1,5,H8-AA-AF-mGAM-mGAM,,,,,,
154,H8-e003Coalescence-mGAM-p1_S819,H8-e003Coalescence-mGAM-p1_S819,1,6,H8-AA-AF-mGAM-mGAM,,,,,,
155,H8-e003Coalescence-mGAM-p1_S819,H8-e003Coalescence-mGAM-p1_S819,1,7,H8-AA-AF-mGAM-mGAM,,,,,,
156,B_H5_H8_AA_AF_mGAM_mGAM_2_S185,B_H5_H8_AA_AF_mGAM_mGAM_2_S185,2,3,H8-AA-AF-mGAM-mGAM,,,,,,
157,B_H5_H8_AA_AF_mGAM_mGAM_2_S185,B_H5_H8_AA_AF_mGAM_mGAM_2_S185,2,4,H8-AA-AF-mGAM-mGAM,,,,,,
158,B_H5_H8_AA_AF_mGAM_mGAM_2_S185,B_H5_H8_AA_AF_mGAM_mGAM_2_S185,2,5,H8-AA-AF-mGAM-mGAM,,,,,,
159,B_H5_H8_AA_AF_mGAM_mGAM_2_S185,B_H5_H8_AA_AF_mGAM_mGAM_2_S185,2,6,H8-AA-AF-mGAM-mGAM,,,,,,
160,B_H5_H8_AA_AF_mGAM_mGAM_2_S185,B_H5_H8_AA_AF_mGAM_mGAM_2_S185,2,7,H8-AA-AF-mGAM-mGAM,,,,,,
161,Coalescence-F10-H8-AA-AF-mGAM-mGAM-3_S689,Coalescence-F10-H8-AA-AF-mGAM-mGAM-3_S689,3,4,H8-AA-AF-mGAM-mGAM,,,,,,
162,Coalescence-F10-H8-AA-AF-mGAM-mGAM-3_S689,Coalescence-F10-H8-AA-AF-mGAM-mGAM-3_S689,3,5,H8-AA-AF-mGAM-mGAM,,,,,,
163,Coalescence-F10-H8-AA-AF-mGAM-mGAM-3_S689,Coalescence-F10-H8-AA-AF-mGAM-mGAM-3_S689,3,6,H8-AA-AF-mGAM-mGAM,,,,,,
164,Coalescence-F10-H8-AA-AF-mGAM-mGAM-3_S689,Coalescence-F10-H8-AA-AF-mGAM-mGAM-3_S689,3,7,H8-AA-AF-mGAM-mGAM,,,,,,
165,D_H9_H8_AA_AF_mGAM_mGAM_4_S381,D_H9_H8_AA_AF_mGAM_mGAM_4_S381,4,5,H8-AA-AF-mGAM-mGAM,,,,,,
166,D_H9_H8_AA_AF_mGAM_mGAM_4_S381,D_H9_H8_AA_AF_mGAM_mGAM_4_S381,4,6,H8-AA-AF-mGAM-mGAM,,,,,,
167,D_H9_H8_AA_AF_mGAM_mGAM_4_S381,D_H9_H8_AA_AF_mGAM_mGAM_4_S381,4,7,H8-AA-AF-mGAM-mGAM,,,,,,
168,H8-e003Coalescence-mGAM-p5_S89,H8-e003Coalescence-mGAM-p5_S89,5,6,H8-AA-AF-mGAM-mGAM,,,,,,
169,H8-e003Coalescence-mGAM-p5_S89,H8-e003Coalescence-mGAM-p5_S89,5,7,H8-AA-AF-mGAM-mGAM,,,,,,
