,sample1,sample2,passage1,passage2,mesocosms,sel_med,sel_lower,sel_upper,shifts1,shifts2,initial_freqs
0,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,1,A11-AA-AF-mGAM-mBHI,,,,,,
1,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,2,A11-AA-AF-mGAM-mBHI,,,,,,
2,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,3,A11-AA-AF-mGAM-mBHI,,,,,,
3,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,4,A11-AA-AF-mGAM-mBHI,,,,,,
4,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,5,A11-AA-AF-mGAM-mBHI,,,,,,
5,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM,0,7,A11-AA-AF-mGAM-mBHI,,,,,,
6,A11-e003Coalescence-mBHI-p1_S772,A11-e003Coalescence-mBHI-p1_S772,1,2,A11-AA-AF-mGAM-mBHI,,,,,,
7,A11-e003Coalescence-mBHI-p1_S772,A11-e003Coalescence-mBHI-p1_S772,1,3,A11-AA-AF-mGAM-mBHI,,,,,,
8,A11-e003Coalescence-mBHI-p1_S772,A11-e003Coalescence-mBHI-p1_S772,1,4,A11-AA-AF-mGAM-mBHI,,,,,,
9,A11-e003Coalescence-mBHI-p1_S772,A11-e003Coalescence-mBHI-p1_S772,1,5,A11-AA-AF-mGAM-mBHI,,,,,,
10,A11-e003Coalescence-mBHI-p1_S772,A11-e003Coalescence-mBHI-p1_S772,1,7,A11-AA-AF-mGAM-mBHI,,,,,,
11,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,2,3,A11-AA-AF-mGAM-mBHI,,,,,,
12,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,2,4,A11-AA-AF-mGAM-mBHI,,,,,,
13,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,2,5,A11-AA-AF-mGAM-mBHI,,,,,,
14,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,2,7,A11-AA-AF-mGAM-mBHI,,,,,,
15,A11-e003Coalescence-mBHI-p3,A11-e003Coalescence-mBHI-p3,3,4,A11-AA-AF-mGAM-mBHI,,,,,,
16,A11-e003Coalescence-mBHI-p3,A11-e003Coalescence-mBHI-p3,3,5,A11-AA-AF-mGAM-mBHI,,,,,,
17,A11-e003Coalescence-mBHI-p3,A11-e003Coalescence-mBHI-p3,3,7,A11-AA-AF-mGAM-mBHI,,,,,,
18,B_A12_A11_AF_AA_mGAM_mBHI_4_S108,B_A12_A11_AF_AA_mGAM_mBHI_4_S108,4,5,A11-AA-AF-mGAM-mBHI,,,,,,
19,B_A12_A11_AF_AA_mGAM_mBHI_4_S108,B_A12_A11_AF_AA_mGAM_mBHI_4_S108,4,7,A11-AA-AF-mGAM-mBHI,,,,,,
20,A11-e003Coalescence-mBHI-p5,A11-e003Coalescence-mBHI-p5,5,7,A11-AA-AF-mGAM-mBHI,,,,,,
21,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,1,D8-AA-AF-mGAM-mBHI,,,,,,
22,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,2,D8-AA-AF-mGAM-mBHI,,,,,,
23,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,5,D8-AA-AF-mGAM-mBHI,,,,,,
24,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,6,D8-AA-AF-mGAM-mBHI,,,,,,
25,D8-e003Coalescence-mBHI-p1_S751,D8-e003Coalescence-mBHI-p1_S751,1,2,D8-AA-AF-mGAM-mBHI,,,,,,
26,D8-e003Coalescence-mBHI-p1_S751,D8-e003Coalescence-mBHI-p1_S751,1,5,D8-AA-AF-mGAM-mBHI,,,,,,
27,D8-e003Coalescence-mBHI-p1_S751,D8-e003Coalescence-mBHI-p1_S751,1,6,D8-AA-AF-mGAM-mBHI,,,,,,
28,A_D5_D8_AA_AF_mGAM_mBHI_2_S41,A_D5_D8_AA_AF_mGAM_mBHI_2_S41,2,5,D8-AA-AF-mGAM-mBHI,,,,,,
29,A_D5_D8_AA_AF_mGAM_mBHI_2_S41,A_D5_D8_AA_AF_mGAM_mBHI_2_S41,2,6,D8-AA-AF-mGAM-mBHI,,,,,,
30,D8-e003Coalescence-mBHI-p5,D8-e003Coalescence-mBHI-p5,5,6,D8-AA-AF-mGAM-mBHI,,,,,,
