,sample1,sample2,passage1,passage2,mesocosms,sel_med,sel_lower,sel_upper,shifts1,shifts2,initial_freqs
0,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,1,C8-AA-AE-mGAM-mBHI,,,,,,
1,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,2,C8-AA-AE-mGAM-mBHI,,,,,,
2,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,3,C8-AA-AE-mGAM-mBHI,,,,,,
3,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,4,C8-AA-AE-mGAM-mBHI,,,,,,
4,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,5,C8-AA-AE-mGAM-mBHI,,,,,,
5,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,6,C8-AA-AE-mGAM-mBHI,,,,,,
6,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,7,C8-AA-AE-mGAM-mBHI,,,,,,
7,C8-e003Coalescence-mBHI-p1_S750,C8-e003Coalescence-mBHI-p1_S750,1,2,C8-AA-AE-mGAM-mBHI,,,,,,
8,C8-e003Coalescence-mBHI-p1_S750,C8-e003Coalescence-mBHI-p1_S750,1,3,C8-AA-AE-mGAM-mBHI,,,,,,
9,C8-e003Coalescence-mBHI-p1_S750,C8-e003Coalescence-mBHI-p1_S750,1,4,C8-AA-AE-mGAM-mBHI,,,,,,
10,C8-e003Coalescence-mBHI-p1_S750,C8-e003Coalescence-mBHI-p1_S750,1,5,C8-AA-AE-mGAM-mBHI,,,,,,
11,C8-e003Coalescence-mBHI-p1_S750,C8-e003Coalescence-mBHI-p1_S750,1,6,C8-AA-AE-mGAM-mBHI,,,,,,
12,C8-e003Coalescence-mBHI-p1_S750,C8-e003Coalescence-mBHI-p1_S750,1,7,C8-AA-AE-mGAM-mBHI,,,,,,
13,A_C5_C8_AA_AE_mGAM_mBHI_2_S29,A_C5_C8_AA_AE_mGAM_mBHI_2_S29,2,3,C8-AA-AE-mGAM-mBHI,,,,,,
14,A_C5_C8_AA_AE_mGAM_mBHI_2_S29,A_C5_C8_AA_AE_mGAM_mBHI_2_S29,2,4,C8-AA-AE-mGAM-mBHI,,,,,,
15,A_C5_C8_AA_AE_mGAM_mBHI_2_S29,A_C5_C8_AA_AE_mGAM_mBHI_2_S29,2,5,C8-AA-AE-mGAM-mBHI,,,,,,
16,A_C5_C8_AA_AE_mGAM_mBHI_2_S29,A_C5_C8_AA_AE_mGAM_mBHI_2_S29,2,6,C8-AA-AE-mGAM-mBHI,,,,,,
17,A_C5_C8_AA_AE_mGAM_mBHI_2_S29,A_C5_C8_AA_AE_mGAM_mBHI_2_S29,2,7,C8-AA-AE-mGAM-mBHI,,,,,,
18,Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679,Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679,3,4,C8-AA-AE-mGAM-mBHI,,,,,,
19,Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679,Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679,3,5,C8-AA-AE-mGAM-mBHI,,,,,,
20,Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679,Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679,3,6,C8-AA-AE-mGAM-mBHI,,,,,,
21,Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679,Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679,3,7,C8-AA-AE-mGAM-mBHI,,,,,,
22,B_C9_C8_AA_AE_mGAM_mBHI_4_S129,B_C9_C8_AA_AE_mGAM_mBHI_4_S129,4,5,C8-AA-AE-mGAM-mBHI,,,,,,
23,B_C9_C8_AA_AE_mGAM_mBHI_4_S129,B_C9_C8_AA_AE_mGAM_mBHI_4_S129,4,6,C8-AA-AE-mGAM-mBHI,,,,,,
24,B_C9_C8_AA_AE_mGAM_mBHI_4_S129,B_C9_C8_AA_AE_mGAM_mBHI_4_S129,4,7,C8-AA-AE-mGAM-mBHI,,,,,,
25,C8-e003Coalescence-mBHI-p5,C8-e003Coalescence-mBHI-p5,5,6,C8-AA-AE-mGAM-mBHI,,,,,,
26,C8-e003Coalescence-mBHI-p5,C8-e003Coalescence-mBHI-p5,5,7,C8-AA-AE-mGAM-mBHI,,,,,,
27,C_C5_C8_AA_AE_mGAM_mBHI_6_S221,C_C5_C8_AA_AE_mGAM_mBHI_6_S221,6,7,C8-AA-AE-mGAM-mBHI,,,,,,
28,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,2,C8-AA-AE-mGAM-mGAM,,,,,,
29,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,3,C8-AA-AE-mGAM-mGAM,,,,,,
30,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,4,C8-AA-AE-mGAM-mGAM,,,,,,
31,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,5,C8-AA-AE-mGAM-mGAM,,,,,,
32,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,6,C8-AA-AE-mGAM-mGAM,,,,,,
33,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,7,C8-AA-AE-mGAM-mGAM,,,,,,
34,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,2,3,C8-AA-AE-mGAM-mGAM,,,,,,
35,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,2,4,C8-AA-AE-mGAM-mGAM,,,,,,
36,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,2,5,C8-AA-AE-mGAM-mGAM,,,,,,
37,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,2,6,C8-AA-AE-mGAM-mGAM,,,,,,
38,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,2,7,C8-AA-AE-mGAM-mGAM,,,,,,
39,Coalescence-F9-C8-AA-AE-mGAM-mGAM-3_S688,Coalescence-F9-C8-AA-AE-mGAM-mGAM-3_S688,3,4,C8-AA-AE-mGAM-mGAM,,,,,,
40,Coalescence-F9-C8-AA-AE-mGAM-mGAM-3_S688,Coalescence-F9-C8-AA-AE-mGAM-mGAM-3_S688,3,5,C8-AA-AE-mGAM-mGAM,,,,,,
41,Coalescence-F9-C8-AA-AE-mGAM-mGAM-3_S688,Coalescence-F9-C8-AA-AE-mGAM-mGAM-3_S688,3,6,C8-AA-AE-mGAM-mGAM,,,,,,
42,Coalescence-F9-C8-AA-AE-mGAM-mGAM-3_S688,Coalescence-F9-C8-AA-AE-mGAM-mGAM-3_S688,3,7,C8-AA-AE-mGAM-mGAM,,,,,,
43,B_G9_C8_AA_AE_mGAM_mGAM_4_S177,B_G9_C8_AA_AE_mGAM_mGAM_4_S177,4,5,C8-AA-AE-mGAM-mGAM,,,,,,
44,B_G9_C8_AA_AE_mGAM_mGAM_4_S177,B_G9_C8_AA_AE_mGAM_mGAM_4_S177,4,6,C8-AA-AE-mGAM-mGAM,,,,,,
45,B_G9_C8_AA_AE_mGAM_mGAM_4_S177,B_G9_C8_AA_AE_mGAM_mGAM_4_S177,4,7,C8-AA-AE-mGAM-mGAM,,,,,,
46,Coalescence-D3-C8-AA-AE-mGAM-mGAM-5_S658,Coalescence-D3-C8-AA-AE-mGAM-mGAM-5_S658,5,6,C8-AA-AE-mGAM-mGAM,,,,,,
47,Coalescence-D3-C8-AA-AE-mGAM-mGAM-5_S658,Coalescence-D3-C8-AA-AE-mGAM-mGAM-5_S658,5,7,C8-AA-AE-mGAM-mGAM,,,,,,
48,C_G5_C8_AA_AE_mGAM_mGAM_6_S269,C_G5_C8_AA_AE_mGAM_mGAM_6_S269,6,7,C8-AA-AE-mGAM-mGAM,,,,,,
49,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,1,E10-AA-AE-mGAM-mBHI,,,,,,
50,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,2,E10-AA-AE-mGAM-mBHI,,,,,,
51,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,3,E10-AA-AE-mGAM-mBHI,,,,,,
52,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,4,E10-AA-AE-mGAM-mBHI,,,,,,
53,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,5,E10-AA-AE-mGAM-mBHI,,,,,,
54,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,6,E10-AA-AE-mGAM-mBHI,,,,,,
55,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,7,E10-AA-AE-mGAM-mBHI,,,,,,
56,E10-e003Coalescence-mBHI-p1_S828,E10-e003Coalescence-mBHI-p1_S828,1,2,E10-AA-AE-mGAM-mBHI,,,,,,
57,E10-e003Coalescence-mBHI-p1_S828,E10-e003Coalescence-mBHI-p1_S828,1,3,E10-AA-AE-mGAM-mBHI,,,,,,
58,E10-e003Coalescence-mBHI-p1_S828,E10-e003Coalescence-mBHI-p1_S828,1,4,E10-AA-AE-mGAM-mBHI,,,,,,
59,E10-e003Coalescence-mBHI-p1_S828,E10-e003Coalescence-mBHI-p1_S828,1,5,E10-AA-AE-mGAM-mBHI,,,,,,
60,E10-e003Coalescence-mBHI-p1_S828,E10-e003Coalescence-mBHI-p1_S828,1,6,E10-AA-AE-mGAM-mBHI,,,,,,
61,E10-e003Coalescence-mBHI-p1_S828,E10-e003Coalescence-mBHI-p1_S828,1,7,E10-AA-AE-mGAM-mBHI,,,,,,
62,B_A7_E10_AE_AA_mGAM_mBHI_2_S103,B_A7_E10_AE_AA_mGAM_mBHI_2_S103,2,3,E10-AA-AE-mGAM-mBHI,,,,,,
63,B_A7_E10_AE_AA_mGAM_mBHI_2_S103,B_A7_E10_AE_AA_mGAM_mBHI_2_S103,2,4,E10-AA-AE-mGAM-mBHI,,,,,,
64,B_A7_E10_AE_AA_mGAM_mBHI_2_S103,B_A7_E10_AE_AA_mGAM_mBHI_2_S103,2,5,E10-AA-AE-mGAM-mBHI,,,,,,
65,B_A7_E10_AE_AA_mGAM_mBHI_2_S103,B_A7_E10_AE_AA_mGAM_mBHI_2_S103,2,6,E10-AA-AE-mGAM-mBHI,,,,,,
