,sample1,sample2,passage1,passage2,mesocosms,sel_med,sel_lower,sel_upper,shifts1,shifts2,initial_freqs
66,B_A7_E10_AE_AA_mGAM_mBHI_2_S103,B_A7_E10_AE_AA_mGAM_mBHI_2_S103,2,7,E10-AA-AE-mGAM-mBHI,,,,,,
67,Coalescence-F2-E10-AA-AE-mGAM-mBHI-3_S681,Coalescence-F2-E10-AA-AE-mGAM-mBHI-3_S681,3,4,E10-AA-AE-mGAM-mBHI,,,,,,
68,Coalescence-F2-E10-AA-AE-mGAM-mBHI-3_S681,Coalescence-F2-E10-AA-AE-mGAM-mBHI-3_S681,3,5,E10-AA-AE-mGAM-mBHI,,,,,,
69,Coalescence-F2-E10-AA-AE-mGAM-mBHI-3_S681,Coalescence-F2-E10-AA-AE-mGAM-mBHI-3_S681,3,6,E10-AA-AE-mGAM-mBHI,,,,,,
70,Coalescence-F2-E10-AA-AE-mGAM-mBHI-3_S681,Coalescence-F2-E10-AA-AE-mGAM-mBHI-3_S681,3,7,E10-AA-AE-mGAM-mBHI,,,,,,
71,D_A11_E10_AE_AA_mGAM_mBHI_4_S299,D_A11_E10_AE_AA_mGAM_mBHI_4_S299,4,5,E10-AA-AE-mGAM-mBHI,,,,,,
72,D_A11_E10_AE_AA_mGAM_mBHI_4_S299,D_A11_E10_AE_AA_mGAM_mBHI_4_S299,4,6,E10-AA-AE-mGAM-mBHI,,,,,,
73,D_A11_E10_AE_AA_mGAM_mBHI_4_S299,D_A11_E10_AE_AA_mGAM_mBHI_4_S299,4,7,E10-AA-AE-mGAM-mBHI,,,,,,
74,E100-e003Coalescence-mBHI-p5_S7,E100-e003Coalescence-mBHI-p5_S7,5,6,E10-AA-AE-mGAM-mBHI,,,,,,
75,E100-e003Coalescence-mBHI-p5_S7,E100-e003Coalescence-mBHI-p5_S7,5,7,E10-AA-AE-mGAM-mBHI,,,,,,
76,D_A7_A10_AE_AA_mGAM_mBHI_6_S295,D_A7_A10_AE_AA_mGAM_mBHI_6_S295,6,7,E10-AA-AE-mGAM-mBHI,,,,,,
77,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,1,A10-AA-AE-mGAM-mBHI,,,,,,
78,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,2,A10-AA-AE-mGAM-mBHI,,,,,,
79,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,4,A10-AA-AE-mGAM-mBHI,,,,,,
80,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,5,A10-AA-AE-mGAM-mBHI,,,,,,
81,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,6,A10-AA-AE-mGAM-mBHI,,,,,,
82,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,7,A10-AA-AE-mGAM-mBHI,,,,,,
83,A10-e003Coalescence-mBHI-p1_S764,A10-e003Coalescence-mBHI-p1_S764,1,2,A10-AA-AE-mGAM-mBHI,,,,,,
84,A10-e003Coalescence-mBHI-p1_S764,A10-e003Coalescence-mBHI-p1_S764,1,4,A10-AA-AE-mGAM-mBHI,,,,,,
85,A10-e003Coalescence-mBHI-p1_S764,A10-e003Coalescence-mBHI-p1_S764,1,5,A10-AA-AE-mGAM-mBHI,,,,,,
86,A10-e003Coalescence-mBHI-p1_S764,A10-e003Coalescence-mBHI-p1_S764,1,6,A10-AA-AE-mGAM-mBHI,,,,,,
87,A10-e003Coalescence-mBHI-p1_S764,A10-e003Coalescence-mBHI-p1_S764,1,7,A10-AA-AE-mGAM-mBHI,,,,,,
88,D_A6_A9_ACPP_AA_mGAM_mBHI_6_S294,D_A6_A9_ACPP_AA_mGAM_mBHI_6_S294,2,4,A10-AA-AE-mGAM-mBHI,,,,,,
89,D_A6_A9_ACPP_AA_mGAM_mBHI_6_S294,D_A6_A9_ACPP_AA_mGAM_mBHI_6_S294,2,5,A10-AA-AE-mGAM-mBHI,,,,,,
90,D_A6_A9_ACPP_AA_mGAM_mBHI_6_S294,D_A6_A9_ACPP_AA_mGAM_mBHI_6_S294,2,6,A10-AA-AE-mGAM-mBHI,,,,,,
91,D_A6_A9_ACPP_AA_mGAM_mBHI_6_S294,D_A6_A9_ACPP_AA_mGAM_mBHI_6_S294,2,7,A10-AA-AE-mGAM-mBHI,,,,,,
92,B_A11_A10_AE_AA_mGAM_mBHI_4_S107,B_A11_A10_AE_AA_mGAM_mBHI_4_S107,4,5,A10-AA-AE-mGAM-mBHI,,,,,,
93,B_A11_A10_AE_AA_mGAM_mBHI_4_S107,B_A11_A10_AE_AA_mGAM_mBHI_4_S107,4,6,A10-AA-AE-mGAM-mBHI,,,,,,
94,B_A11_A10_AE_AA_mGAM_mBHI_4_S107,B_A11_A10_AE_AA_mGAM_mBHI_4_S107,4,7,A10-AA-AE-mGAM-mBHI,,,,,,
95,A10-e003Coalescence-mBHI-p5,A10-e003Coalescence-mBHI-p5,5,6,A10-AA-AE-mGAM-mBHI,,,,,,
96,A10-e003Coalescence-mBHI-p5,A10-e003Coalescence-mBHI-p5,5,7,A10-AA-AE-mGAM-mBHI,,,,,,
97,C_A7_A10_AE_AA_mGAM_mBHI_6_S199,C_A7_A10_AE_AA_mGAM_mBHI_6_S199,6,7,A10-AA-AE-mGAM-mBHI,,,,,,
98,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,1,G8-AA-AE-mGAM-mBHI,,,,,,
99,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,2,G8-AA-AE-mGAM-mBHI,,,,,,
100,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,3,G8-AA-AE-mGAM-mBHI,,,,,,
101,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,4,G8-AA-AE-mGAM-mBHI,,,,,,
102,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,5,G8-AA-AE-mGAM-mBHI,,,,,,
103,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,6,G8-AA-AE-mGAM-mBHI,,,,,,
104,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,7,G8-AA-AE-mGAM-mBHI,,,,,,
105,G8-e003Coalescence-mBHI-p1_S814,G8-e003Coalescence-mBHI-p1_S814,1,2,G8-AA-AE-mGAM-mBHI,,,,,,
106,G8-e003Coalescence-mBHI-p1_S814,G8-e003Coalescence-mBHI-p1_S814,1,3,G8-AA-AE-mGAM-mBHI,,,,,,
107,G8-e003Coalescence-mBHI-p1_S814,G8-e003Coalescence-mBHI-p1_S814,1,4,G8-AA-AE-mGAM-mBHI,,,,,,
108,G8-e003Coalescence-mBHI-p1_S814,G8-e003Coalescence-mBHI-p1_S814,1,5,G8-AA-AE-mGAM-mBHI,,,,,,
109,G8-e003Coalescence-mBHI-p1_S814,G8-e003Coalescence-mBHI-p1_S814,1,6,G8-AA-AE-mGAM-mBHI,,,,,,
110,G8-e003Coalescence-mBHI-p1_S814,G8-e003Coalescence-mBHI-p1_S814,1,7,G8-AA-AE-mGAM-mBHI,,,,,,
111,B_C5_G8_AA_AE_mGAM_mBHI_2_S125,B_C5_G8_AA_AE_mGAM_mBHI_2_S125,2,3,G8-AA-AE-mGAM-mBHI,,,,,,
112,B_C5_G8_AA_AE_mGAM_mBHI_2_S125,B_C5_G8_AA_AE_mGAM_mBHI_2_S125,2,4,G8-AA-AE-mGAM-mBHI,,,,,,
113,B_C5_G8_AA_AE_mGAM_mBHI_2_S125,B_C5_G8_AA_AE_mGAM_mBHI_2_S125,2,5,G8-AA-AE-mGAM-mBHI,,,,,,
114,B_C5_G8_AA_AE_mGAM_mBHI_2_S125,B_C5_G8_AA_AE_mGAM_mBHI_2_S125,2,6,G8-AA-AE-mGAM-mBHI,,,,,,
115,B_C5_G8_AA_AE_mGAM_mBHI_2_S125,B_C5_G8_AA_AE_mGAM_mBHI_2_S125,2,7,G8-AA-AE-mGAM-mBHI,,,,,,
116,G8-e003Coalescence-mBHI-p3_S129,G8-e003Coalescence-mBHI-p3_S129,3,4,G8-AA-AE-mGAM-mBHI,,,,,,
117,G8-e003Coalescence-mBHI-p3_S129,G8-e003Coalescence-mBHI-p3_S129,3,5,G8-AA-AE-mGAM-mBHI,,,,,,
118,G8-e003Coalescence-mBHI-p3_S129,G8-e003Coalescence-mBHI-p3_S129,3,6,G8-AA-AE-mGAM-mBHI,,,,,,
119,G8-e003Coalescence-mBHI-p3_S129,G8-e003Coalescence-mBHI-p3_S129,3,7,G8-AA-AE-mGAM-mBHI,,,,,,
120,D_C9_G8_AA_AE_mGAM_mBHI_4_S321,D_C9_G8_AA_AE_mGAM_mBHI_4_S321,4,5,G8-AA-AE-mGAM-mBHI,,,,,,
121,D_C9_G8_AA_AE_mGAM_mBHI_4_S321,D_C9_G8_AA_AE_mGAM_mBHI_4_S321,4,6,G8-AA-AE-mGAM-mBHI,,,,,,
122,D_C9_G8_AA_AE_mGAM_mBHI_4_S321,D_C9_G8_AA_AE_mGAM_mBHI_4_S321,4,7,G8-AA-AE-mGAM-mBHI,,,,,,
123,G8-e003Coalescence-mBHI-p5_S29,G8-e003Coalescence-mBHI-p5_S29,5,6,G8-AA-AE-mGAM-mBHI,,,,,,
124,G8-e003Coalescence-mBHI-p5_S29,G8-e003Coalescence-mBHI-p5_S29,5,7,G8-AA-AE-mGAM-mBHI,,,,,,
125,D_C5_C8_AA_AE_mGAM_mBHI_6_S317,D_C5_C8_AA_AE_mGAM_mBHI_6_S317,6,7,G8-AA-AE-mGAM-mBHI,,,,,,
126,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,2,E10-AA-AE-mGAM-mGAM,,,,,,
127,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,3,E10-AA-AE-mGAM-mGAM,,,,,,
128,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,4,E10-AA-AE-mGAM-mGAM,,,,,,
129,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,5,E10-AA-AE-mGAM-mGAM,,,,,,
130,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,6,E10-AA-AE-mGAM-mGAM,,,,,,
131,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,7,E10-AA-AE-mGAM-mGAM,,,,,,
132,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,2,3,E10-AA-AE-mGAM-mGAM,,,,,,
133,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,2,4,E10-AA-AE-mGAM-mGAM,,,,,,
134,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,2,5,E10-AA-AE-mGAM-mGAM,,,,,,
135,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,2,6,E10-AA-AE-mGAM-mGAM,,,,,,
136,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,2,7,E10-AA-AE-mGAM-mGAM,,,,,,
137,E100-e003Coalescence-mGAM-p3_S155,E100-e003Coalescence-mGAM-p3_S155,3,4,E10-AA-AE-mGAM-mGAM,,,,,,
138,E100-e003Coalescence-mGAM-p3_S155,E100-e003Coalescence-mGAM-p3_S155,3,5,E10-AA-AE-mGAM-mGAM,,,,,,
139,E100-e003Coalescence-mGAM-p3_S155,E100-e003Coalescence-mGAM-p3_S155,3,6,E10-AA-AE-mGAM-mGAM,,,,,,
140,E100-e003Coalescence-mGAM-p3_S155,E100-e003Coalescence-mGAM-p3_S155,3,7,E10-AA-AE-mGAM-mGAM,,,,,,
141,D_E11_E10_AE_AA_mGAM_mGAM_4_S347,D_E11_E10_AE_AA_mGAM_mGAM_4_S347,4,5,E10-AA-AE-mGAM-mGAM,,,,,,
142,D_E11_E10_AE_AA_mGAM_mGAM_4_S347,D_E11_E10_AE_AA_mGAM_mGAM_4_S347,4,6,E10-AA-AE-mGAM-mGAM,,,,,,
143,D_E11_E10_AE_AA_mGAM_mGAM_4_S347,D_E11_E10_AE_AA_mGAM_mGAM_4_S347,4,7,E10-AA-AE-mGAM-mGAM,,,,,,
144,E100-e003Coalescence-mGAM-p5_S55,E100-e003Coalescence-mGAM-p5_S55,5,6,E10-AA-AE-mGAM-mGAM,,,,,,
145,E100-e003Coalescence-mGAM-p5_S55,E100-e003Coalescence-mGAM-p5_S55,5,7,E10-AA-AE-mGAM-mGAM,,,,,,
146,D_E7_A10_AE_AA_mGAM_mGAM_6_S343,D_E7_A10_AE_AA_mGAM_mGAM_6_S343,6,7,E10-AA-AE-mGAM-mGAM,,,,,,
147,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,2,A10-AA-AE-mGAM-mGAM,,,,,,
148,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,3,A10-AA-AE-mGAM-mGAM,,,,,,
149,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,4,A10-AA-AE-mGAM-mGAM,,,,,,
150,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,5,A10-AA-AE-mGAM-mGAM,,,,,,
151,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,6,A10-AA-AE-mGAM-mGAM,,,,,,
152,A4-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-Inoculumn-mGAM,0,7,A10-AA-AE-mGAM-mGAM,,,,,,
153,D_E6_A9_ACPP_AA_mGAM_mGAM_6_S342,D_E6_A9_ACPP_AA_mGAM_mGAM_6_S342,2,3,A10-AA-AE-mGAM-mGAM,,,,,,
154,D_E6_A9_ACPP_AA_mGAM_mGAM_6_S342,D_E6_A9_ACPP_AA_mGAM_mGAM_6_S342,2,4,A10-AA-AE-mGAM-mGAM,,,,,,
155,D_E6_A9_ACPP_AA_mGAM_mGAM_6_S342,D_E6_A9_ACPP_AA_mGAM_mGAM_6_S342,2,5,A10-AA-AE-mGAM-mGAM,,,,,,
156,D_E6_A9_ACPP_AA_mGAM_mGAM_6_S342,D_E6_A9_ACPP_AA_mGAM_mGAM_6_S342,2,6,A10-AA-AE-mGAM-mGAM,,,,,,
157,D_E6_A9_ACPP_AA_mGAM_mGAM_6_S342,D_E6_A9_ACPP_AA_mGAM_mGAM_6_S342,2,7,A10-AA-AE-mGAM-mGAM,,,,,,
158,A10-e003Coalescence-mGAM-p3,A10-e003Coalescence-mGAM-p3,3,4,A10-AA-AE-mGAM-mGAM,,,,,,
159,A10-e003Coalescence-mGAM-p3,A10-e003Coalescence-mGAM-p3,3,5,A10-AA-AE-mGAM-mGAM,,,,,,
160,A10-e003Coalescence-mGAM-p3,A10-e003Coalescence-mGAM-p3,3,6,A10-AA-AE-mGAM-mGAM,,,,,,
161,A10-e003Coalescence-mGAM-p3,A10-e003Coalescence-mGAM-p3,3,7,A10-AA-AE-mGAM-mGAM,,,,,,
162,B_E11_A10_AE_AA_mGAM_mGAM_4_S155,B_E11_A10_AE_AA_mGAM_mGAM_4_S155,4,5,A10-AA-AE-mGAM-mGAM,,,,,,
163,B_E11_A10_AE_AA_mGAM_mGAM_4_S155,B_E11_A10_AE_AA_mGAM_mGAM_4_S155,4,6,A10-AA-AE-mGAM-mGAM,,,,,,
164,B_E11_A10_AE_AA_mGAM_mGAM_4_S155,B_E11_A10_AE_AA_mGAM_mGAM_4_S155,4,7,A10-AA-AE-mGAM-mGAM,,,,,,
165,Coalescence-C2-A10-AA-AE-mGAM-mGAM-5_S645,Coalescence-C2-A10-AA-AE-mGAM-mGAM-5_S645,5,6,A10-AA-AE-mGAM-mGAM,,,,,,
166,Coalescence-C2-A10-AA-AE-mGAM-mGAM-5_S645,Coalescence-C2-A10-AA-AE-mGAM-mGAM-5_S645,5,7,A10-AA-AE-mGAM-mGAM,,,,,,
