,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,15055,20069
B4-e003Coalescence-mBHI-p3,10773,13845
B4-e003Coalescence-mGAM-p5,15049,19944
C3-e003Coalescence-mBHI-inoculumn-redo,15052,20081
C3-e003Coalescence-mBHI-p5,14599,19269
C3-e003Coalescence-mBHI-p7,15047,20038
C3-e003Coalescence-mGAM-p3,15054,20083
C3-e003Coalescence-mGAM-p5,15050,20059
C3-e003Coalescence-mGAM-p7,15055,20086
F4-e003Coalescence-mBHI-p3_S23,8979,10627
F4-e003Coalescence-mBHI-p5_S15,14992,19746
F4-e003Coalescence-mBHI-p7_S111,14084,18317
F4-e003Coalescence-mGAM-p3_S71,15045,20075
F4-e003Coalescence-mGAM-p5_S63,15016,19833
F4-e003Coalescence-mGAM-p7_S159,15039,19893
G3-e003Coalescence-mBHI-p3_S34,14937,19407
G3-e003Coalescence-mBHI-p5_S26,14998,19751
G3-e003Coalescence-mBHI-p7_S122,14654,19532
G3-e003Coalescence-mGAM-p3_S82,15002,19895
G3-e003Coalescence-mGAM-p5_S74,15042,20074
