,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,13363,6211
B5-e003Coalescence-mBHI-p3,13348,6213
B5-e003Coalescence-mBHI-p5,13330,6212
B5-e003Coalescence-mBHI-p7,13346,6185
B5-e003Coalescence-mGAM-p3,13247,6125
B5-e003Coalescence-mGAM-p5,13361,6205
B5-e003Coalescence-mGAM-p7,13323,6155
D3-e003Coalescence-Inoculumn-mBHI,13365,6216
D3-e003Coalescence-mBHI-p5,13345,6216
D3-e003Coalescence-mBHI-p7,13349,6194
D3-e003Coalescence-mGAM-p3,13310,6176
D3-e003Coalescence-mGAM-p5,13364,6202
F5-e003Coalescence-mBHI-p3_S24,13353,6196
F5-e003Coalescence-mBHI-p5_S16,13315,6104
F5-e003Coalescence-mBHI-p7_S112,13314,6041
F5-e003Coalescence-mGAM-p3_S72,12918,5909
F5-e003Coalescence-mGAM-p5_S64,13329,6070
F5-e003Coalescence-mGAM-p7_S160,13294,6167
H3-e003Coalescence-mBHI-p3_S46,13122,6199
H3-e003Coalescence-mBHI-p5_S38,13334,6219
H3-e003Coalescence-mBHI-p7_S134,13257,6100
H3-e003Coalescence-mGAM-p3_S94,13269,6098
H3-e003Coalescence-mGAM-p5_S86,13339,6095
H3-e003Coalescence-mGAM-p7_S182,13352,6152
