,sample,boot_med,boot_low,boot_high,actual_med
0,C11-e003Coalescence-mBHI-p3,0.143,0.141,0.145,0.143
1,C11-e003Coalescence-mBHI-p5,0.122,0.121,0.124,0.122
2,C11-e003Coalescence-mGAM-p3,0.351,0.35,0.353,0.351
3,C11-e003Coalescence-mGAM-p5,0.28800000000000003,0.287,0.29,0.28800000000000003
4,C11-e003Coalescence-mGAM-p7,0.519,0.517,0.521,0.519
5,C5-e003Coalescence-Inoculumn-mGAM,0.846,0.845,0.848,0.846
6,D10-e003Coalescence-mBHI-p3,0.17600000000000005,0.175,0.17900000000000005,0.17600000000000005
7,D10-e003Coalescence-mBHI-p5,0.185,0.182,0.18700000000000006,0.185
8,D10-e003Coalescence-mBHI-p7,0.228,0.22599999999999998,0.23099999999999998,0.22899999999999998
9,D10-e003Coalescence-mGAM-p3,0.671,0.667,0.673,0.671
10,D10-e003Coalescence-mGAM-p5,0.315,0.31399999999999995,0.316,0.315
11,D10-e003Coalescence-mGAM-p7,0.24,0.239,0.241,0.24
12,D4-e003Coalescence-Inoculumn-mGAM,0.849,0.846,0.851,0.849
13,G111-e003Coalescence-mBHI-p3_S132,0.016148563394338674,0.014718582351613529,0.01747924036709101,0.1628769829594563
14,G111-e003Coalescence-mBHI-p5_S32,0.15300000000000002,0.152,0.155,0.15300000000000002
15,G111-e003Coalescence-mBHI-p7_S128,0.172,0.16900000000000004,0.174,0.172
16,G111-e003Coalescence-mGAM-p3_S180,0.312,0.31,0.314,0.312
17,G111-e003Coalescence-mGAM-p5_S80,0.339,0.337,0.34099999999999997,0.33899999999999997
18,G111-e003Coalescence-mGAM-p7_S176,0.8,0.792,0.8,0.8
19,H100-e003Coalescence-mBHI-p5_S43,0.201,0.199,0.20299999999999996,0.201
20,H100-e003Coalescence-mBHI-p7_S139,0.242,0.24,0.243,0.242
21,H100-e003Coalescence-mGAM-p5_S91,0.793,0.791,0.795,0.793
22,H100-e003Coalescence-mGAM-p7_S187,0.506,0.5,0.507,0.506
