,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B10-e003Coalescence-mBHI-p3,9072,5020
B10-e003Coalescence-mBHI-p5,9110,5027
B10-e003Coalescence-mGAM-p3,8959,4880
B10-e003Coalescence-mGAM-p7,9020,4914
B4-e003Coalescence-Inoculumn-mGAM,9110,5028
C3-e003Coalescence-Inoculumn-mGAM,9110,5028
C9-e003Coalescence-mBHI-p3,9108,5027
C9-e003Coalescence-mBHI-p5,9105,5025
C9-e003Coalescence-mBHI-p7,9072,4994
C9-e003Coalescence-mGAM-p3,9110,5028
C9-e003Coalescence-mGAM-p5,9096,5017
C9-e003Coalescence-mGAM-p7,9092,5000
F100-e003Coalescence-mBHI-p7_S115,9090,5024
F100-e003Coalescence-mGAM-p3_S167,8402,4249
F100-e003Coalescence-mGAM-p5_S67,8621,4561
F100-e003Coalescence-mGAM-p7_S163,8816,4650
G9-e003Coalescence-mBHI-p3_S130,9040,4944
G9-e003Coalescence-mBHI-p5_S30,9077,4999
G9-e003Coalescence-mGAM-p3_S178,9104,5023
G9-e003Coalescence-mGAM-p5_S78,9088,4934
G9-e003Coalescence-mGAM-p7_S174,9095,4957
