,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p3,12437,11913
A11-e003Coalescence-mBHI-p5,12370,11881
A11-e003Coalescence-mBHI-p7,12230,11799
A11-e003Coalescence-mGAM-p3,12428,11906
A11-e003Coalescence-mGAM-p7,12433,11881
A5-e003Coalescence-Inoculumn-mGAM,12419,11912
D2-e003Coalescence-Inoculumn-mGAM,12376,11908
D8-e003Coalescence-mBHI-p5,12413,11896
D8-e003Coalescence-mGAM-p5,12431,11871
E111-e003Coalescence-mBHI-p3_S108,12234,11828
E111-e003Coalescence-mBHI-p5_S8,12395,11885
E111-e003Coalescence-mBHI-p7_S104,12369,11902
E111-e003Coalescence-mGAM-p5_S56,12397,11791
H8-e003Coalescence-mBHI-p5_S41,12432,11904
H8-e003Coalescence-mBHI-p7_S137,12385,11909
H8-e003Coalescence-mGAM-p5_S89,12408,11812
H8-e003Coalescence-mGAM-p7_S185,12427,11839
