,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p3,8708,5592
A10-e003Coalescence-mBHI-p5,9396,5948
A10-e003Coalescence-mBHI-p7,9493,5953
A10-e003Coalescence-mGAM-p3,9488,5912
A10-e003Coalescence-mGAM-p7,9499,5942
A4-e003Coalescence-Inoculumn-mGAM,9512,5957
C2-e003Coalescence-Inoculumn-mGAM,9510,5959
C8-e003Coalescence-mBHI-p5,9504,5959
C8-e003Coalescence-mBHI-p7,9489,5951
C8-e003Coalescence-mGAM-p7,9505,5953
E100-e003Coalescence-mBHI-p5_S7,9437,5956
E100-e003Coalescence-mBHI-p7_S103,9247,5945
E100-e003Coalescence-mGAM-p3_S155,9466,5855
E100-e003Coalescence-mGAM-p5_S55,9497,5957
E100-e003Coalescence-mGAM-p7_S151,9475,5913
G8-e003Coalescence-mBHI-p3_S129,9375,5953
G8-e003Coalescence-mBHI-p5_S29,9467,5959
G8-e003Coalescence-mBHI-p7_S125,9386,5949
G8-e003Coalescence-mGAM-p3_S177,9513,5959
G8-e003Coalescence-mGAM-p5_S77,9499,5955
G8-e003Coalescence-mGAM-p7_S173,9491,5939
