,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mBHI-p3,5672,9128
C11-e003Coalescence-mBHI-p5,5679,9149
C11-e003Coalescence-mGAM-p3,5679,9164
C11-e003Coalescence-mGAM-p5,5679,9163
C11-e003Coalescence-mGAM-p7,5673,9161
C5-e003Coalescence-Inoculumn-mGAM,5673,9159
D10-e003Coalescence-mBHI-p3,5679,9153
D10-e003Coalescence-mBHI-p5,5677,9144
D10-e003Coalescence-mBHI-p7,5677,9153
D10-e003Coalescence-mGAM-p3,5615,9120
D10-e003Coalescence-mGAM-p5,5679,9163
D10-e003Coalescence-mGAM-p7,5679,9163
D4-e003Coalescence-Inoculumn-mGAM,5530,9054
G111-e003Coalescence-mBHI-p3_S132,2033,3061
G111-e003Coalescence-mBHI-p5_S32,5677,9133
G111-e003Coalescence-mBHI-p7_S128,5672,9122
G111-e003Coalescence-mGAM-p3_S180,5672,9150
G111-e003Coalescence-mGAM-p5_S80,5679,9157
G111-e003Coalescence-mGAM-p7_S176,5244,8730
H100-e003Coalescence-mBHI-p5_S43,5675,9123
H100-e003Coalescence-mBHI-p7_S139,5678,9140
H100-e003Coalescence-mGAM-p5_S91,5486,9090
H100-e003Coalescence-mGAM-p7_S187,5658,9141
