,sample,boot_med,boot_low,boot_high,actual_med
0,B11-e003Coalescence-mBHI-p3,0.7335,0.667,0.8,0.7335
1,B11-e003Coalescence-mGAM-p3,0.883,0.766,1.0,0.883
2,B11-e003Coalescence-mGAM-p7,0.17900000000000005,0.17900000000000005,0.17900000000000005,0.17900000000000005
3,B5-e003Coalescence-Inoculumn-mGAM,0.915,0.83,1.0,0.915
4,D3-e003Coalescence-Inoculumn-mGAM,0.8165,0.741,0.892,0.8165
5,D9-e003Coalescence-mBHI-p3,1.0,1.0,1.0,0.9369866199490959
6,D9-e003Coalescence-mBHI-p5,0.8565,0.79,0.923,0.8565
7,D9-e003Coalescence-mBHI-p7,0.8445,0.689,1.0,0.8445
8,D9-e003Coalescence-mGAM-p3,0.773,0.75,0.796,0.773
9,D9-e003Coalescence-mGAM-p5,0.30100000000000005,0.30100000000000005,0.30100000000000005,0.30100000000000005
10,D9-e003Coalescence-mGAM-p7,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002
11,F111-e003Coalescence-mBHI-p3_S120,0.25,-0.0,0.5,0.25
12,F111-e003Coalescence-mBHI-p5_S20,0.5,-0.0,1.0,0.5
13,F111-e003Coalescence-mBHI-p7_S116,0.6085,0.217,1.0,0.6085
14,F111-e003Coalescence-mGAM-p3_S168,0.2245,0.085,0.364,0.2245
15,F111-e003Coalescence-mGAM-p5_S68,0.381,-0.0,0.762,0.381
16,F111-e003Coalescence-mGAM-p7_S164,0.28600000000000003,0.28600000000000003,0.28600000000000003,0.28600000000000003
17,H9-e003Coalescence-mBHI-p5_S42,0.49450000000000005,0.068,0.921,0.49450000000000005
18,H9-e003Coalescence-mBHI-p7_S138,0.5,-0.0,1.0,0.5
19,H9-e003Coalescence-mGAM-p3_S190,0.0,-0.0,0.0,0.04332169878499658
20,H9-e003Coalescence-mGAM-p5_S90,0.5,-0.0,1.0,0.5
21,H9-e003Coalescence-mGAM-p7_S186,0.347,0.111,0.583,0.347
