,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,12512,12247
A9-e003Coalescence-mBHI-p3,12524,12230
A9-e003Coalescence-mBHI-p5,12485,12116
A9-e003Coalescence-mBHI-p7,12523,12237
A9-e003Coalescence-mGAM-p5,12526,12244
A9-e003Coalescence-mGAM-p7,12521,12233
B2-e003Coalescence-Inoculumn-mGAM,12525,12252
B8-e003Coalescence-mBHI-p5,12522,12203
B8-e003Coalescence-mBHI-p7,12504,12183
B8-e003Coalescence-mGAM-p5,12528,12253
B8-e003Coalescence-mGAM-p7,12528,12250
E9-e003Coalescence-mBHI-p5_S6,12498,12029
E9-e003Coalescence-mBHI-p7_S102,12505,12095
E9-e003Coalescence-mGAM-p3_S154,12519,12246
E9-e003Coalescence-mGAM-p5_S54,12519,12235
E9-e003Coalescence-mGAM-p7_S150,8779,7968
F8-e003Coalescence-mBHI-p3_S117,12487,11942
F8-e003Coalescence-mBHI-p5_S17,12514,12090
F8-e003Coalescence-mBHI-p7_S113,12477,11878
F8-e003Coalescence-mGAM-p3_S165,9547,8934
F8-e003Coalescence-mGAM-p5_S65,12513,12237
F8-e003Coalescence-mGAM-p7_S161,12511,12224
