,index,fixed_diffs,num_int_sites,sample1,species_id
0,C12-e003Coalescence-mBHI-p3,0,3861183,C12-e003Coalescence-mBHI-p3,101337
1,C11-e003Coalescence-mBHI-p3,7,4204435,C12-e003Coalescence-mBHI-p3,101337
2,D10-e003Coalescence-mBHI-p3,9,4245272,C12-e003Coalescence-mBHI-p3,101337
3,A4-e003Coalescence-mBHI-p7,7,2796510,C12-e003Coalescence-mBHI-p3,101337
4,A4-e003Coalescence-mBHI-inoculumn-redo,13,3058083,C12-e003Coalescence-mBHI-p3,101337
5,D4-e003Coalescence-mBHI-p5,6,4219716,C12-e003Coalescence-mBHI-p3,101337
6,C2-e003Coalescence-mBHI-p5,9,2547529,C12-e003Coalescence-mBHI-p3,101337
7,D4-e003Coalescence-mBHI-p3,6,3959023,C12-e003Coalescence-mBHI-p3,101337
8,D10-e003Assembly-mGAM-p5,8,3742101,C12-e003Coalescence-mBHI-p3,101337
9,C3-e003Coalescence-mGAM-p3,18,1979994,C12-e003Coalescence-mBHI-p3,101337
10,B4-e003Assembly-mBHI-p5,1,1597840,C12-e003Coalescence-mBHI-p3,101337
11,C2-e003Coalescence-mGAM-p7,12,1951682,C12-e003Coalescence-mBHI-p3,101337
12,C4-e003Coalescence-mBHI-inoculumn-redo,6,1428584,C12-e003Coalescence-mBHI-p3,101337
13,C9-e003Coalescence-mBHI-p5,14,4262394,C12-e003Coalescence-mBHI-p3,101337
14,C2-e003Coalescence-mBHI-p3,12,4091092,C12-e003Coalescence-mBHI-p3,101337
15,D4-e003Coalescence-mBHI-p7,7,4261988,C12-e003Coalescence-mBHI-p3,101337
16,B10-e003Coalescence-mGAM-p3,15,2383002,C12-e003Coalescence-mBHI-p3,101337
17,D10-e003Coalescence-mBHI-p5,6,4258285,C12-e003Coalescence-mBHI-p3,101337
18,C5-e003Coalescence-mBHI-p3,3,3556546,C12-e003Coalescence-mBHI-p3,101337
19,C9-e003Coalescence-mBHI-p3,22,4272461,C12-e003Coalescence-mBHI-p3,101337
20,D10-e003Coalescence-mGAM-p5,3,4195363,C12-e003Coalescence-mBHI-p3,101337
21,C8-e003Coalescence-mBHI-p7,1,1521929,C12-e003Coalescence-mBHI-p3,101337
22,B10-e003Coalescence-mBHI-p5,15,4268983,C12-e003Coalescence-mBHI-p3,101337
23,C4-e003Coalescence-mGAM-p5,9,4209547,C12-e003Coalescence-mBHI-p3,101337
24,C5-e003Coalescence-mBHI-inoculumn-redo,7,3310346,C12-e003Coalescence-mBHI-p3,101337
25,AM-Fecal,388,2464578,C12-e003Coalescence-mBHI-p3,101337
26,C4-e003Coalescence-mGAM-p3,16,4236820,C12-e003Coalescence-mBHI-p3,101337
27,C5-e003Coalescence-mBHI-p5,6,4269589,C12-e003Coalescence-mBHI-p3,101337
28,C5-e003Coalescence-mGAM-p3,6,1744557,C12-e003Coalescence-mBHI-p3,101337
29,C3-e003Coalescence-mGAM-p5,12,2230258,C12-e003Coalescence-mBHI-p3,101337
30,C10-e003GlycerolRevival-mGAM-p2,9,4202640,C12-e003Coalescence-mBHI-p3,101337
31,C11-e003Coalescence-mGAM-p5,3,3869776,C12-e003Coalescence-mBHI-p3,101337
32,C10-e003Coalescence-mGAM-p3,4,3534203,C12-e003Coalescence-mBHI-p3,101337
33,D4-e003Coalescence-Inoculumn-mBHI,14,4104536,C12-e003Coalescence-mBHI-p3,101337
34,A4-e003Coalescence-mBHI-p5,16,4193718,C12-e003Coalescence-mBHI-p3,101337
35,D10-e003Coalescence-mGAM-p7,6,4072080,C12-e003Coalescence-mBHI-p3,101337
36,C12-e003Coalescence-mGAM-p3,3,1786777,C12-e003Coalescence-mBHI-p3,101337
37,C11-e003Coalescence-mGAM-p3,2,4210352,C12-e003Coalescence-mBHI-p3,101337
38,C10-e003Coalescence-mBHI-p7,9,4164511,C12-e003Coalescence-mBHI-p3,101337
39,B10-e003Coalescence-mBHI-p3,20,4263272,C12-e003Coalescence-mBHI-p3,101337
40,C11-e003Coalescence-mBHI-p5,4,4267465,C12-e003Coalescence-mBHI-p3,101337
41,C4-e003Coalescence-Inoculumn-mGAM,6,1254956,C12-e003Coalescence-mBHI-p3,101337
42,C3-e003Coalescence-mGAM-p7,18,3785403,C12-e003Coalescence-mBHI-p3,101337
43,C5-e003Coalescence-mBHI-p7,11,4279338,C12-e003Coalescence-mBHI-p3,101337
44,C11-e003Coalescence-mGAM-p7,4,3998069,C12-e003Coalescence-mBHI-p3,101337
45,D10-e003Coalescence-mBHI-p7,9,4274068,C12-e003Coalescence-mBHI-p3,101337
46,C9-e003Coalescence-mBHI-p7,17,4250876,C12-e003Coalescence-mBHI-p3,101337
47,C2-e003Coalescence-mBHI-inoculumn-redo,7,2037420,C12-e003Coalescence-mBHI-p3,101337
48,C10-e003Coalescence-mGAM-p5,10,4163268,C12-e003Coalescence-mBHI-p3,101337
49,C10-e003Coalescence-mBHI-p5,4,4215982,C12-e003Coalescence-mBHI-p3,101337
50,C3-e003Coalescence-mBHI-inoculumn-redo,21,3831392,C12-e003Coalescence-mBHI-p3,101337
51,A4-e003Coalescence-mBHI-p3,2,2667801,C12-e003Coalescence-mBHI-p3,101337
52,C8-e003Coalescence-mBHI-p5,10,3185426,C12-e003Coalescence-mBHI-p3,101337
53,B4-e003Coalescence-Inoculumn-mBHI,17,4012124,C12-e003Coalescence-mBHI-p3,101337
54,C5-e003Coalescence-Inoculumn-mGAM,5,1298228,C12-e003Coalescence-mBHI-p3,101337
55,C4-e003Coalescence-mBHI-p5,12,3711024,C12-e003Coalescence-mBHI-p3,101337
56,A4-e003Coalescence-Inoculumn-mGAM,4,2028450,C12-e003Coalescence-mBHI-p3,101337
57,B4-e003Coalescence-mBHI-p3,21,4020916,C12-e003Coalescence-mBHI-p3,101337
58,C10-e003Coalescence-mGAM-p7,12,4110273,C12-e003Coalescence-mBHI-p3,101337
59,C10-e003Coalescence-mBHI-p3,4,4273174,C12-e003Coalescence-mBHI-p3,101337
60,G5-e003Coalescence-mBHI-p7_S124,49,4273301,C12-e003Coalescence-mBHI-p3,101337
61,G4-e003Coalescence-mBHI-p5_S27,51,4237269,C12-e003Coalescence-mBHI-p3,101337
62,G2-e003Coalescence-mBHI-p3_S33,42,4229270,C12-e003Coalescence-mBHI-p3,101337
63,G111-e003Coalescence-mGAM-p5_S80,17,1758730,C12-e003Coalescence-mBHI-p3,101337
64,G100-e003Coalescence-mGAM-p3_S179,35,3659141,C12-e003Coalescence-mBHI-p3,101337
65,G111-e003Coalescence-mBHI-p5_S32,36,4273431,C12-e003Coalescence-mBHI-p3,101337
66,G5-e003Coalescence-mBHI-p3_S36,45,4046451,C12-e003Coalescence-mBHI-p3,101337
67,E100-e003Coalescence-mBHI-p7_S103,29,3856593,C12-e003Coalescence-mBHI-p3,101337
68,H100-e003Coalescence-mBHI-p5_S43,49,4277435,C12-e003Coalescence-mBHI-p3,101337
69,G3-e003Coalescence-mBHI-p3_S34,41,4245937,C12-e003Coalescence-mBHI-p3,101337
70,G100-e003Coalescence-mBHI-p5_S31,39,4244680,C12-e003Coalescence-mBHI-p3,101337
71,G3-e003Coalescence-mBHI-p5_S26,57,4242008,C12-e003Coalescence-mBHI-p3,101337
72,G5-e003Coalescence-mBHI-p5_S28,55,4274106,C12-e003Coalescence-mBHI-p3,101337
73,G4-e003Coalescence-mBHI-p3_S35,35,2705068,C12-e003Coalescence-mBHI-p3,101337
74,E4-e003Coalescence-mBHI-p5_S3,48,4261126,C12-e003Coalescence-mBHI-p3,101337
75,E4-e003Coalescence-mGAM-p5_S51,20,1374082,C12-e003Coalescence-mBHI-p3,101337
76,E8-e003Coalescence-mGAM-p3_S153,55,4274942,C12-e003Coalescence-mBHI-p3,101337
77,G111-e003Coalescence-mGAM-p3_S180,20,3071559,C12-e003Coalescence-mBHI-p3,101337
78,E100-e003Coalescence-mBHI-p5_S7,22,2601287,C12-e003Coalescence-mBHI-p3,101337
79,G3-e003Coalescence-mBHI-p7_S122,36,3163015,C12-e003Coalescence-mBHI-p3,101337
80,G4-e003Coalescence-mGAM-p5_S75,48,3294375,C12-e003Coalescence-mBHI-p3,101337
81,G8-e003Coalescence-mBHI-p3_S129,30,3865895,C12-e003Coalescence-mBHI-p3,101337
82,G4-e003Coalescence-mGAM-p3_S83,48,4074316,C12-e003Coalescence-mBHI-p3,101337
83,F4-e003Coalescence-mBHI-p7_S111,30,2672684,C12-e003Coalescence-mBHI-p3,101337
