,sample,boot_med,boot_low,boot_high,actual_med
0,A_C10_C3_ACPP_AE_mBHI_mBHI_4_S34,0.0,0.0,0.0,0.0
1,B4-e003Coalescence-Inoculumn-mBHI,0.213,0.209,0.21951249999999997,0.213
2,B4-e003Coalescence-mBHI-p1_S733,0.6,0.571,0.625,0.6
3,C3-e003Coalescence-mBHI-inoculumn-redo,0.216,0.212,0.222,0.216
4,C3-e003Coalescence-mBHI-p1_S726,0.571,0.556,0.583,0.571
5,C3-e003Coalescence-mBHI-p7,0.0,0.0,0.0,0.0
6,C3-e003Coalescence-mGAM-p7,0.0,0.0,0.0,0.0
7,Coalescence-E4-C3-ACPP-AE-mBHI-mBHI-3_S671,0.231,0.214,0.25,0.231
8,G3-e003Coalescence-mBHI-p1_S790,0.6,0.571,0.625,0.6
9,G3-e003Coalescence-mBHI-p3_S34,0.316,0.30000000000000004,0.333,0.316
10,G3-e003Coalescence-mBHI-p5_S26,0.2,0.19999999999999996,0.211,0.2
11,G3-e003Coalescence-mBHI-p7_S122,0.0,0.0,0.0,0.0
