,index,fixed_diffs,comparisons,sample1,species_id
0,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,0,1256047,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
1,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,0,1018899,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
2,A_C5_C8_AA_AE_mGAM_mBHI_2_S29,0,1247043,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
3,A_D5_D8_AA_AF_mGAM_mBHI_2_S41,1,1262562,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
4,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,0,1292094,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
5,A_E9_A2_AA_AA_mBHI_mGAM_4_S57,2,1167144,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
6,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,2,1269771,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
7,A_H5_D8_AA_AF_mGAM_mGAM_2_S89,0,1270895,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
8,B_A5_E8_AA_AA_mGAM_mBHI_2_S101,0,1085962,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
9,B_A10_A9_ACPP_AA_mGAM_mBHI_4_S106,1586,1067785,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
10,B_A11_A10_AE_AA_mGAM_mBHI_4_S107,0,1213311,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
11,B_A12_A11_AF_AA_mGAM_mBHI_4_S108,0,1284597,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
12,B_E6_E9_ACPP_AA_mGAM_mGAM_2_S150,26,1280835,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
13,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,0,1176188,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
14,B_E8_E11_AF_AA_mGAM_mGAM_2_S152,1,1296452,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
15,B_E10_A9_ACPP_AA_mGAM_mGAM_4_S154,39,1146847,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
16,B_E12_A11_AF_AA_mGAM_mGAM_4_S156,0,1279241,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
17,B_H5_H8_AA_AF_mGAM_mGAM_2_S185,0,1294422,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
18,B_H6_H9_ACPP_AF_mGAM_mGAM_2_S186,9728,1087295,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
19,B_H9_D8_AA_AF_mGAM_mGAM_4_S189,0,1272628,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
20,C_C5_C8_AA_AE_mGAM_mBHI_6_S221,0,1264328,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
21,C_D5_D8_AA_AF_mGAM_mBHI_6_S233,0,1249661,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
22,C_E4_A5_AF_AA_mBHI_mGAM_6_S244,2,1126577,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
23,C_E8_A11_AF_AA_mGAM_mGAM_6_S248,0,1287435,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
24,C_E9_E2_AA_AA_mBHI_mGAM_4_S249,2,1276517,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
25,C_H5_D8_AA_AF_mGAM_mGAM_6_S281,0,1230318,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
26,D_A6_A9_ACPP_AA_mGAM_mBHI_6_S294,0,1282782,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
27,D_A7_A10_AE_AA_mGAM_mBHI_6_S295,0,1278799,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
28,D_A8_A11_AF_AA_mGAM_mBHI_6_S296,0,1281005,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
29,D_A9_E8_AA_AA_mGAM_mBHI_4_S297,0,1293128,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
30,D_A12_E11_AF_AA_mGAM_mBHI_4_S300,0,1268588,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
31,D_C5_C8_AA_AE_mGAM_mBHI_6_S317,0,699337,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
32,D_C9_G8_AA_AE_mGAM_mBHI_4_S321,0,1249980,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
33,D_D5_D8_AA_AF_mGAM_mBHI_6_S329,3,764297,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
34,D_E6_A9_ACPP_AA_mGAM_mGAM_6_S342,0,855673,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
35,D_E8_A11_AF_AA_mGAM_mGAM_6_S344,0,1293078,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
36,D_E9_E8_AA_AA_mGAM_mGAM_4_S345,3,681277,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
37,D_E12_E11_AF_AA_mGAM_mGAM_4_S348,0,1299003,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
38,D_H5_D8_AA_AF_mGAM_mGAM_6_S377,0,1293775,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
39,D_H9_H8_AA_AF_mGAM_mGAM_4_S381,0,1258583,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
40,C9-e003Coalescence-mGAM-p3,5995,679746,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
41,A8-e003Coalescence-mBHI-p3,38,1146917,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
42,B9-e003Coalescence-mGAM-p5,11571,1263279,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
43,B11-e003Coalescence-mGAM-p3,11161,1215578,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
44,D8-e003Coalescence-mGAM-p5,49,1312459,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
45,C9-e003Coalescence-mBHI-p3,8248,910642,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
46,A9-e003Coalescence-mBHI-p3,3799,1288556,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
47,B9-e003Coalescence-mGAM-p7,8078,876196,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
48,B10-e003Coalescence-mBHI-p3,8429,945263,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
49,A9-e003Coalescence-mBHI-p7,1537,1274683,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
50,A2-e003Coalescence-mGAM-p5,40,981698,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
51,B8-e003Coalescence-mGAM-p5,179,902311,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
52,C8-e003Coalescence-mBHI-p5,38,1263228,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
53,B8-e003Coalescence-mGAM-p7,582,760330,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
54,A11-e003Coalescence-mBHI-p3,41,1271516,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
55,A9-e003Coalescence-mGAM-p5,97,840250,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
56,A11-e003Coalescence-mGAM-p3,37,1298714,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
57,H2-e003Coalescence-mGAM-p7_S181,2,1261662,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
58,F9-e003Coalescence-mGAM-p5_S66,9918,1105819,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
59,H8-e003Coalescence-mBHI-p7_S137,5,1075113,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
60,H8-e003Coalescence-mBHI-p5_S41,0,752474,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
61,H8-e003Coalescence-mGAM-p5_S89,0,1265646,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
62,E9-e003Coalescence-mGAM-p3_S154,245,706676,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
63,F111-e003Coalescence-mGAM-p3_S168,5690,648667,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
64,G8-e003Coalescence-mBHI-p7_S125,0,666351,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
65,E111-e003Coalescence-mGAM-p5_S56,0,1267964,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
66,G8-e003Coalescence-mBHI-p5_S29,0,689494,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
67,E8-e003Coalescence-mBHI-p3_S105,0,1239707,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
68,H8-e003Coalescence-mGAM-p7_S185,0,1286368,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
69,A2-e003Coalescence-Inoculumn-mGAM,39,1104672,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
70,B2-e003Coalescence-Inoculumn-mGAM,479,1015154,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
71,B3-e003Coalescence-Inoculumn-mGAM,10195,1126783,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
72,B4-e003Coalescence-Inoculumn-mGAM,8717,968631,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
73,D3-e003Coalescence-Inoculumn-mGAM,7487,821497,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
74,A4-e003Coalescence-Inoculumn-mGAM,42,1212888,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
75,G8-e003Coalescence-mBHI-p1_S814,0,906943,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
76,B8-e003Coalescence-mBHI-p1_S749,45,1286548,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
77,E11-e003Coalescence-mGAM-p1_S840,0,1300682,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
78,E9-e003Coalescence-mBHI-p1_S820,1,1296638,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
79,F8-e003Coalescence-mGAM-p1_S817,52,695815,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
80,H9-e003Coalescence-mGAM-p1_S827,11220,1238972,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
81,F8-e003Coalescence-mBHI-p1_S813,23,1259174,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
82,A8-e003Coalescence-mBHI-p1_S748,0,1251612,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
83,F11-e003Coalescence-mBHI-p1_S837,8055,896734,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
84,B8-e003Coalescence-mGAM-p1_S753,65,843368,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
85,H9-e003Coalescence-mBHI-p1_S823,10697,1190893,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
86,C9-e003Coalescence-mBHI-p1_S758,6169,712103,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
87,H8-e003Coalescence-mBHI-p1_S815,0,1289406,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
88,E8-e003Coalescence-mBHI-p1_S812,0,1298115,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
89,F11-e003Coalescence-mGAM-p1_S841,7550,844019,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
90,D8-e003Coalescence-mGAM-p1_S755,0,1280636,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
91,D9-e003Coalescence-mGAM-p1_S763,9892,1109283,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
92,C9-e003Coalescence-mGAM-p1_S762,9575,1071174,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
93,A9-e003Coalescence-mBHI-p1_S756,2,1300436,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
94,A11-e003Coalescence-mGAM-p1_S776,1,1077717,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
95,B9-e003Coalescence-mBHI-p1_S757,11404,1271402,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
96,B11-e003Coalescence-mBHI-p1_S773,5819,652784,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
97,E9-e003Coalescence-mGAM-p1_S824,57,862450,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
98,F9-e003Coalescence-mGAM-p1_S825,5492,637665,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
99,D9-e003Coalescence-mBHI-p1_S759,5578,636654,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
100,E11-e003Coalescence-mBHI-p1_S836,0,1291562,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
101,H8-e003Coalescence-mGAM-p1_S819,0,1289476,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
102,A10-e003Coalescence-mBHI-p1_S764,1,1176956,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
103,A9-e003Coalescence-mGAM-p1_S760,36,1212529,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
104,A11-e003Coalescence-mBHI-p1_S772,0,1270393,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
105,G9-e003Coalescence-mGAM-p1_S826,8276,932103,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
106,Coalescence-C9-A8-AA-AA-mGAM-mGAM-5_S652,3,880034,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
107,Coalescence-F2-E10-AA-AE-mGAM-mBHI-3_S681,2,1177064,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,101958
