,s1,s2,fixed_diffs,num_sites,Species
0,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,4,1886077,102327
1,A2-e003Coalescence-Inoculumn-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,2256,931107,102327
2,A2-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-Inoculumn-mBHI,2189,1168473,102327
3,A2-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-mBHI-inoculumn-redo,2635,1891171,102327
4,A2-e003Coalescence-Inoculumn-mBHI,B2-e003Coalescence-Inoculumn-mBHI,3421,1407032,102327
5,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI,6389,1832644,102327
6,A2-e003Coalescence-Inoculumn-mBHI,B4-e003Coalescence-Inoculumn-mBHI,6553,1805014,102327
7,A2-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-Inoculumn-mBHI,4575,1896013,102327
8,A2-e003Coalescence-Inoculumn-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,6482,1816036,102327
9,A2-e003Coalescence-Inoculumn-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,7111,1868755,102327
10,A2-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-Inoculumn-mBHI,3863,1793977,102327
11,A2-e003Coalescence-Inoculumn-mBHI,D3-e003Coalescence-Inoculumn-mBHI,4513,1916838,102327
12,A2-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-Inoculumn-mBHI,8198,1855467,102327
13,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI,6963,1884433,102327
14,A2-e003Coalescence-mBHI-inoculumn-redo,A2-e003Coalescence-Inoculumn-mBHI,4,1886077,102327
15,A2-e003Coalescence-mBHI-inoculumn-redo,A3-e003Coalescence-mBHI-inoculumn-redo,2426,987757,102327
16,A2-e003Coalescence-mBHI-inoculumn-redo,A5-e003Coalescence-Inoculumn-mBHI,2308,1237796,102327
17,A2-e003Coalescence-mBHI-inoculumn-redo,A5-e003Coalescence-mBHI-inoculumn-redo,2774,2010061,102327
18,A2-e003Coalescence-mBHI-inoculumn-redo,B2-e003Coalescence-Inoculumn-mBHI,3646,1494878,102327
19,A2-e003Coalescence-mBHI-inoculumn-redo,B3-e003Coalescence-Inoculumn-mBHI,6780,1943881,102327
20,A2-e003Coalescence-mBHI-inoculumn-redo,B4-e003Coalescence-Inoculumn-mBHI,6966,1914025,102327
21,A2-e003Coalescence-mBHI-inoculumn-redo,B5-e003Coalescence-Inoculumn-mBHI,4829,2010307,102327
22,A2-e003Coalescence-mBHI-inoculumn-redo,C3-e003Coalescence-mBHI-inoculumn-redo,6856,1927485,102327
23,A2-e003Coalescence-mBHI-inoculumn-redo,C5-e003Coalescence-mBHI-inoculumn-redo,7481,1984705,102327
24,A2-e003Coalescence-mBHI-inoculumn-redo,D2-e003Coalescence-Inoculumn-mBHI,4023,1903669,102327
25,A2-e003Coalescence-mBHI-inoculumn-redo,D3-e003Coalescence-Inoculumn-mBHI,4736,2032814,102327
26,A2-e003Coalescence-mBHI-inoculumn-redo,D4-e003Coalescence-Inoculumn-mBHI,8624,1970885,102327
27,A2-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI,7343,2000672,102327
28,A3-e003Coalescence-mBHI-inoculumn-redo,A2-e003Coalescence-Inoculumn-mBHI,2256,931107,102327
29,A3-e003Coalescence-mBHI-inoculumn-redo,A2-e003Coalescence-mBHI-inoculumn-redo,2426,987757,102327
30,A3-e003Coalescence-mBHI-inoculumn-redo,A5-e003Coalescence-Inoculumn-mBHI,1161,670024,102327
31,A3-e003Coalescence-mBHI-inoculumn-redo,A5-e003Coalescence-mBHI-inoculumn-redo,1459,1071902,102327
32,A3-e003Coalescence-mBHI-inoculumn-redo,B2-e003Coalescence-Inoculumn-mBHI,194,872696,102327
33,A3-e003Coalescence-mBHI-inoculumn-redo,B3-e003Coalescence-Inoculumn-mBHI,127,1140003,102327
34,A3-e003Coalescence-mBHI-inoculumn-redo,B4-e003Coalescence-Inoculumn-mBHI,201,1120152,102327
35,A3-e003Coalescence-mBHI-inoculumn-redo,B5-e003Coalescence-Inoculumn-mBHI,160,1139650,102327
36,A3-e003Coalescence-mBHI-inoculumn-redo,C3-e003Coalescence-mBHI-inoculumn-redo,154,1130223,102327
37,A3-e003Coalescence-mBHI-inoculumn-redo,C5-e003Coalescence-mBHI-inoculumn-redo,2535,1083723,102327
38,A3-e003Coalescence-mBHI-inoculumn-redo,D2-e003Coalescence-Inoculumn-mBHI,1760,1026590,102327
39,A3-e003Coalescence-mBHI-inoculumn-redo,D3-e003Coalescence-Inoculumn-mBHI,122,1151029,102327
40,A3-e003Coalescence-mBHI-inoculumn-redo,D4-e003Coalescence-Inoculumn-mBHI,3051,1075641,102327
41,A3-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI,2396,1090107,102327
42,A5-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mBHI,2191,1168473,102327
43,A5-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,2309,1237796,102327
44,A5-e003Coalescence-Inoculumn-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,1163,670024,102327
45,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-mBHI-inoculumn-redo,224,1398782,102327
46,A5-e003Coalescence-Inoculumn-mBHI,B2-e003Coalescence-Inoculumn-mBHI,1718,1002868,102327
47,A5-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI,2593,1315214,102327
48,A5-e003Coalescence-Inoculumn-mBHI,B4-e003Coalescence-Inoculumn-mBHI,2706,1294997,102327
49,A5-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-Inoculumn-mBHI,395,1414262,102327
50,A5-e003Coalescence-Inoculumn-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,2623,1305952,102327
51,A5-e003Coalescence-Inoculumn-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,410,1430146,102327
52,A5-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-Inoculumn-mBHI,304,1349394,102327
53,A5-e003Coalescence-Inoculumn-mBHI,D3-e003Coalescence-Inoculumn-mBHI,289,1427687,102327
54,A5-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-Inoculumn-mBHI,600,1419701,102327
55,A5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI,390,1443855,102327
56,A5-e003Coalescence-mBHI-inoculumn-redo,A2-e003Coalescence-Inoculumn-mBHI,2651,1891171,102327
57,A5-e003Coalescence-mBHI-inoculumn-redo,A2-e003Coalescence-mBHI-inoculumn-redo,2790,2010061,102327
58,A5-e003Coalescence-mBHI-inoculumn-redo,A3-e003Coalescence-mBHI-inoculumn-redo,1478,1071902,102327
