,A2-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,0.9998942620163511,2.968904738917646e-05
D5-e003Coalescence-Inoculumn-mBHI,0.000914177239696603,0.9980132791920265
A5-e003Coalescence-Inoculumn-mBHI,0.389,0.447
A5-e003Coalescence-mBHI-inoculumn-redo,0.4,0.488
A5-e003Coalescence-mBHI-p3,0.545,0.276
A5-e003Coalescence-mBHI-p7,0.009579175722993875,0.9325000000000001
A5-e003Coalescence-mGAM-p3,0.2405,0.655
D2-e003Coalescence-Inoculumn-mBHI,0.382,0.494
D2-e003Coalescence-mBHI-p3,0.5125,0.328
D2-e003Coalescence-mBHI-p5,0.167,0.714
D2-e003Coalescence-mBHI-p7,0.04540218720629776,0.9396661642077527
D2-e003Coalescence-mGAM-p5,0.002317227853114553,0.942
E5-e003Coalescence-mBHI-p3_S12,0.681,0.194
E5-e003Coalescence-mBHI-p5_S4,0.015165733134816164,0.8734999999999999
E5-e003Coalescence-mBHI-p7_S100,0.0008751845864444055,0.9984830395204655
E5-e003Coalescence-mGAM-p3_S60,0.30400000000000005,0.5895
E5-e003Coalescence-mGAM-p5_S52,0.0073676039230249,0.929
E5-e003Coalescence-mGAM-p7_S148,0.0014696274581778841,0.7244999999999999
H2-e003Coalescence-mBHI-p3_S45,0.882,0.071
H2-e003Coalescence-mBHI-p7_S133,0.06,0.893
H2-e003Coalescence-mGAM-p3_S93,0.081,0.848
H2-e003Coalescence-mGAM-p5_S85,0.025607978435316193,0.91298965805133
H2-e003Coalescence-mGAM-p7_S181,0.007417572794587524,0.3
