,sample,boot_med,boot_low,boot_high,actual_med,shifts_low,shifts_high,shifts_med
0,A11-e003Coalescence-mBHI-p1_S772,0.3309203722854188,0.3285123966942149,0.33298755186721996,0.3309203722854188,0.029000000000000026,0.03699999999999992,0.03299999999999992
1,A11-e003Coalescence-mBHI-p3,0.0877016129032258,0.08678102926337032,0.0887096774193548,0.08779011099899088,0.008000000000000007,0.010000000000000009,0.009000000000000008
2,A11-e003Coalescence-mBHI-p5,0.09229208924949289,0.08859470468431771,0.09285714285714286,0.09229208924949289,0.009000000000000008,0.020000000000000018,0.014000000000000012
3,A11-e003Coalescence-mBHI-p7,0.06726907630522089,0.06256306760847628,0.06767676767676768,0.06726907630522089,0.0040000000000000036,0.010000000000000009,0.0040000000000000036
4,A11-e003Coalescence-mGAM-p1_S776,0.32911392405063294,0.32386961093585703,0.33333333333333337,0.3267015706806283,0.038999999999999924,0.052000000000000046,0.04499999999999993
5,A11-e003Coalescence-mGAM-p3,0.07661290322580645,0.07560483870967742,0.07762096774193548,0.07661290322580645,0.006000000000000005,0.010000000000000009,0.008000000000000007
6,A11-e003Coalescence-mGAM-p7,0.09182643794147326,0.08814589665653495,0.09182643794147326,0.09182643794147326,0.009000000000000008,0.013000000000000012,0.009000000000000008
7,A5-e003Coalescence-Inoculumn-mGAM,0.47330595482546206,0.4716786817713697,0.4753086419753087,0.4732510288065844,0.02400000000000002,0.030999999999999917,0.028000000000000025
8,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,0.05751765893037336,0.05656565656565656,0.058467741935483875,0.05757575757575757,0.007999999999999896,0.010999999999999899,0.009999999999999898
9,A_D5_D8_AA_AF_mGAM_mBHI_2_S41,0.04128902316213498,0.041289023162134945,0.04229607250755287,0.041289023162134945,0.006000000000000005,0.008000000000000007,0.007000000000000006
10,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,0.04444444444444444,0.04343434343434343,0.045408678102926335,0.04444444444444444,0.008000000000000007,0.01100000000000001,0.010000000000000009
11,A_H5_D8_AA_AF_mGAM_mGAM_2_S89,0.05364372469635627,0.05348133198789102,0.05460060667340748,0.05364372469635627,0.009000000000000008,0.0119999999999999,0.0119999999999999
12,B_A12_A11_AF_AA_mGAM_mBHI_4_S108,0.1,0.0989795918367347,0.10102040816326531,0.1,0.018000000000000016,0.02100000000000002,0.020000000000000018
13,B_A8_E11_AF_AA_mGAM_mBHI_2_S104,0.03662999666252685,0.03454371928384847,0.03875992614601866,0.03665998518989347,0.00028573220069515735,0.005630566238428559,0.0028967061230115165
14,B_D5_H8_AA_AF_mGAM_mBHI_2_S137,0.02398407658924634,0.022381389185773343,0.02559685214471389,0.023988196902098347,0.0015846245083430994,0.005720811020107894,0.003750583077878844
15,B_E12_A11_AF_AA_mGAM_mGAM_4_S156,0.07077856420626896,0.06983805668016195,0.07186234817813765,0.07092198581560284,0.010999999999999899,0.014000000000000012,0.0129999999999999
16,B_E8_E11_AF_AA_mGAM_mGAM_2_S152,0.021105527638190975,0.021105527638190957,0.022088353413654616,0.021105527638190975,0.0040000000000000036,0.0050000000000000044,0.0050000000000000044
17,B_H5_H8_AA_AF_mGAM_mGAM_2_S185,0.06983805668016195,0.06885988827960847,0.07077856420626896,0.06983805668016195,0.010000000000000009,0.0129999999999999,0.01200000000000001
18,B_H9_D8_AA_AF_mGAM_mGAM_4_S189,0.059898477157360394,0.059716599190283395,0.06275303643724696,0.05989847715736046,0.008999999999999897,0.014999999999999902,0.0129999999999999
19,C_D5_D8_AA_AF_mGAM_mBHI_6_S233,0.1031344792719919,0.10222672064777329,0.10414560161779575,0.1031344792719919,0.010000000000000009,0.013000000000000012,0.011249999999999982
20,C_E8_A11_AF_AA_mGAM_mGAM_6_S248,0.10153846153846152,0.10051282051282052,0.1024590163934426,0.10153846153846155,0.02400000000000002,0.026000000000000023,0.025000000000000022
