,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A_C12_C5_AF_AE_mBHI_mBHI_4_S36,7652,7488
A_C4_C5_AF_AE_mBHI_mBHI_2_S28,7602,7356
A_D11_D4_AE_AF_mBHI_mBHI_4_S47,6517,6327
A_D3_D4_AE_AF_mBHI_mBHI_2_S39,5615,5440
A_G4_C5_AF_AE_mBHI_mGAM_2_S76,7712,7565
A_H11_D4_AE_AF_mBHI_mGAM_4_S95,7731,7571
A_H3_D4_AE_AF_mBHI_mGAM_2_S87,7734,7571
B_G4_G5_AF_AE_mBHI_mGAM_2_S172,7664,7537
B_H3_H4_AE_AF_mBHI_mGAM_2_S183,7710,7555
C5-e003Coalescence-mBHI-inoculumn-redo,7738,7569
C5-e003Coalescence-mBHI-p1_S742,6157,6098
C5-e003Coalescence-mBHI-p5,7654,7480
C5-e003Coalescence-mBHI-p7,7722,7559
C5-e003Coalescence-mGAM-p1_S746,7576,7416
C5-e003Coalescence-mGAM-p3,7741,7575
C5-e003Coalescence-mGAM-p7,7741,7572
C_C4_C5_AF_AE_mBHI_mBHI_6_S220,7446,7272
C_D11_H4_AE_AF_mBHI_mBHI_4_S239,7615,7417
C_D3_D4_AE_AF_mBHI_mBHI_6_S231,7300,7180
C_G12_G5_AF_AE_mBHI_mGAM_4_S276,7721,7575
C_G4_C5_AF_AE_mBHI_mGAM_6_S268,7544,7406
C_H11_H4_AE_AF_mBHI_mGAM_4_S287,7674,7502
C_H3_D4_AE_AF_mBHI_mGAM_6_S279,7560,7358
Coalescence-D2-C5-AE-AF-mBHI-mGAM-5_S657,7659,7500
D4-e003Coalescence-Inoculumn-mBHI,7743,7575
D4-e003Coalescence-mBHI-p1_S735,7676,7506
D4-e003Coalescence-mBHI-p3,4029,3982
D4-e003Coalescence-mBHI-p7,7125,6946
D4-e003Coalescence-mGAM-p1_S739,7725,7572
D4-e003Coalescence-mGAM-p3,7742,7578
D4-e003Coalescence-mGAM-p5,7742,7577
D4-e003Coalescence-mGAM-p7,7742,7574
D_C4_C5_AF_AE_mBHI_mBHI_6_S316,4976,4869
D_D3_D4_AE_AF_mBHI_mBHI_6_S327,5593,5444
D_G4_C5_AF_AE_mBHI_mGAM_6_S364,6051,5869
D_H3_D4_AE_AF_mBHI_mGAM_6_S375,7733,7569
G5-e003Coalescence-mBHI-p1_S806,6753,6624
G5-e003Coalescence-mBHI-p5_S28,7644,7460
G5-e003Coalescence-mBHI-p7_S124,7625,7441
G5-e003Coalescence-mGAM-p1_S810,7708,7533
G5-e003Coalescence-mGAM-p3_S84,7702,7572
G5-e003Coalescence-mGAM-p5_S76,7730,7573
G5-e003Coalescence-mGAM-p7_S172,7732,7556
H4-e003Coalescence-mBHI-p1_S799,7616,7465
H4-e003Coalescence-mBHI-p3_S47,7432,7209
H4-e003Coalescence-mBHI-p5_S39,6835,6506
H4-e003Coalescence-mBHI-p7_S135,6833,6703
H4-e003Coalescence-mGAM-p1_S803,7627,7489
H4-e003Coalescence-mGAM-p3_S95,7551,7441
H4-e003Coalescence-mGAM-p5_S87,7629,7408
H4-e003Coalescence-mGAM-p7_S183,7658,7434
