,index,fixed_diffs,num_int_sites,sample1,species_id
0,F3-e004Assembly-epsilon-p3,0,4341582,F3-e004Assembly-epsilon-p3,100108
1,G3-e004Assembly-epsilon-p7,0,4424790,F3-e004Assembly-epsilon-p3,100108
2,C3-e004Assembly-mBHI-p7,6,3911655,F3-e004Assembly-epsilon-p3,100108
3,G3-e004Assembly-epsilon-p3,5,4304988,F3-e004Assembly-epsilon-p3,100108
4,F3-e004Assembly-epsilon-p5,2,4302619,F3-e004Assembly-epsilon-p3,100108
5,G3-e004Assembly-epsilon-p5,2,4390154,F3-e004Assembly-epsilon-p3,100108
6,F3-e004Assembly-epsilon-p7,0,4349501,F3-e004Assembly-epsilon-p3,100108
0,F3-e004Assembly-epsilon-p3,52,4341582,G3-e004Assembly-epsilon-p7,100108
1,G3-e004Assembly-epsilon-p7,0,4424790,G3-e004Assembly-epsilon-p7,100108
2,C3-e004Assembly-mBHI-p7,19,3911655,G3-e004Assembly-epsilon-p7,100108
3,G3-e004Assembly-epsilon-p3,51,4304988,G3-e004Assembly-epsilon-p7,100108
4,F3-e004Assembly-epsilon-p5,50,4302619,G3-e004Assembly-epsilon-p7,100108
5,G3-e004Assembly-epsilon-p5,49,4390154,G3-e004Assembly-epsilon-p7,100108
6,F3-e004Assembly-epsilon-p7,46,4349501,G3-e004Assembly-epsilon-p7,100108
0,F3-e004Assembly-epsilon-p3,2,4341582,C3-e004Assembly-mBHI-p7,100108
1,G3-e004Assembly-epsilon-p7,4,4424790,C3-e004Assembly-mBHI-p7,100108
2,C3-e004Assembly-mBHI-p7,0,3911655,C3-e004Assembly-mBHI-p7,100108
3,G3-e004Assembly-epsilon-p3,2,4304988,C3-e004Assembly-mBHI-p7,100108
4,F3-e004Assembly-epsilon-p5,2,4302619,C3-e004Assembly-mBHI-p7,100108
5,G3-e004Assembly-epsilon-p5,2,4390154,C3-e004Assembly-mBHI-p7,100108
6,F3-e004Assembly-epsilon-p7,2,4349501,C3-e004Assembly-mBHI-p7,100108
0,F3-e004Assembly-epsilon-p3,5,4341582,G3-e004Assembly-epsilon-p3,100108
1,G3-e004Assembly-epsilon-p7,0,4424790,G3-e004Assembly-epsilon-p3,100108
2,C3-e004Assembly-mBHI-p7,6,3911655,G3-e004Assembly-epsilon-p3,100108
3,G3-e004Assembly-epsilon-p3,0,4304988,G3-e004Assembly-epsilon-p3,100108
4,F3-e004Assembly-epsilon-p5,4,4302619,G3-e004Assembly-epsilon-p3,100108
5,G3-e004Assembly-epsilon-p5,3,4390154,G3-e004Assembly-epsilon-p3,100108
6,F3-e004Assembly-epsilon-p7,5,4349501,G3-e004Assembly-epsilon-p3,100108
0,F3-e004Assembly-epsilon-p3,10,4341582,F3-e004Assembly-epsilon-p5,100108
1,G3-e004Assembly-epsilon-p7,3,4424790,F3-e004Assembly-epsilon-p5,100108
2,C3-e004Assembly-mBHI-p7,6,3911655,F3-e004Assembly-epsilon-p5,100108
3,G3-e004Assembly-epsilon-p3,13,4304988,F3-e004Assembly-epsilon-p5,100108
4,F3-e004Assembly-epsilon-p5,0,4302619,F3-e004Assembly-epsilon-p5,100108
5,G3-e004Assembly-epsilon-p5,5,4390154,F3-e004Assembly-epsilon-p5,100108
6,F3-e004Assembly-epsilon-p7,6,4349501,F3-e004Assembly-epsilon-p5,100108
0,F3-e004Assembly-epsilon-p3,11,4341582,G3-e004Assembly-epsilon-p5,100108
1,G3-e004Assembly-epsilon-p7,1,4424790,G3-e004Assembly-epsilon-p5,100108
2,C3-e004Assembly-mBHI-p7,7,3911655,G3-e004Assembly-epsilon-p5,100108
3,G3-e004Assembly-epsilon-p3,11,4304988,G3-e004Assembly-epsilon-p5,100108
4,F3-e004Assembly-epsilon-p5,7,4302619,G3-e004Assembly-epsilon-p5,100108
5,G3-e004Assembly-epsilon-p5,0,4390154,G3-e004Assembly-epsilon-p5,100108
6,F3-e004Assembly-epsilon-p7,4,4349501,G3-e004Assembly-epsilon-p5,100108
0,F3-e004Assembly-epsilon-p3,9,4341582,F3-e004Assembly-epsilon-p7,100108
1,G3-e004Assembly-epsilon-p7,1,4424790,F3-e004Assembly-epsilon-p7,100108
2,C3-e004Assembly-mBHI-p7,8,3911655,F3-e004Assembly-epsilon-p7,100108
3,G3-e004Assembly-epsilon-p3,15,4304988,F3-e004Assembly-epsilon-p7,100108
4,F3-e004Assembly-epsilon-p5,8,4302619,F3-e004Assembly-epsilon-p7,100108
5,G3-e004Assembly-epsilon-p5,7,4390154,F3-e004Assembly-epsilon-p7,100108
6,F3-e004Assembly-epsilon-p7,0,4349501,F3-e004Assembly-epsilon-p7,100108
