,0
C9-e003Coalescence-mGAM-p3,45.0
C9-e003Coalescence-mGAM-p7,50.0
B9-e003Coalescence-mGAM-p5,67.0
C4-e003GlycerolRevival-mBHI-p2,24.0
B12-e003Coalescence-mBHI-p3,12.0
B8-e003Coalescence-mBHI-p5,48.0
B11-e003Coalescence-mGAM-p3,82.0
C9-e003Coalescence-mBHI-p5,36.0
D9-e003Coalescence-mGAM-p7,34.0
B10-e003Coalescence-mGAM-p3,37.0
A9-e003Coalescence-mGAM-p7,15.0
B5-e003Coalescence-Inoculumn-mGAM,16.0
D9-e003Coalescence-mGAM-p5,45.0
C9-e003Coalescence-mBHI-p3,44.0
B10-e003Coalescence-mBHI-p5,36.0
BF-Fecal,18.0
e003-inoculumn-fecal-AC,5.0
B9-e003GlycerolRevival-mGAM-p2,9.0
B2-e003Coalescence-Inoculumn-mGAM,14.0
B12-e003Coalescence-mGAM-p3,12.0
A3-e003Coalescence-Inoculumn-mGAM,8.0
A9-e003Coalescence-mBHI-p3,106.0
A9-e003Coalescence-mBHI-p5,23.0
D9-e003Coalescence-mBHI-p3,6.0
BG-Fecal,4.0
B9-e003Assembly-mGAM-p5,9.0
D9-e003Coalescence-mGAM-p3,31.0
B9-e003Coalescence-mGAM-p7,25.0
B11-e003Coalescence-mGAM-p7,18.0
C3-e003Coalescence-Inoculumn-mGAM,18.0
B9-e003Coalescence-mBHI-p5,62.0
B10-e003Coalescence-mBHI-p3,37.0
C3-e003GlycerolRevival-mBHI-p2,29.0
B10-e003Coalescence-mGAM-p7,8.0
A9-e003Coalescence-mBHI-p7,64.0
B3-e003Coalescence-Inoculumn-mGAM,41.0
B4-e003Coalescence-Inoculumn-mGAM,31.0
D9-e003Coalescence-mBHI-p5,24.0
B9-e003Coalescence-mBHI-p7,28.0
D9-e003Coalescence-mBHI-p7,19.0
C9-e003Coalescence-mBHI-p7,20.0
B8-e003Coalescence-mGAM-p5,31.0
C4-e003Assembly-mBHI-p5,4.0
B9-e003Coalescence-mBHI-p3,22.0
C3-e003Assembly-mBHI-p5,36.0
C9-e003Coalescence-mGAM-p5,47.0
B8-e003Coalescence-mGAM-p7,36.0
B8-e003Coalescence-mBHI-p7,16.0
D3-e003Coalescence-Inoculumn-mGAM,22.0
B11-e003Coalescence-mBHI-p3,29.0
BA-Fecal,5.0
A9-e003Coalescence-mGAM-p5,33.0
F8-e003Coalescence-mBHI-p3_S117,31.0
F100-e003Coalescence-mGAM-p7_S163,51.0
F9-e003Coalescence-mBHI-p5_S18,46.0
E9-e003Coalescence-mBHI-p5_S6,30.0
F111-e003Coalescence-mGAM-p5_S68,16.0
H9-e003Coalescence-mGAM-p3_S190,6.0
F9-e003Coalescence-mGAM-p5_S66,39.0
E9-e003Coalescence-mBHI-p7_S102,38.0
F111-e003Coalescence-mGAM-p7_S164,15.0
F8-e003Coalescence-mGAM-p5_S65,18.0
G9-e003Coalescence-mGAM-p5_S78,21.0
F9-e003Coalescence-mBHI-p3_S118,7.0
H9-e003Coalescence-mGAM-p5_S90,15.0
E8-e003Coalescence-mBHI-p7_S101,6.0
G9-e003Coalescence-mGAM-p7_S174,47.0
F9-e003Coalescence-mGAM-p7_S162,18.0
F8-e003Coalescence-mGAM-p7_S161,14.0
H9-e003Coalescence-mGAM-p7_S186,21.0
F100-e003Coalescence-mBHI-p7_S115,35.0
F100-e003Coalescence-mGAM-p3_S167,17.0
E9-e003Coalescence-mGAM-p3_S154,39.0
F111-e003Coalescence-mGAM-p3_S168,13.0
F8-e003Coalescence-mBHI-p7_S113,31.0
F100-e003Coalescence-mGAM-p5_S67,12.0
E111-e003Coalescence-mBHI-p7_S104,4.0
E9-e003Coalescence-mGAM-p5_S54,18.0
G9-e003Coalescence-mBHI-p3_S130,23.0
H9-e003Coalescence-mBHI-p5_S42,33.0
G9-e003Coalescence-mBHI-p5_S30,35.0
F111-e003Coalescence-mBHI-p7_S116,18.0
F111-e003Coalescence-mBHI-p3_S120,20.0
G9-e003Coalescence-mGAM-p3_S178,63.0
H9-e003Coalescence-mBHI-p7_S138,15.0
F111-e003Coalescence-mBHI-p5_S20,10.0
F8-e003Coalescence-mBHI-p5_S17,43.0
