,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A_C8_C11_AF_AE_mGAM_mBHI_2_S32,11658,6836
A_G8_C11_AF_AE_mGAM_mGAM_2_S80,11742,6825
B_C12_C11_AF_AE_mGAM_mBHI_4_S132,11762,6840
B_C8_G11_AF_AE_mGAM_mBHI_2_S128,7754,4603
B_D11_D10_AE_AF_mGAM_mBHI_4_S143,11742,6838
B_D7_H10_AE_AF_mGAM_mBHI_2_S139,11782,6851
B_G12_C11_AF_AE_mGAM_mGAM_4_S180,7023,3804
B_G8_G11_AF_AE_mGAM_mGAM_2_S176,11465,6612
B_H7_H10_AE_AF_mGAM_mGAM_2_S187,11753,6802
C11-e003Coalescence-mBHI-p1_S774,10035,5704
C11-e003Coalescence-mBHI-p3,11488,6720
C11-e003Coalescence-mBHI-p5,11765,6844
C11-e003Coalescence-mGAM-p3,11777,6836
C11-e003Coalescence-mGAM-p5,11519,6664
C11-e003Coalescence-mGAM-p7,10829,6211
C5-e003Coalescence-Inoculumn-mGAM,11736,6827
C_C8_C11_AF_AE_mGAM_mBHI_6_S224,11758,6844
C_D7_D10_AE_AF_mGAM_mBHI_6_S235,11775,6851
C_G8_C11_AF_AE_mGAM_mGAM_6_S272,11005,6388
C_H7_D10_AE_AF_mGAM_mGAM_6_S283,11775,6827
Coalescence-A10-C11-AE-AF-mGAM-mBHI-7_S629,11771,6846
D10-e003Coalescence-mBHI-p3,11672,6798
D10-e003Coalescence-mBHI-p5,11368,6588
D10-e003Coalescence-mBHI-p7,11633,6795
D10-e003Coalescence-mGAM-p1_S771,11708,6786
D10-e003Coalescence-mGAM-p3,7480,4286
D10-e003Coalescence-mGAM-p5,11750,6827
D10-e003Coalescence-mGAM-p7,11673,6770
D4-e003Coalescence-Inoculumn-mGAM,11177,6478
D_C12_G11_AF_AE_mGAM_mBHI_4_S324,11779,6850
D_C8_C11_AF_AE_mGAM_mBHI_6_S320,11739,6843
D_D11_H10_AE_AF_mGAM_mBHI_4_S335,11782,6850
D_D6_D9_ACPP_AF_mGAM_mBHI_6_S330,11731,6825
D_D7_D10_AE_AF_mGAM_mBHI_6_S331,11763,6849
D_G12_G11_AF_AE_mGAM_mGAM_4_S372,11783,6825
D_G8_C11_AF_AE_mGAM_mGAM_6_S368,11782,6846
D_H11_H10_AE_AF_mGAM_mGAM_4_S383,9402,5407
D_H7_D10_AE_AF_mGAM_mGAM_6_S379,10422,5939
G11-e003Coalescence-mBHI-p1_S838,11510,6670
G11-e003Coalescence-mGAM-p1_S842,11124,6427
G111-e003Coalescence-mBHI-p5_S32,11755,6840
G111-e003Coalescence-mBHI-p7_S128,11589,6769
G111-e003Coalescence-mGAM-p3_S180,11524,6634
G111-e003Coalescence-mGAM-p5_S80,11462,6604
H10-e003Coalescence-mBHI-p1_S831,11767,6831
H10-e003Coalescence-mGAM-p1_S835,11382,6539
H100-e003Coalescence-mBHI-p5_S43,11743,6839
H100-e003Coalescence-mBHI-p7_S139,11726,6833
