,0
A_C2_C3_ACPP_AE_mBHI_mBHI_2_S26,2.0
A_C3_C4_AE_AE_mBHI_mBHI_2_S27,20.0
A_C5_C8_AA_AE_mGAM_mBHI_2_S29,9.0
A_C11_C4_AE_AE_mBHI_mBHI_4_S35,79.0
A_E2_A3_ACPP_AA_mBHI_mGAM_2_S50,2.0
A_E3_A4_AE_AA_mBHI_mGAM_2_S51,2.0
A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,12.0
A_E11_A4_AE_AA_mBHI_mGAM_4_S59,7.0
A_G1_C2_AA_AE_mBHI_mGAM_2_S73,12.0
A_G2_C3_ACPP_AE_mBHI_mGAM_2_S74,3.0
A_G3_C4_AE_AE_mBHI_mGAM_2_S75,21.0
A_G4_C5_AF_AE_mBHI_mGAM_2_S76,3.0
A_G5_C8_AA_AE_mGAM_mGAM_2_S77,13.0
A_G8_C11_AF_AE_mGAM_mGAM_2_S80,4.0
A_G9_C2_AA_AE_mBHI_mGAM_4_S81,19.0
A_G10_C3_ACPP_AE_mBHI_mGAM_4_S82,5.0
A_H3_D4_AE_AF_mBHI_mGAM_2_S87,6.0
A_H11_D4_AE_AF_mBHI_mGAM_4_S95,2.0
B_A7_E10_AE_AA_mGAM_mBHI_2_S103,24.0
B_A11_A10_AE_AA_mGAM_mBHI_4_S107,30.0
B_C3_G4_AE_AE_mBHI_mBHI_2_S123,4.0
B_C5_G8_AA_AE_mGAM_mBHI_2_S125,4.0
B_C7_G10_AE_AE_mGAM_mBHI_2_S127,30.0
B_C9_C8_AA_AE_mGAM_mBHI_4_S129,8.0
B_C11_C10_AE_AE_mGAM_mBHI_4_S131,24.0
B_E2_E3_ACPP_AA_mBHI_mGAM_2_S146,7.0
B_E3_E4_AE_AA_mBHI_mGAM_2_S147,2.0
B_E7_E10_AE_AA_mGAM_mGAM_2_S151,16.0
B_E11_A10_AE_AA_mGAM_mGAM_4_S155,5.0
B_G1_G2_AA_AE_mBHI_mGAM_2_S169,8.0
B_G3_G4_AE_AE_mBHI_mGAM_2_S171,2.0
B_G4_G5_AF_AE_mBHI_mGAM_2_S172,2.0
B_G7_G10_AE_AE_mGAM_mGAM_2_S175,15.0
B_G8_G11_AF_AE_mGAM_mGAM_2_S176,2.0
B_G9_C8_AA_AE_mGAM_mGAM_4_S177,3.0
B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,4.0
B_G11_C10_AE_AE_mGAM_mGAM_4_S179,8.0
B_H3_H4_AE_AF_mBHI_mGAM_2_S183,2.0
