,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
C9-e003Coalescence-mGAM-p3,0.9298306592704164,0.0648095537396851
C11-e003Coalescence-mBHI-p3,0.14612419170268479,0.8278174396517262
C9-e003Coalescence-mGAM-p7,0.9280615189223198,0.06308470487173538
C8-e003Coalescence-mGAM-p7,0.09019306589878281,0.8488455712035371
D10-e003Coalescence-mBHI-p3,0.03779975713553676,0.943121980800848
F3-e004Assembly-epsilon-p3,0.006212637879637231,0.9816109522918743
A4-e003Coalescence-mBHI-p7,0.15008002097458545,0.8093707128866461
B9-e003Coalescence-mGAM-p5,0.9949531356035057,0.003714900801377139
A4-e003Coalescence-mBHI-inoculumn-redo,0.005046864396494308,0.9879422475534128
B3-e003Coalescence-mBHI-p3,0.9965976470040004,0.0027396638762281203
D4-e003Coalescence-mBHI-p5,0.08340150236035425,0.8659526073620979
C2-e003Coalescence-mBHI-p5,0.05070984915623315,0.948669489516694
B3-e004Assembly-mBHI-p7,0.0740223637572918,0.8950274308541776
D4-e003Coalescence-mBHI-p3,0.05453932294344807,0.8828869754407339
C4-e003GlycerolRevival-mBHI-p2,0.01805106453881068,0.952036845490363
D10-e003Assembly-mGAM-p5,0.15632294806373556,0.8043243196689359
C3-e004Assembly-mBHI-p5,0.1428846589970507,0.8231155315293128
D3-e004Assembly-mGAM-p7,0.0017976513332576603,0.9941343289150782
D3-e003Coalescence-Inoculumn-mBHI,0.9004086854529311,0.08788765543648926
C3-e003Coalescence-mBHI-p7,0.0022549844110934356,0.9943358890975336
B8-e003Coalescence-mBHI-p5,0.9991739789927624,0.0008278145259989714
C2-e003Coalescence-mGAM-p7,0.03731432997375322,0.25
B11-e003Coalescence-mGAM-p3,0.9996190455872821,0.00026692361156590595
C4-e003Coalescence-mBHI-inoculumn-redo,0.0014300133707286372,0.9998402045215299
D5-e003Coalescence-mBHI-p7,0.999233366710489,0.0006613170205255237
C9-e003Coalescence-mBHI-p5,0.9170471610124772,0.07072200275019278
C2-e003Coalescence-mBHI-p3,0.000668683672525661,0.9991676187969716
D9-e003Coalescence-mGAM-p7,0.9906083271202476,0.008148776094912028
D4-e003Coalescence-mBHI-p7,0.050372270409999094,0.8891469760850772
E3-e004Assembly-mGAM-p3,0.011059096794342721,0.9700597385534007
B10-e003Coalescence-mGAM-p3,0.45499999999999996,0.5
B5-e003Coalescence-Inoculumn-mGAM,0.9407182414191697,0.05728618640476064
D5-e003Coalescence-mBHI-p3,0.9856049728616797,0.01723141480090918
D9-e003Coalescence-mGAM-p5,0.9993671477385894,0.0005917047025754686
C9-e003Coalescence-mBHI-p3,0.667,0.31599999999999995
D10-e003Coalescence-mGAM-p5,0.014526013981347365,0.842
C8-e003Coalescence-mBHI-p7,0.027768503884088525,0.9744261036324855
G3-e004Assembly-epsilon-p7,0.009112711410613648,0.9741579904996096
D4-e003Coalescence-mGAM-p5,0.013508393242587591,0.963219059108309
C3-e004Assembly-mBHI-p7,0.018072919976959142,0.9618013390601986
B5-e003Coalescence-mGAM-p5,0.9972895996239247,0.0010895330317681156
