,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
C9-e003Coalescence-mGAM-p3,0.9370263964060459,0.06308613643006494
C11-e003Coalescence-mBHI-p3,0.14886250868881096,0.8382911045214766
C9-e003Coalescence-mGAM-p7,0.9430599075443552,0.06066025791597594
C8-e003Coalescence-mGAM-p7,0.10798679438537238,0.8643074977995717
D10-e003Coalescence-mBHI-p3,0.05252930896185539,0.9432730788688486
F3-e004Assembly-epsilon-p3,0.01209373591694704,0.9824848035403261
A4-e003Coalescence-mBHI-p7,0.1730537310449689,0.8109255430537791
B9-e003Coalescence-mGAM-p5,0.99588855334954,0.0038544487097885035
A4-e003Coalescence-mBHI-inoculumn-redo,0.015200757331416202,0.9888914293904649
B3-e003Coalescence-mBHI-p3,0.9973704664820536,0.002086346725092145
D4-e003Coalescence-mBHI-p5,0.11592534455034534,0.8634183425877143
C2-e003Coalescence-mBHI-p5,0.06866441723482537,0.9418476586464088
B3-e004Assembly-mBHI-p7,0.08628897045753248,0.8939517964641833
D4-e003Coalescence-mBHI-p3,0.07195091324987313,0.8983959970617593
C4-e003GlycerolRevival-mBHI-p2,0.025700906628124055,0.9601395401405937
D10-e003Assembly-mGAM-p5,0.18302912460694312,0.821370727547575
C3-e004Assembly-mBHI-p5,0.16758211504060058,0.8289824003531064
D3-e004Assembly-mGAM-p7,0.003909896449630866,0.9943482515282887
D3-e003Coalescence-Inoculumn-mBHI,0.901291230380005,0.09452121621436775
C3-e003Coalescence-mBHI-p7,0.005719137991408529,0.9950609203486527
B8-e003Coalescence-mBHI-p5,0.9989349390184872,0.0007339718535948576
C2-e003Coalescence-mGAM-p7,0.04286297294127854,0.333
B11-e003Coalescence-mGAM-p3,0.999623397484725,0.0003632870078329125
C4-e003Coalescence-mBHI-inoculumn-redo,0.0674563158036506,0.9469080629096209
D5-e003Coalescence-mBHI-p7,0.9994828667405193,0.000401366196948561
C9-e003Coalescence-mBHI-p5,0.9344220276229366,0.06371449904446605
C2-e003Coalescence-mBHI-p3,0.005917100114988133,0.9983527883443039
D9-e003Coalescence-mGAM-p7,0.992363396780656,0.007644917216340625
D4-e003Coalescence-mBHI-p7,0.06421843332554443,0.9042314908194455
E3-e004Assembly-mGAM-p3,0.020335522450027125,0.9711405244740499
B10-e003Coalescence-mGAM-p3,0.5,0.5
B5-e003Coalescence-Inoculumn-mGAM,0.9405364136140272,0.05517869845490859
D5-e003Coalescence-mBHI-p3,0.9855861161631148,0.015934287032817362
