,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
E3-e004Assembly-mGAM-p7,1986,2189
C4-e003Coalescence-mGAM-p3,941,994
B2-e003Coalescence-Inoculumn-mGAM,1500,1656
C5-e003Coalescence-mBHI-p5,2135,2306
C5-e003Coalescence-mGAM-p3,1967,2134
A9-e003Coalescence-mBHI-p3,2285,2498
D3-e003Coalescence-mBHI-p7,2134,2345
C3-e003Coalescence-mBHI-p5,1457,1576
A9-e003Coalescence-mBHI-p5,1573,1773
C11-e003Coalescence-mGAM-p5,2245,2423
B3-e003Coalescence-Inoculumn-mBHI,915,1050
BG-Fecal,1580,1709
D3-e003Coalescence-mGAM-p3,1004,1122
D9-e003Coalescence-mGAM-p3,1699,1865
D3-e003Coalescence-mGAM-p5,2250,2464
C10-e003Coalescence-mGAM-p3,981,1060
B9-e003Coalescence-mGAM-p7,1055,1091
B11-e003Coalescence-mGAM-p7,1031,1077
C3-e003Coalescence-Inoculumn-mGAM,2188,2384
B5-e003Coalescence-mBHI-p7,1753,1990
A3-e003Coalescence-mGAM-p7,770,958
D4-e003Coalescence-Inoculumn-mBHI,2261,2474
A4-e003Coalescence-mBHI-p5,1551,1622
B3-e003Coalescence-mBHI-p7,1829,1970
D10-e003Coalescence-mGAM-p7,2226,2434
C12-e003Coalescence-mGAM-p3,1766,1850
C11-e003Coalescence-mGAM-p3,2285,2500
A10-e003Coalescence-mBHI-p7,1912,2034
C10-e003Coalescence-mBHI-p7,2158,2314
B9-e003Coalescence-mBHI-p5,2243,2452
B10-e003Coalescence-mBHI-p3,1716,1839
C11-e003Coalescence-mBHI-p5,2003,2172
E3-e004Assembly-mGAM-p5,1789,2013
D10-e003Coalescence-mGAM-p3,1763,1854
A9-e003Coalescence-mBHI-p7,2259,2474
C2-e003Coalescence-Inoculumn-mGAM,769,787
B3-e003Coalescence-Inoculumn-mGAM,2285,2500
B4-e003Coalescence-Inoculumn-mGAM,2266,2464
A10-e003Coalescence-mGAM-p7,951,917
D9-e003Coalescence-mBHI-p5,2053,2227
C4-e003Coalescence-Inoculumn-mGAM,2285,2500
D4-e003Coalescence-mGAM-p3,2224,2410
B9-e003Coalescence-mBHI-p7,2069,2291
C3-e003Coalescence-mGAM-p7,1160,1391
D9-e003Coalescence-mBHI-p7,1867,2024
D3-e004Assembly-mGAM-p5,2229,2450
C5-e003Coalescence-mBHI-p7,1447,1494
C11-e003Coalescence-mGAM-p7,2240,2452
D10-e003Coalescence-mBHI-p7,989,930
C9-e003Coalescence-mBHI-p7,1158,1284
B8-e003Coalescence-mGAM-p5,1472,1682
C3-e004Assembly-mBHI-p3,939,1047
B3-e003Coalescence-mBHI-p5,1889,2136
C2-e003Coalescence-mBHI-inoculumn-redo,1924,2085
C10-e003Coalescence-mGAM-p5,2201,2414
C10-e003Coalescence-mBHI-p5,1965,2128
B9-e003Coalescence-mBHI-p3,1474,1715
C3-e003Coalescence-mBHI-inoculumn-redo,2263,2489
e004-inoculumn-fecal-AR,2000,2188
B5-e003Coalescence-mGAM-p3,2202,2434
F3-e004Assembly-epsilon-p5,1507,1618
C9-e003Coalescence-mGAM-p5,1871,2094
C2-e003Coalescence-mGAM-p5,1199,1205
C8-e003Coalescence-mBHI-p5,2284,2497
B8-e003Coalescence-mGAM-p7,1427,1669
B4-e003Coalescence-Inoculumn-mBHI,2261,2483
B8-e003Coalescence-mBHI-p7,1055,1234
B3-e004Assembly-mBHI-p3,1125,1241
D3-e003Coalescence-Inoculumn-mGAM,2175,2386
B11-e003Coalescence-mBHI-p3,1528,1658
C5-e003Coalescence-Inoculumn-mGAM,1512,1578
C4-e003Coalescence-mBHI-p5,2269,2467
G3-e004Assembly-epsilon-p5,2266,2453
BC-Fecal,1341,1425
A4-e003Coalescence-Inoculumn-mGAM,1958,2095
B4-e003Coalescence-mBHI-p3,1471,1581
A9-e003Coalescence-mGAM-p5,2006,2220
F3-e004Assembly-epsilon-p7,1631,1812
C10-e003Coalescence-mBHI-p3,1880,2042
G5-e003Coalescence-mBHI-p7_S124,2269,2475
H4-e003Coalescence-mGAM-p7_S183,1926,2025
F5-e003Coalescence-mGAM-p5_S64,2184,2402
F5-e003Coalescence-mGAM-p7_S160,1599,1866
F8-e003Coalescence-mBHI-p3_S117,2252,2470
H3-e003Coalescence-mBHI-p3_S46,1556,1777
F100-e003Coalescence-mGAM-p7_S163,1904,2053
F9-e003Coalescence-mBHI-p5_S18,2042,2267
G4-e003Coalescence-mBHI-p5_S27,2234,2444
G2-e003Coalescence-mBHI-p3_S33,1376,1505
E9-e003Coalescence-mBHI-p5_S6,1911,2092
G111-e003Coalescence-mGAM-p5_S80,2170,2306
F111-e003Coalescence-mGAM-p5_S68,1696,1858
G111-e003Coalescence-mBHI-p5_S32,2075,2211
G5-e003Coalescence-mBHI-p3_S36,1519,1514
G8-e003Coalescence-mGAM-p3_S177,2082,2251
H3-e003Coalescence-mGAM-p3_S94,2048,2271
E100-e003Coalescence-mBHI-p7_S103,2225,2420
F9-e003Coalescence-mGAM-p5_S66,1193,1344
E3-e003Coalescence-mGAM-p5_S50,1524,1689
E9-e003Coalescence-mBHI-p7_S102,2215,2432
F111-e003Coalescence-mGAM-p7_S164,958,1046
H100-e003Coalescence-mBHI-p5_S43,1820,1973
F2-e003Coalescence-mGAM-p5_S61,1205,1304
G9-e003Coalescence-mGAM-p5_S78,720,792
G8-e003Coalescence-mGAM-p5_S77,1828,1960
G3-e003Coalescence-mBHI-p3_S34,2233,2428
G100-e003Coalescence-mBHI-p5_S31,2187,2371
G3-e003Coalescence-mBHI-p5_S26,2250,2461
G5-e003Coalescence-mBHI-p5_S28,2277,2474
G4-e003Coalescence-mBHI-p3_S35,2261,2478
H9-e003Coalescence-mGAM-p5_S90,1793,2016
E4-e003Coalescence-mBHI-p5_S3,2136,2326
E4-e003Coalescence-mGAM-p5_S51,2026,2157
G9-e003Coalescence-mGAM-p7_S174,1750,1993
E8-e003Coalescence-mGAM-p3_S153,2280,2499
G111-e003Coalescence-mGAM-p3_S180,2229,2415
G5-e003Coalescence-mGAM-p3_S84,1370,1377
E100-e003Coalescence-mBHI-p5_S7,1980,2178
G3-e003Coalescence-mBHI-p7_S122,1812,2011
G5-e003Coalescence-mGAM-p5_S76,1990,2097
G5-e003Coalescence-mGAM-p7_S172,1408,1395
G4-e003Coalescence-mGAM-p5_S75,1788,1771
G8-e003Coalescence-mBHI-p3_S129,2165,2334
G2-e003Coalescence-mGAM-p5_S73,1688,1734
H9-e003Coalescence-mGAM-p7_S186,2163,2364
F4-e003Coalescence-mBHI-p7_S111,2079,2287
H3-e003Coalescence-mGAM-p7_S182,1463,1708
F100-e003Coalescence-mBHI-p7_S115,2234,2448
E3-e003Coalescence-mGAM-p7_S146,1113,1235
F100-e003Coalescence-mGAM-p3_S167,1718,1943
G4-e003Coalescence-mBHI-p7_S123,1927,2033
E9-e003Coalescence-mGAM-p3_S154,1933,2190
H4-e003Coalescence-mBHI-p7_S135,2201,2400
H3-e003Coalescence-mBHI-p5_S38,1239,1360
F111-e003Coalescence-mGAM-p3_S168,2162,2385
H4-e003Coalescence-mBHI-p3_S47,2280,2493
G8-e003Coalescence-mBHI-p7_S125,1977,2167
F4-e003Coalescence-mBHI-p5_S15,2090,2292
F2-e003Coalescence-mBHI-p5_S13,2044,2191
F2-e003Coalescence-mGAM-p3_S69,1159,1319
G3-e003Coalescence-mGAM-p5_S74,1173,1276
H100-e003Coalescence-mGAM-p5_S91,2164,2334
G9-e003Coalescence-mBHI-p3_S130,1805,1990
E4-e003Coalescence-mGAM-p7_S147,1684,1719
E4-e003Coalescence-mGAM-p3_S59,1144,1148
H4-e003Coalescence-mBHI-p5_S39,2212,2397
H100-e003Coalescence-mBHI-p7_S139,1679,1758
G8-e003Coalescence-mBHI-p5_S29,2254,2479
G2-e003Coalescence-mBHI-p5_S25,2174,2351
G8-e003Coalescence-mGAM-p7_S173,2153,2334
E4-e003Coalescence-mBHI-p3_S11,1097,1200
H9-e003Coalescence-mBHI-p5_S42,1843,2011
F5-e003Coalescence-mBHI-p3_S24,1364,1480
G9-e003Coalescence-mBHI-p5_S30,2232,2433
F111-e003Coalescence-mBHI-p7_S116,1372,1570
F111-e003Coalescence-mBHI-p3_S120,1630,1865
H3-e003Coalescence-mGAM-p5_S86,1555,1764
E4-e003Coalescence-mBHI-p7_S99,2122,2310
H4-e003Coalescence-mGAM-p5_S87,797,752
E100-e003Coalescence-mGAM-p7_S151,918,952
G9-e003Coalescence-mGAM-p3_S178,2250,2475
H9-e003Coalescence-mBHI-p7_S138,811,877
F8-e003Coalescence-mBHI-p5_S17,2028,2234
G100-e003Coalescence-mBHI-p7_S127,2257,2472
