,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
C9-e003Coalescence-mGAM-p3,887,1615
C11-e003Coalescence-mBHI-p3,383,663
C9-e003Coalescence-mGAM-p7,854,1510
C8-e003Coalescence-mGAM-p7,622,992
D10-e003Coalescence-mBHI-p3,802,1371
F3-e004Assembly-epsilon-p3,990,1755
A4-e003Coalescence-mBHI-p7,432,699
B9-e003Coalescence-mGAM-p5,947,1711
A4-e003Coalescence-mBHI-inoculumn-redo,978,1709
B3-e003Coalescence-mBHI-p3,999,1784
D4-e003Coalescence-mBHI-p5,576,826
C2-e003Coalescence-mBHI-p5,704,1250
B3-e004Assembly-mBHI-p7,647,1126
D4-e003Coalescence-mBHI-p3,749,1193
C4-e003GlycerolRevival-mBHI-p2,976,1704
D10-e003Assembly-mGAM-p5,400,597
C3-e004Assembly-mBHI-p5,467,839
D3-e004Assembly-mGAM-p7,1002,1776
D3-e003Coalescence-Inoculumn-mBHI,502,970
C3-e003Coalescence-mBHI-p7,1003,1788
B8-e003Coalescence-mBHI-p5,991,1764
C2-e003Coalescence-mGAM-p7,945,1632
B11-e003Coalescence-mGAM-p3,997,1779
C4-e003Coalescence-mBHI-inoculumn-redo,1004,1789
D5-e003Coalescence-mBHI-p7,992,1769
C9-e003Coalescence-mBHI-p5,823,1530
C2-e003Coalescence-mBHI-p3,994,1777
D9-e003Coalescence-mGAM-p7,914,1649
D4-e003Coalescence-mBHI-p7,803,1323
E3-e004Assembly-mGAM-p3,968,1695
B10-e003Coalescence-mGAM-p3,701,1239
B5-e003Coalescence-Inoculumn-mGAM,664,1198
D5-e003Coalescence-mBHI-p3,883,1532
D9-e003Coalescence-mGAM-p5,996,1770
C9-e003Coalescence-mBHI-p3,969,1740
D10-e003Coalescence-mGAM-p5,990,1756
C8-e003Coalescence-mBHI-p7,805,1462
G3-e004Assembly-epsilon-p7,977,1728
D4-e003Coalescence-mGAM-p5,976,1745
C3-e004Assembly-mBHI-p7,909,1610
B5-e003Coalescence-mGAM-p5,972,1762
