,sample,boot_med,boot_low,boot_high,actual_med,shifts_low,shifts_high,shifts_med
0,A5-e003Coalescence-mBHI-inoculumn-redo,0.827300930713547,0.8035363457760315,0.833,0.8304568527918782,-0.03299999999999992,0.03299999999999992,0.014999999999999902
1,A5-e003Coalescence-mBHI-p1_S740,0.9952211157887496,0.9934074589696461,0.996798271448403,0.9952215734118872,-0.0025408034999494845,0.002454412340234887,-0.00018362827581563934
2,A5-e003Coalescence-mBHI-p7,0.9868682815534935,0.9846550102257847,0.9892619297777396,0.9869258864555677,-0.0006804923969434161,0.006553131470152056,0.002992558472881379
3,A_A12_A5_AF_AA_mBHI_mBHI_4_S12,0.9975975576947764,0.9970781364709189,0.9980567358056418,0.9975950169174638,0.0010875169484500318,0.0027686402373935464,0.0019204943969704513
4,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,0.9981405058937179,0.9974985047362747,0.9987296914460826,0.9981452240890002,0.0011900687042891516,0.0035391160504980395,0.0023434517781372732
5,A_D1_D2_AA_AF_mBHI_mBHI_2_S37,0.9971988302285144,0.9956523491072903,0.9985165101372722,0.9971918664273811,0.00020338729106742507,0.005134025773132203,0.0024920193392549694
6,A_D9_D2_AA_AF_mBHI_mBHI_4_S45,0.9962243877574228,0.9954505951555801,0.9968817870693515,0.9961951622558338,-0.0005016213950903792,0.0016619484168176684,0.0005537759113726781
7,A_E4_A5_AF_AA_mBHI_mGAM_2_S52,0.9985778753266936,0.9980700690396722,0.9989977832677789,0.9985748585736539,0.000683875518759336,0.0027320327808659285,0.0017482389425936828
8,A_H1_D2_AA_AF_mBHI_mGAM_2_S85,0.9939997796986925,0.9924982355084674,0.9954081373253766,0.9939628930313662,-0.0007979169942379959,0.003446658835746191,0.0014194928202749812
9,A_H9_D2_AA_AF_mBHI_mGAM_4_S93,0.9989994204956736,0.9989989546152968,0.9989998657270385,0.9996061877548049,0.00013425493466776573,0.001044293015332154,0.0005791686951858721
10,B_A4_E5_AF_AA_mBHI_mBHI_2_S100,0.9970019821963193,0.996405051642908,0.9975677985685402,0.9969998347843937,0.000484959188018827,0.002488138322368857,0.0014030525594701526
11,B_E4_E5_AF_AA_mBHI_mGAM_2_S148,0.9973419837452622,0.996653124544497,0.9980700474758035,0.9973375197124805,0.0003304061369514472,0.0026804228569820066,0.0014105740449535387
12,C_D9_H2_AA_AF_mBHI_mBHI_4_S237,0.995817245217443,0.9946091739340412,0.9969187179893468,0.9957998619652472,-0.002506827958526281,0.0005688161848967637,-0.000994043810181089
13,C_H9_H2_AA_AF_mBHI_mGAM_4_S285,0.999,0.9984281748518797,0.999,0.9992182584592078,-0.0005720180782078366,0.000658718639850675,0.0
14,Coalescence-C7-A5-AA-AF-mBHI-mBHI-5_S650,0.9943060580759966,0.9929551495451486,0.995574546878872,0.994318552073631,-0.001371659576557943,0.002366869836622598,0.0004665269401776251
15,Coalescence-D5-H2-AA-AF-mBHI-mBHI-5_S660,0.9979343484536074,0.9973349522944523,0.9984305474325579,0.9979313070364569,-0.00038220960603864705,0.00133078124948503,0.00045303281552661057
16,D2-e003Coalescence-Inoculumn-mBHI,0.8727087576374746,0.857,0.8853305785123967,0.8727087576374746,0.0,0.04200000000000004,0.018000000000000016
17,D2-e003Coalescence-mBHI-p5,0.9986116538958087,0.9977170030266733,0.9989986860426416,0.9986104541888904,0.0001119790922271935,0.002885088654253337,0.0014564122904482946
18,D2-e003Coalescence-mGAM-p1_S723,0.9964408259926021,0.9948272106434703,0.9978180855354152,0.9964373665315772,-0.002268576345683415,0.0021229397354681433,-9.398798212545412e-05
19,D2-e003Coalescence-mGAM-p5,0.999,0.9989999669410559,0.999,1.0,0.0,3.305785123963734e-05,0.0
20,D_A4_A5_AF_AA_mBHI_mBHI_6_S292,0.997890340172038,0.9975396329844476,0.9982212703982032,0.9978940733594966,-0.0007155706511508819,0.0002585359016152115,-0.0002397863759497909
21,D_E4_A5_AF_AA_mBHI_mGAM_6_S340,0.999,0.999,0.999,0.9998089433388193,0.0,0.0,0.0
22,E5-e003Coalescence-mBHI-p3_S12,0.9986904333918332,0.9980168708965956,0.9989991927862707,0.9986876194017158,-0.00012029725055413553,0.0019193614602235223,0.0009122644626609611
23,E5-e003Coalescence-mBHI-p5_S4,0.9986239833263068,0.9979130035024306,0.9989986085803811,0.9986212330116211,0.00034124414868896006,0.0028696375360911072,0.001543585001931469
24,E5-e003Coalescence-mBHI-p7_S100,0.9989978122447389,0.9989968927671408,0.9989985220120038,0.9993410193392358,0.0014758067714245094,0.0029436065043681263,0.0021759967668659175
25,E5-e003Coalescence-mGAM-p7_S148,0.9975511806413049,0.9967011576547775,0.9982576820395087,0.9975431432867529,0.0010590917219778894,0.0039011834350076375,0.0023820313436984097
26,H2-e003Coalescence-mBHI-p7_S133,0.9980405617502239,0.9970649256632668,0.9988685317168284,0.9980289502538839,0.00031311873892422013,0.0034448816584505965,0.0018169197402576054
27,H2-e003Coalescence-mGAM-p3_S93,0.9989998571224461,0.9989988866266016,0.999,0.9998057159962139,0.0,0.0011121351766513188,0.00014285714285711126
28,H2-e003Coalescence-mGAM-p7_S181,0.999,0.998999620409715,0.999,0.9998197008879731,0.0,0.0003794462508621699,0.0
