,0
C12-e003Coalescence-mBHI-p3,5.0
D2-e004Assembly-mGAM-p7,10.0
C11-e003Coalescence-mBHI-p3,8.0
C8-e003Coalescence-mGAM-p7,7.0
D10-e003Coalescence-mBHI-p3,7.0
A8-e003Coalescence-mBHI-p3,5.0
B5-e004Assembly-mBHI-p7,9.0
D10-e003Assembly-mGAM-p5,4.0
e004-inoculumn-fecal-AK,19.0
D4-e004Assembly-mGAM-p5,6.0
A10-e003Coalescence-mBHI-p3,5.0
E4-e004Assembly-mGAM-p7,5.0
D2-e004Assembly-mGAM-p3,22.0
D10-e003Coalescence-mBHI-p5,24.0
C8-e003Coalescence-mBHI-p7,10.0
BB-Fecal,5.0
A10-e003Coalescence-mBHI-p5,20.0
A8-e003Coalescence-mBHI-p7,5.0
C10-e003GlycerolRevival-mGAM-p2,58.0
E2-e004Assembly-mGAM-p7,6.0
C10-e003Coalescence-mGAM-p3,6.0
A4-e003Coalescence-mBHI-p5,8.0
C2-e004Assembly-mBHI-p7,12.0
A10-e003Coalescence-mBHI-p7,20.0
C10-e003Coalescence-mBHI-p7,25.0
C11-e003Coalescence-mBHI-p5,67.0
E2-e004Assembly-mGAM-p5,10.0
C4-e004Assembly-mBHI-p3,8.0
E4-e004Assembly-mGAM-p5,5.0
E2-e004Assembly-mGAM-p3,6.0
D4-e004Assembly-mGAM-p7,7.0
C11-e003Coalescence-mGAM-p7,5.0
D10-e003Coalescence-mBHI-p7,15.0
C10-e003Coalescence-mGAM-p5,11.0
C10-e003Coalescence-mBHI-p5,25.0
B2-e004Assembly-mBHI-p7,30.0
C8-e003Coalescence-mBHI-p5,47.0
C4-e003Coalescence-mBHI-p5,6.0
B2-e004Assembly-mBHI-p3,74.0
BC-Fecal,9.0
A11-e003Coalescence-mBHI-p3,9.0
B2-e004Assembly-mBHI-p5,52.0
A4-e003Coalescence-Inoculumn-mGAM,6.0
C10-e003Coalescence-mBHI-p3,5.0
G4-e003Coalescence-mBHI-p5_S27,6.0
E8-e003Coalescence-mBHI-p5_S5,5.0
G111-e003Coalescence-mBHI-p5_S32,81.0
G8-e003Coalescence-mGAM-p3_S177,5.0
E100-e003Coalescence-mBHI-p7_S103,125.0
E100-e003Coalescence-mGAM-p3_S155,5.0
E111-e003Coalescence-mBHI-p5_S8,5.0
H100-e003Coalescence-mBHI-p5_S43,51.0
G100-e003Coalescence-mBHI-p5_S31,27.0
E111-e003Coalescence-mBHI-p3_S108,7.0
E8-e003Coalescence-mBHI-p7_S101,14.0
E8-e003Coalescence-mGAM-p3_S153,18.0
E100-e003Coalescence-mBHI-p5_S7,45.0
G8-e003Coalescence-mBHI-p3_S129,30.0
G111-e003Coalescence-mBHI-p7_S128,25.0
G8-e003Coalescence-mBHI-p7_S125,28.0
E111-e003Coalescence-mBHI-p7_S104,18.0
H100-e003Coalescence-mBHI-p7_S139,35.0
G8-e003Coalescence-mBHI-p5_S29,29.0
E8-e003Coalescence-mBHI-p3_S105,12.0
H8-e003Coalescence-mGAM-p7_S185,5.0
G100-e003Coalescence-mBHI-p7_S127,41.0
