,C4-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-mBHI-inoculumn-redo
C12-e003Coalescence-mBHI-p3,0.5864867369186046,0.22199471724257383
C9-e003Coalescence-mGAM-p3,0.618312863372093,0.10585901099852776
D2-e004Assembly-mGAM-p7,0.3046860465116279,0.23205992898588382
C11-e003Coalescence-mBHI-p3,0.587273800872093,0.22337265090499697
D11-e003Coalescence-mBHI-p5,0.6234658430232558,0.11752091452325278
C9-e003Coalescence-mGAM-p7,0.5987067587209303,0.11112566034467826
C8-e003Coalescence-mGAM-p7,0.4952945130813954,0.5174283363644235
D10-e003Coalescence-mBHI-p3,0.5999838299418605,0.2610857365549494
F3-e004Assembly-epsilon-p3,0.13989789244186046,0.35974599463064
B2-e003Coalescence-mBHI-p3,0.392311409883721,0.4875123408677579
A8-e003Coalescence-mBHI-p3,0.7054796511627907,0.10541058283536849
e004-inoculumn-fecal-BD,0.19879923691860465,0.2865302676019746
A4-e003Coalescence-mBHI-p7,0.5511849563953489,0.4041364856672729
B4-e003Coalescence-mBHI-p5,0.42786300872093014,0.4182751363990647
B9-e003Coalescence-mGAM-p5,0.602796875,0.11015709708149302
A4-e003Coalescence-mBHI-inoculumn-redo,0.4081102834302326,0.5342763488351954
B3-e003Coalescence-mBHI-p3,0.26170239825581393,0.6291247077162899
D4-e003Coalescence-mBHI-p5,0.5945287063953488,0.25218099939378197
C2-e003Coalescence-mBHI-p5,0.23925290697674417,0.7485387546548887
B3-e004Assembly-mBHI-p7,0.13990824854651163,0.3610334285961721
D4-e003Coalescence-mBHI-p3,0.5817830668604651,0.299861782281112
C4-e003GlycerolRevival-mBHI-p2,0.3770710392441861,0.6381182991253139
D10-e003Assembly-mGAM-p5,0.497804324127907,0.4282804191564908
B2-e003Assembly-mBHI-p5,0.692673691860465,0.10207222655235125
C3-e004Assembly-mBHI-p5,0.13862481831395349,0.36085268901013245
B2-e003Coalescence-mBHI-p5,0.15790497819767443,0.7756037931930372
B8-e003Assembly-mGAM-p5,0.6844718386627907,0.1015574608123322
F4-e004Assembly-epsilon-p5,0.2266762354651163,0.2762752230016454
C4-e003Coalescence-mGAM-p7,0.4090390625,0.601575041136226
B12-e003Coalescence-mBHI-p3,0.6155990188953488,0.11406815623105568
D3-e004Assembly-mGAM-p7,0.13824927325581396,0.3541819520221703
C8-e003Assembly-mGAM-p3,0.6984565770348837,0.10299584307612368
C3-e003Coalescence-mGAM-p3,0.4031222747093023,0.5439743656360959
B4-e003Assembly-mBHI-p5,0.22001126453488373,0.7840111717329176
D4-e004Assembly-mGAM-p5,0.6792154796511628,0.10905750411362261
D3-e003Coalescence-Inoculumn-mBHI,0.2959938226744186,0.5588336364423659
C8-e003Assembly-mGAM-p5,0.6593488372093024,0.09816688317311854
C3-e003Coalescence-mBHI-p7,0.3293215843023256,0.6048386593920498
D11-e003Coalescence-mGAM-p5,0.6197365552325581,0.11472486360093531
A11-e003Coalescence-mGAM-p7,0.6160675872093023,0.11346886637221788
B8-e003Coalescence-mBHI-p5,0.6144520348837209,0.11222334805577205
B10-e003Assembly-mGAM-p5,0.6866286337209302,0.3135921884472157
C2-e003Coalescence-mGAM-p7,0.2231440770348837,0.7877594180306573
D3-e003Coalescence-mBHI-p5,0.41460737645348833,0.3562028232441327
B11-e003Coalescence-mGAM-p3,0.6195305232558139,0.11420221702606738
C4-e003Coalescence-mBHI-inoculumn-redo,0.17863844476744187,0.8507622759158223
B5-e003Assembly-mBHI-p5,0.5714494912790699,0.1363303888455876
D2-e003Coalescence-mBHI-p5,0.6343877180232558,0.11673343725643025
D8-e003Assembly-mGAM-p5,0.6821658793604651,0.10213033688403914
D5-e003Coalescence-mGAM-p5,0.6155316133720931,0.11587148177015674
