,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.155,
C9-e003Coalescence-mGAM-p3,0.6096666666666667,
D2-e004Assembly-mGAM-p7,0.0,
C11-e003Coalescence-mBHI-p3,0.19666666666666666,
D11-e003Coalescence-mBHI-p5,0.006000000000000001,
C9-e003Coalescence-mGAM-p7,0.6150000000000001,
C8-e003Coalescence-mGAM-p7,0.5950000000000001,
D10-e003Coalescence-mBHI-p3,0.20166666666666666,
F3-e004Assembly-epsilon-p3,0.0,
B2-e003Coalescence-mBHI-p3,0.7080000000000001,
A8-e003Coalescence-mBHI-p3,0.5903333333333333,
e004-inoculumn-fecal-BD,0.0,
A4-e003Coalescence-mBHI-p7,0.6166666666666667,
B4-e003Coalescence-mBHI-p5,0.6666666666666666,
B9-e003Coalescence-mGAM-p5,0.5609999999999999,
A4-e003Coalescence-mBHI-inoculumn-redo,0.7283333333333334,
B3-e003Coalescence-mBHI-p3,0.5793333333333334,
D4-e003Coalescence-mBHI-p5,0.253,
C2-e003Coalescence-mBHI-p5,0.589,
B3-e004Assembly-mBHI-p7,0.0,
D4-e003Coalescence-mBHI-p3,0.312,
C4-e003GlycerolRevival-mBHI-p2,0.586,
D10-e003Assembly-mGAM-p5,0.6666666666666666,
B2-e003Assembly-mBHI-p5,0.923,
C3-e004Assembly-mBHI-p5,0.0,
B2-e003Coalescence-mBHI-p5,0.5519999999999999,
B8-e003Assembly-mGAM-p5,1.0,
F4-e004Assembly-epsilon-p5,0.03333333333333333,
C4-e003Coalescence-mGAM-p7,0.617,
B12-e003Coalescence-mBHI-p3,0.08766666666666667,
D3-e004Assembly-mGAM-p7,0.0,
C8-e003Assembly-mGAM-p3,0.7406666666666668,
C3-e003Coalescence-mGAM-p3,0.5426666666666667,
B4-e003Assembly-mBHI-p5,0.5456666666666666,
D4-e004Assembly-mGAM-p5,0.5833333333333334,
D3-e003Coalescence-Inoculumn-mBHI,0.40633333333333327,
C8-e003Assembly-mGAM-p5,0.6666666666666666,
C3-e003Coalescence-mBHI-p7,0.589,
D11-e003Coalescence-mGAM-p5,0.0,
A11-e003Coalescence-mGAM-p7,0.0,
B8-e003Coalescence-mBHI-p5,0.3996666666666666,
B10-e003Assembly-mGAM-p5,0.6666666666666666,
C2-e003Coalescence-mGAM-p7,0.6076666666666667,
D3-e003Coalescence-mBHI-p5,0.284,
B11-e003Coalescence-mGAM-p3,0.15433333333333332,
C4-e003Coalescence-mBHI-inoculumn-redo,0.5716666666666667,
B5-e003Assembly-mBHI-p5,0.0,
D2-e003Coalescence-mBHI-p5,0.12333333333333334,
D8-e003Assembly-mGAM-p5,0.5,
D5-e003Coalescence-mGAM-p5,0.0,
B5-e003Coalescence-mBHI-p5,0.242,
D5-e003Coalescence-mBHI-p7,0.0,
C9-e003Coalescence-mBHI-p5,0.5236666666666667,
A10-e003Coalescence-mBHI-p3,0.5803333333333334,
A5-e003Coalescence-mGAM-p3,0.07633333333333334,
A2-e003Coalescence-Inoculumn-mGAM,0.7946666666666667,
D8-e003Coalescence-mGAM-p5,0.0,
A12-e003Coalescence-mGAM-p3,0.0,
C2-e003Coalescence-mBHI-p3,0.5903333333333333,
C4-e004Assembly-mBHI-p5,0.769,
D9-e003Coalescence-mGAM-p7,0.509,
D4-e003Coalescence-mBHI-p7,0.22366666666666668,
D8-e003Assembly-mGAM-p3,0.5523333333333333,
E4-e004Assembly-mGAM-p7,0.911,
E3-e004Assembly-mGAM-p3,0.0,
D2-e004Assembly-mGAM-p3,0.19033333333333333,
B10-e003Coalescence-mGAM-p3,0.5923333333333334,
A9-e003Coalescence-mGAM-p7,0.293,
B5-e003Coalescence-Inoculumn-mGAM,0.17600000000000002,
D10-e003Coalescence-mBHI-p5,0.327,
D5-e003Coalescence-mBHI-p3,0.0,
C5-e003Coalescence-mBHI-p3,0.3463333333333334,
D9-e003Coalescence-mGAM-p5,0.38066666666666665,
C9-e003Coalescence-mBHI-p3,0.5826666666666667,
D10-e003Coalescence-mGAM-p5,0.028666666666666663,
C8-e003Coalescence-mBHI-p7,0.6073333333333334,
B11-e003Assembly-mGAM-p5,0.0,
G3-e004Assembly-epsilon-p7,0.0,
B4-e003Coalescence-mGAM-p5,0.577,
D4-e003Coalescence-mGAM-p5,0.3223333333333333,
C3-e004Assembly-mBHI-p7,0.0,
B5-e003Coalescence-mGAM-p5,0.3213333333333333,
B5-e003Coalescence-Inoculumn-mBHI,0.40399999999999997,
G3-e004Assembly-epsilon-p3,0.0,
C2-e003Coalescence-mGAM-p3,0.6263333333333333,
B5-e003Coalescence-mGAM-p7,0.3333333333333333,
D8-e003Coalescence-mBHI-p5,0.0,
C10-e003Assembly-mGAM-p3,0.6666666666666666,
B10-e003Coalescence-mBHI-p5,0.589,
D5-e003Coalescence-Inoculumn-mGAM,0.0,
F2-e004Assembly-epsilon-p3,0.034333333333333334,
B3-e004Assembly-mBHI-p5,0.0,
B5-e003Coalescence-mBHI-p3,0.12833333333333333,
G4-e004Assembly-epsilon-p5,0.007,
C4-e003Coalescence-mGAM-p5,0.578,
C5-e003Coalescence-mGAM-p7,0.19099999999999998,
C5-e003Coalescence-mBHI-inoculumn-redo,0.4203333333333334,
A2-e003Coalescence-mBHI-p7,0.8463333333333334,
A10-e003Coalescence-mBHI-p5,0.568,
D2-e003Coalescence-mBHI-p7,0.0,
B8-e003Assembly-mGAM-p3,0.5713333333333334,
A4-e003Coalescence-mGAM-p5,0.0,
D5-e003Coalescence-mBHI-p5,0.6126666666666667,
D3-e003Assembly-mBHI-p3,0.6666666666666666,
D4-e003Coalescence-mGAM-p7,0.26666666666666666,
E4-e004Assembly-mGAM-p3,0.3333333333333333,
A8-e003Coalescence-mBHI-p7,0.8553333333333334,
E3-e004Assembly-mGAM-p7,0.0,
B9-e003GlycerolRevival-mGAM-p2,0.6666666666666666,
C4-e003Coalescence-mGAM-p3,0.5886666666666667,
B2-e003Coalescence-Inoculumn-mGAM,0.6749999999999999,
D5-e003Coalescence-mGAM-p7,0.0,
C5-e003Coalescence-mBHI-p5,0.16266666666666665,
C5-e003Coalescence-mGAM-p3,0.3753333333333333,
A3-e003Coalescence-mBHI-inoculumn-redo,0.7243333333333334,
D9-e003Assembly-mGAM-p5,0.6666666666666666,
B12-e003Coalescence-mGAM-p3,0.26266666666666666,
A11-e003Coalescence-mBHI-p7,0.0,
A3-e003Coalescence-Inoculumn-mGAM,0.6586666666666666,
D10-e003Assembly-mGAM-p3,0.6666666666666666,
C3-e003Coalescence-mGAM-p5,0.5743333333333333,
B4-e004Assembly-mBHI-p5,0.522,
C10-e003GlycerolRevival-mGAM-p2,0.6666666666666666,
D3-e003Assembly-mBHI-p5,0.5396666666666667,
A10-e003Coalescence-mGAM-p3,0.6023333333333333,
A9-e003Coalescence-mBHI-p3,0.5766666666666667,
A2-e003Coalescence-Inoculumn-mBHI,0.8433333333333333,
D3-e003Coalescence-mBHI-p7,0.30133333333333334,
C3-e003Coalescence-mBHI-p5,0.5866666666666667,
D2-e003Assembly-mBHI-p3,0.61,
B3-e003Assembly-mBHI-p5,0.574,
A9-e003Coalescence-mBHI-p5,0.4653333333333334,
D5-e003Coalescence-Inoculumn-mBHI,0.0,
B2-e003Coalescence-mGAM-p3,0.59,
B4-e003Assembly-mBHI-p3,0.5449999999999999,
C11-e003Coalescence-mGAM-p5,0.09799999999999999,
G4-e004Assembly-epsilon-p3,0.029666666666666664,
B3-e003Coalescence-Inoculumn-mBHI,0.5906666666666667,
A8-e003Coalescence-mBHI-p5,0.8433333333333333,
C2-e003Assembly-mBHI-p5,0.9319999999999999,
D9-e003Coalescence-mBHI-p3,0.12166666666666666,
D5-e003Assembly-mBHI-p5,0.0,
A5-e003Coalescence-mBHI-p7,0.11966666666666666,
G2-e004Assembly-epsilon-p3,0.022333333333333334,
BG-Fecal,0.0,
D2-e003Coalescence-mGAM-p5,0.297,
B9-e003Assembly-mGAM-p5,0.6666666666666666,
D3-e003Coalescence-mGAM-p3,0.17433333333333334,
D9-e003Coalescence-mGAM-p3,0.24766666666666667,
E2-e004Assembly-mGAM-p7,0.0,
D3-e003Coalescence-mGAM-p5,0.3353333333333333,
C10-e003Coalescence-mGAM-p3,0.573,
A5-e003Coalescence-mBHI-inoculumn-redo,0.4276666666666667,
B11-e003Assembly-mGAM-p3,0.0,
D2-e003Assembly-mBHI-p5,0.773,
B9-e003Coalescence-mGAM-p7,0.63,
B11-e003Coalescence-mGAM-p7,0.2836666666666667,
C3-e003Coalescence-Inoculumn-mGAM,0.5333333333333333,
B5-e003Coalescence-mBHI-p7,0.31566666666666665,
A3-e003Coalescence-mGAM-p7,0.5753333333333334,
D4-e003Coalescence-Inoculumn-mBHI,0.387,
A4-e003Coalescence-mBHI-p5,0.6433333333333333,
B3-e003Coalescence-mBHI-p7,0.625,
C2-e004Assembly-mBHI-p7,0.449,
D10-e003Coalescence-mGAM-p7,0.07566666666666667,
C12-e003Coalescence-mGAM-p3,0.131,
C11-e003Coalescence-mGAM-p3,0.14966666666666664,
A10-e003Coalescence-mBHI-p7,0.5576666666666666,
C10-e003Coalescence-mBHI-p7,0.57,
B9-e003Coalescence-mBHI-p5,0.4383333333333333,
F4-e004Assembly-epsilon-p3,0.09100000000000001,
B10-e003Coalescence-mBHI-p3,0.5753333333333334,
C11-e003Coalescence-mBHI-p5,0.169,
A2-e003Coalescence-mGAM-p7,0.6296666666666666,
C5-e003Assembly-mBHI-p3,0.0,
E3-e004Assembly-mGAM-p5,0.0,
E2-e004Assembly-mGAM-p5,0.05833333333333333,
C3-e003GlycerolRevival-mBHI-p2,0.633,
D10-e003Coalescence-mGAM-p3,0.107,
B10-e003Coalescence-mGAM-p7,0.49433333333333335,
