,C4-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-mBHI-inoculumn-redo
C12-e003Coalescence-mBHI-p3,5468,11458
C9-e003Coalescence-mGAM-p3,5437,11398
D2-e004Assembly-mGAM-p7,4846,10232
C11-e003Coalescence-mBHI-p3,5478,11494
D11-e003Coalescence-mBHI-p5,5442,11410
C9-e003Coalescence-mGAM-p7,5413,11364
C8-e003Coalescence-mGAM-p7,5502,11534
D10-e003Coalescence-mBHI-p3,5500,11543
F3-e004Assembly-epsilon-p3,4980,10586
B2-e003Coalescence-mBHI-p3,5501,11542
A8-e003Coalescence-mBHI-p3,5428,11360
e004-inoculumn-fecal-BD,4900,10358
A4-e003Coalescence-mBHI-p7,5496,11533
B4-e003Coalescence-mBHI-p5,4829,10184
B9-e003Coalescence-mGAM-p5,5446,11412
A4-e003Coalescence-mBHI-inoculumn-redo,5492,11538
B3-e003Coalescence-mBHI-p3,5497,11546
D4-e003Coalescence-mBHI-p5,5493,11533
C2-e003Coalescence-mBHI-p5,5471,11530
B3-e004Assembly-mBHI-p7,4970,10589
D4-e003Coalescence-mBHI-p3,5501,11536
C4-e003GlycerolRevival-mBHI-p2,5493,11536
D10-e003Assembly-mGAM-p5,5004,10668
B2-e003Assembly-mBHI-p5,5344,11175
C3-e004Assembly-mBHI-p5,4972,10596
B2-e003Coalescence-mBHI-p5,5473,11520
B8-e003Assembly-mGAM-p5,5274,11081
F4-e004Assembly-epsilon-p5,4933,10399
C4-e003Coalescence-mGAM-p7,5473,11508
B12-e003Coalescence-mBHI-p3,5427,11398
D3-e004Assembly-mGAM-p7,4878,10390
C8-e003Assembly-mGAM-p3,5374,11212
C3-e003Coalescence-mGAM-p3,5501,11540
B4-e003Assembly-mBHI-p5,5431,11507
D4-e004Assembly-mGAM-p5,5356,11232
D3-e003Coalescence-Inoculumn-mBHI,5502,11546
C8-e003Assembly-mGAM-p5,5084,10716
C3-e003Coalescence-mBHI-p7,5503,11543
D11-e003Coalescence-mGAM-p5,5403,11356
A11-e003Coalescence-mGAM-p7,5382,11304
B8-e003Coalescence-mBHI-p5,5468,11481
B10-e003Assembly-mGAM-p5,5437,11419
C2-e003Coalescence-mGAM-p7,5475,11537
D3-e003Coalescence-mBHI-p5,5497,11535
B11-e003Coalescence-mGAM-p3,5478,11495
C4-e003Coalescence-mBHI-inoculumn-redo,5504,11547
B5-e003Assembly-mBHI-p5,5414,11384
D2-e003Coalescence-mBHI-p5,5451,11445
D8-e003Assembly-mGAM-p5,5255,10989
D5-e003Coalescence-mGAM-p5,5411,11372
B5-e003Coalescence-mBHI-p5,5496,11527
D5-e003Coalescence-mBHI-p7,5443,11441
C9-e003Coalescence-mBHI-p5,5503,11538
A10-e003Coalescence-mBHI-p3,5479,11515
A5-e003Coalescence-mGAM-p3,5431,11422
A2-e003Coalescence-Inoculumn-mGAM,5411,11309
D8-e003Coalescence-mGAM-p5,5422,11363
A12-e003Coalescence-mGAM-p3,5373,11227
C2-e003Coalescence-mBHI-p3,5455,11521
C4-e004Assembly-mBHI-p5,5332,11219
D9-e003Coalescence-mGAM-p7,5444,11420
D4-e003Coalescence-mBHI-p7,5483,11498
D8-e003Assembly-mGAM-p3,5272,11043
E4-e004Assembly-mGAM-p7,5348,11246
E3-e004Assembly-mGAM-p3,4968,10587
D2-e004Assembly-mGAM-p3,4737,10112
B10-e003Coalescence-mGAM-p3,5429,11378
A9-e003Coalescence-mGAM-p7,5446,11422
B5-e003Coalescence-Inoculumn-mGAM,5438,11411
D10-e003Coalescence-mBHI-p5,5502,11538
D5-e003Coalescence-mBHI-p3,5453,11435
C5-e003Coalescence-mBHI-p3,5497,11528
D9-e003Coalescence-mGAM-p5,5467,11460
C9-e003Coalescence-mBHI-p3,5504,11540
D10-e003Coalescence-mGAM-p5,5442,11417
C8-e003Coalescence-mBHI-p7,5496,11544
B11-e003Assembly-mGAM-p5,5375,11200
G3-e004Assembly-epsilon-p7,5009,10624
B4-e003Coalescence-mGAM-p5,5451,11435
D4-e003Coalescence-mGAM-p5,5492,11503
C3-e004Assembly-mBHI-p7,4965,10577
B5-e003Coalescence-mGAM-p5,5407,11327
B5-e003Coalescence-Inoculumn-mBHI,5501,11543
G3-e004Assembly-epsilon-p3,4966,10604
C2-e003Coalescence-mGAM-p3,5428,11485
B5-e003Coalescence-mGAM-p7,5296,11079
D8-e003Coalescence-mBHI-p5,5434,11396
C10-e003Assembly-mGAM-p3,5272,10936
B10-e003Coalescence-mBHI-p5,5503,11541
D5-e003Coalescence-Inoculumn-mGAM,5365,11318
F2-e004Assembly-epsilon-p3,4925,10435
B3-e004Assembly-mBHI-p5,4978,10608
B5-e003Coalescence-mBHI-p3,5494,11527
G4-e004Assembly-epsilon-p5,4901,10332
C4-e003Coalescence-mGAM-p5,5476,11523
C5-e003Coalescence-mGAM-p7,5428,11316
C5-e003Coalescence-mBHI-inoculumn-redo,5504,11547
A2-e003Coalescence-mBHI-p7,5414,11325
A10-e003Coalescence-mBHI-p5,5498,11540
D2-e003Coalescence-mBHI-p7,4038,8703
B8-e003Assembly-mGAM-p3,5269,11018
A4-e003Coalescence-mGAM-p5,5435,11424
D5-e003Coalescence-mBHI-p5,5495,11505
D3-e003Assembly-mBHI-p3,5410,11343
D4-e003Coalescence-mGAM-p7,5475,11470
E4-e004Assembly-mGAM-p3,4979,10372
A8-e003Coalescence-mBHI-p7,5421,11351
E3-e004Assembly-mGAM-p7,4870,10305
B9-e003GlycerolRevival-mGAM-p2,5239,10996
C4-e003Coalescence-mGAM-p3,5493,11530
B2-e003Coalescence-Inoculumn-mGAM,5455,11432
D5-e003Coalescence-mGAM-p7,5148,10782
C5-e003Coalescence-mBHI-p5,5502,11544
C5-e003Coalescence-mGAM-p3,5498,11525
A3-e003Coalescence-mBHI-inoculumn-redo,5443,11452
D9-e003Assembly-mGAM-p5,5360,11233
B12-e003Coalescence-mGAM-p3,5442,11389
A11-e003Coalescence-mBHI-p7,5415,11343
A3-e003Coalescence-Inoculumn-mGAM,5444,11369
D10-e003Assembly-mGAM-p3,5164,10933
C3-e003Coalescence-mGAM-p5,5470,11457
B4-e004Assembly-mBHI-p5,5350,11244
C10-e003GlycerolRevival-mGAM-p2,5426,11322
D3-e003Assembly-mBHI-p5,5430,11367
A10-e003Coalescence-mGAM-p3,5499,11543
A9-e003Coalescence-mBHI-p3,5468,11474
A2-e003Coalescence-Inoculumn-mBHI,5418,11345
D3-e003Coalescence-mBHI-p7,5501,11543
C3-e003Coalescence-mBHI-p5,5503,11544
D2-e003Assembly-mBHI-p3,5401,11308
B3-e003Assembly-mBHI-p5,5480,11520
A9-e003Coalescence-mBHI-p5,5451,11458
D5-e003Coalescence-Inoculumn-mBHI,5456,11459
B2-e003Coalescence-mGAM-p3,5458,11498
B4-e003Assembly-mBHI-p3,5419,11481
C11-e003Coalescence-mGAM-p5,5420,11372
G4-e004Assembly-epsilon-p3,4934,10399
B3-e003Coalescence-Inoculumn-mBHI,5478,11524
A8-e003Coalescence-mBHI-p5,5419,11333
C2-e003Assembly-mBHI-p5,5392,11249
D9-e003Coalescence-mBHI-p3,5329,11188
D5-e003Assembly-mBHI-p5,5438,11430
A5-e003Coalescence-mBHI-p7,5455,11466
G2-e004Assembly-epsilon-p3,4943,10460
BG-Fecal,4956,10549
D2-e003Coalescence-mGAM-p5,5465,11447
B9-e003Assembly-mGAM-p5,5327,11166
D3-e003Coalescence-mGAM-p3,5485,11484
D9-e003Coalescence-mGAM-p3,5468,11436
E2-e004Assembly-mGAM-p7,4852,10390
D3-e003Coalescence-mGAM-p5,5489,11511
C10-e003Coalescence-mGAM-p3,5498,11521
A5-e003Coalescence-mBHI-inoculumn-redo,5492,11496
B11-e003Assembly-mGAM-p3,4863,10128
D2-e003Assembly-mBHI-p5,5367,11227
B9-e003Coalescence-mGAM-p7,5414,11363
B11-e003Coalescence-mGAM-p7,5414,11351
C3-e003Coalescence-Inoculumn-mGAM,5491,11512
B5-e003Coalescence-mBHI-p7,5503,11545
A3-e003Coalescence-mGAM-p7,5406,11445
D4-e003Coalescence-Inoculumn-mBHI,5501,11542
A4-e003Coalescence-mBHI-p5,5498,11543
B3-e003Coalescence-mBHI-p7,5489,11533
C2-e004Assembly-mBHI-p7,5289,11145
D10-e003Coalescence-mGAM-p7,5449,11443
C12-e003Coalescence-mGAM-p3,5306,11188
C11-e003Coalescence-mGAM-p3,5482,11484
A10-e003Coalescence-mBHI-p7,5499,11541
C10-e003Coalescence-mBHI-p7,5499,11540
B9-e003Coalescence-mBHI-p5,5459,11466
F4-e004Assembly-epsilon-p3,4957,10444
B10-e003Coalescence-mBHI-p3,5498,11532
C11-e003Coalescence-mBHI-p5,5495,11532
A2-e003Coalescence-mGAM-p7,5357,11224
C5-e003Assembly-mBHI-p3,5431,11410
E3-e004Assembly-mGAM-p5,4990,10590
E2-e004Assembly-mGAM-p5,4909,10404
C3-e003GlycerolRevival-mBHI-p2,5435,11414
D10-e003Coalescence-mGAM-p3,5441,11416
B10-e003Coalescence-mGAM-p7,5288,11044
C4-e004Assembly-mBHI-p3,5375,11292
A9-e003Coalescence-mBHI-p7,5484,11488
C2-e003Coalescence-Inoculumn-mGAM,5491,11493
B3-e003Coalescence-Inoculumn-mGAM,5421,11362
D11-e003Coalescence-mGAM-p7,5419,11386
D5-e003Coalescence-mGAM-p3,5452,11419
D4-e004Assembly-mGAM-p3,4814,10136
E4-e004Assembly-mGAM-p5,5341,11168
D2-e003Coalescence-Inoculumn-mBHI,5485,11493
B4-e003Coalescence-Inoculumn-mGAM,5502,11538
F2-e004Assembly-epsilon-p7,4918,10411
A10-e003Coalescence-mGAM-p7,5483,11509
B2-e003Assembly-mBHI-p3,5365,11241
F4-e004Assembly-epsilon-p7,4906,10337
D9-e003Coalescence-mBHI-p5,5470,11484
C4-e003Coalescence-Inoculumn-mGAM,5504,11547
D4-e003Coalescence-mGAM-p3,5491,11512
B9-e003Coalescence-mBHI-p7,5459,11431
A2-e003Coalescence-mGAM-p5,5391,11271
D11-e003Assembly-mGAM-p5,5237,11041
C3-e003Coalescence-mGAM-p7,5499,11523
B11-e003GlycerolRevival-mGAM-p2,5369,11221
B3-e003Coalescence-mGAM-p5,5412,11431
D9-e003Coalescence-mBHI-p7,5454,11444
B10-e003Assembly-mGAM-p3,5386,11280
D3-e004Assembly-mGAM-p5,4893,10402
C5-e003Coalescence-mBHI-p7,5454,11450
D12-e003Coalescence-mBHI-p3,5382,11304
E2-e004Assembly-mGAM-p3,3061,6764
D4-e004Assembly-mGAM-p7,5388,11292
C11-e003Coalescence-mGAM-p7,5422,11394
C11-e003Assembly-mGAM-p3,3489,7596
D10-e003Coalescence-mBHI-p7,5496,11515
C9-e003Coalescence-mBHI-p7,5482,11519
A2-e003Coalescence-mBHI-p3,5417,11326
B8-e003Coalescence-mGAM-p5,5415,11370
C3-e004Assembly-mBHI-p3,4966,10561
C11-e003Assembly-mGAM-p5,2252,4730
B10-e003GlycerolRevival-mGAM-p2,5407,11337
B3-e003Coalescence-mBHI-p5,5483,11529
C2-e003Coalescence-mBHI-inoculumn-redo,5498,11538
A8-e003Coalescence-mGAM-p7,5392,11251
C11-e003GlycerolRevival-mGAM-p2,5338,11226
B2-e003Coalescence-Inoculumn-mBHI,5442,11435
A11-e003Coalescence-mBHI-p5,5429,11383
C10-e003Coalescence-mGAM-p5,5496,11490
C4-e003Assembly-mBHI-p5,5481,11527
C9-e003Assembly-mGAM-p5,5401,11299
A5-e003Coalescence-Inoculumn-mGAM,5483,11470
A3-e003Coalescence-mBHI-p3,5501,11545
D4-e003Coalescence-Inoculumn-mGAM,5316,11132
A2-e003Coalescence-mBHI-p5,5409,11336
G2-e004Assembly-epsilon-p5,4982,10534
C5-e003Assembly-mBHI-p5,5328,11238
C10-e003Coalescence-mBHI-p5,5496,11540
B9-e003Coalescence-mBHI-p3,5438,11407
C3-e003Coalescence-mBHI-inoculumn-redo,5492,11534
e004-inoculumn-fecal-AR,2438,4968
B5-e003Coalescence-mGAM-p3,5425,11349
C3-e003Assembly-mBHI-p5,5416,11361
F2-e004Assembly-epsilon-p5,4933,10421
A5-e003Coalescence-mBHI-p3,5426,11410
C4-e004Assembly-mBHI-p7,5368,11269
A4-e003Coalescence-mBHI-p3,5475,11517
C9-e003GlycerolRevival-mGAM-p2,5393,11275
B2-e004Assembly-mBHI-p7,5349,11222
B4-e004Assembly-mBHI-p3,5195,10898
F3-e004Assembly-epsilon-p5,4984,10587
C9-e003Coalescence-mGAM-p5,5430,11378
A2-e003Coalescence-mBHI-inoculumn-redo,5430,11369
C2-e003Coalescence-mGAM-p5,5478,11518
B8-e003GlycerolRevival-mGAM-p2,5359,11201
C8-e003Coalescence-mBHI-p5,5504,11544
B8-e003Coalescence-mGAM-p7,5458,11444
B4-e003Coalescence-Inoculumn-mBHI,5489,11532
D2-e003Coalescence-Inoculumn-mGAM,5466,11454
B8-e003Coalescence-mBHI-p7,5478,11477
B3-e004Assembly-mBHI-p3,4957,10578
D3-e003Coalescence-Inoculumn-mGAM,5416,11404
B11-e003Coalescence-mBHI-p3,5444,11425
C5-e003Coalescence-Inoculumn-mGAM,5503,11538
C4-e003Coalescence-mBHI-p5,5497,11543
B2-e004Assembly-mBHI-p3,5385,11260
G3-e004Assembly-epsilon-p5,4968,10574
A11-e003Coalescence-mBHI-p3,5447,11444
B2-e004Assembly-mBHI-p5,5434,11380
B4-e004Assembly-mBHI-p7,5367,11271
B2-e003Coalescence-mBHI-p7,5399,11348
A4-e003Coalescence-Inoculumn-mGAM,5502,11513
B4-e003Coalescence-mBHI-p3,5493,11536
A5-e003Coalescence-Inoculumn-mBHI,5412,11378
C2-e003Coalescence-mBHI-p7,5344,11300
A9-e003Coalescence-mGAM-p5,5431,11433
C10-e003Coalescence-mGAM-p7,5503,11535
F3-e004Assembly-epsilon-p7,4986,10594
A11-e003Coalescence-mGAM-p3,5431,11377
C10-e003Coalescence-mBHI-p3,5497,11542
D2-e003Coalescence-mBHI-p3,5462,11459
