,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.221,
C9-e003Coalescence-mGAM-p3,0.914,
D2-e004Assembly-mGAM-p7,0.031189623700628034,
C11-e003Coalescence-mBHI-p3,0.288,
D11-e003Coalescence-mBHI-p5,0.008,
C9-e003Coalescence-mGAM-p7,0.922,
C8-e003Coalescence-mGAM-p7,0.886,
D10-e003Coalescence-mBHI-p3,0.298,
F3-e004Assembly-epsilon-p3,-0.0,
B2-e003Coalescence-mBHI-p3,0.922,
A8-e003Coalescence-mBHI-p3,0.8855,
e004-inoculumn-fecal-BD,0.0021228539691526935,
A4-e003Coalescence-mBHI-p7,0.862,
B4-e003Coalescence-mBHI-p5,0.9662112409909863,
B9-e003Coalescence-mGAM-p5,0.841,
A4-e003Coalescence-mBHI-inoculumn-redo,0.888,
B3-e003Coalescence-mBHI-p3,0.869,
D4-e003Coalescence-mBHI-p5,0.374,
C2-e003Coalescence-mBHI-p5,0.8835,
B3-e004Assembly-mBHI-p7,-0.0,
D4-e003Coalescence-mBHI-p3,0.46,
C4-e003GlycerolRevival-mBHI-p2,0.878,
D10-e003Assembly-mGAM-p5,0.968810376299372,
B2-e003Assembly-mBHI-p5,0.9884152826254811,
C3-e004Assembly-mBHI-p5,-0.0,
B2-e003Coalescence-mBHI-p5,0.822,
B8-e003Assembly-mGAM-p5,1.0,
F4-e004Assembly-epsilon-p5,0.047,
C4-e003Coalescence-mGAM-p7,0.924,
B12-e003Coalescence-mBHI-p3,0.13,
D3-e004Assembly-mGAM-p7,-0.0,
C8-e003Assembly-mGAM-p3,0.769,
C3-e003Coalescence-mGAM-p3,0.812,
B4-e003Assembly-mBHI-p5,0.817,
D4-e004Assembly-mGAM-p5,0.875,
D3-e003Coalescence-Inoculumn-mBHI,0.606,
C8-e003Assembly-mGAM-p5,0.9662112409909863,
C3-e003Coalescence-mBHI-p7,0.881,
D11-e003Coalescence-mGAM-p5,-0.0,
A11-e003Coalescence-mGAM-p7,-0.0,
B8-e003Coalescence-mBHI-p5,0.589,
B10-e003Assembly-mGAM-p5,0.9873292153716199,
C2-e003Coalescence-mGAM-p7,0.9115,
