,B3-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mGAM
D3-e003Coalescence-mBHI-p7,2359,19688
C3-e003Coalescence-mBHI-p5,2359,19690
D2-e003Assembly-mBHI-p3,2259,19055
B3-e003Assembly-mBHI-p5,2354,19661
A9-e003Coalescence-mBHI-p5,2337,19578
D5-e003Coalescence-Inoculumn-mBHI,2339,19521
B2-e003Coalescence-mGAM-p3,2350,19613
B4-e003Assembly-mBHI-p3,2350,19509
C11-e003Coalescence-mGAM-p5,2292,19330
G4-e004Assembly-epsilon-p3,2127,17976
B3-e003Coalescence-Inoculumn-mBHI,2359,19693
A8-e003Coalescence-mBHI-p5,2267,19108
C2-e003Assembly-mBHI-p5,2245,18914
D9-e003Coalescence-mBHI-p3,2233,18879
D5-e003Assembly-mBHI-p5,2318,19460
A5-e003Coalescence-mBHI-p7,2335,19514
G2-e004Assembly-epsilon-p3,2121,18096
BG-Fecal,2124,18130
D2-e003Coalescence-mGAM-p5,2319,19503
B9-e003Assembly-mGAM-p5,2217,18883
D3-e003Coalescence-mGAM-p3,2334,19580
D9-e003Coalescence-mGAM-p3,2311,19499
E2-e004Assembly-mGAM-p7,2113,17835
D3-e003Coalescence-mGAM-p5,2347,19661
C10-e003Coalescence-mGAM-p3,2316,19388
A5-e003Coalescence-mBHI-inoculumn-redo,2335,19564
B11-e003Assembly-mGAM-p3,1987,17024
D2-e003Assembly-mBHI-p5,2234,18895
B9-e003Coalescence-mGAM-p7,2299,19401
B11-e003Coalescence-mGAM-p7,2289,19336
C3-e003Coalescence-Inoculumn-mGAM,2329,19532
B5-e003Coalescence-mBHI-p7,2359,19691
A3-e003Coalescence-mGAM-p7,2327,19508
D4-e003Coalescence-Inoculumn-mBHI,2359,19687
A4-e003Coalescence-mBHI-p5,2358,19677
B3-e003Coalescence-mBHI-p7,2357,19677
C2-e004Assembly-mBHI-p7,2246,19005
D10-e003Coalescence-mGAM-p7,2317,19467
C12-e003Coalescence-mGAM-p3,2266,19014
C11-e003Coalescence-mGAM-p3,2349,19605
A10-e003Coalescence-mBHI-p7,2358,19651
C10-e003Coalescence-mBHI-p7,2357,19662
B9-e003Coalescence-mBHI-p5,2345,19643
F4-e004Assembly-epsilon-p3,2121,18012
B10-e003Coalescence-mBHI-p3,2355,19668
C11-e003Coalescence-mBHI-p5,2359,19669
A2-e003Coalescence-mGAM-p7,2227,18844
C5-e003Assembly-mBHI-p3,2318,19416
E3-e004Assembly-mGAM-p5,2146,18375
E2-e004Assembly-mGAM-p5,2121,17967
C3-e003GlycerolRevival-mBHI-p2,2329,19550
D10-e003Coalescence-mGAM-p3,2329,19459
B10-e003Coalescence-mGAM-p7,2210,18733
C4-e004Assembly-mBHI-p3,2228,18942
A9-e003Coalescence-mBHI-p7,2338,19638
C2-e003Coalescence-Inoculumn-mGAM,2316,19424
B3-e003Coalescence-Inoculumn-mGAM,2359,19693
D11-e003Coalescence-mGAM-p7,2304,19394
D5-e003Coalescence-mGAM-p3,2315,19449
D4-e004Assembly-mGAM-p3,1894,16649
E4-e004Assembly-mGAM-p5,2183,18712
D2-e003Coalescence-Inoculumn-mBHI,2332,19563
B4-e003Coalescence-Inoculumn-mGAM,2352,19636
F2-e004Assembly-epsilon-p7,2129,18006
A10-e003Coalescence-mGAM-p7,2350,19609
B2-e003Assembly-mBHI-p3,2232,18839
F4-e004Assembly-epsilon-p7,2110,17862
D9-e003Coalescence-mBHI-p5,2336,19574
C4-e003Coalescence-Inoculumn-mGAM,2302,19319
D4-e003Coalescence-mGAM-p3,2321,19420
B9-e003Coalescence-mBHI-p7,2324,19572
A2-e003Coalescence-mGAM-p5,2255,18987
D11-e003Assembly-mGAM-p5,2180,18495
C3-e003Coalescence-mGAM-p7,2294,19314
B11-e003GlycerolRevival-mGAM-p2,2259,19013
B3-e003Coalescence-mGAM-p5,2338,19534
D9-e003Coalescence-mBHI-p7,2321,19538
B10-e003Assembly-mGAM-p3,2256,19005
D3-e004Assembly-mGAM-p5,2097,18194
C5-e003Coalescence-mBHI-p7,2332,19508
D12-e003Coalescence-mBHI-p3,2276,19159
E2-e004Assembly-mGAM-p3,1345,11356
D4-e004Assembly-mGAM-p7,2241,18994
C11-e003Coalescence-mGAM-p7,2312,19318
C11-e003Assembly-mGAM-p3,1414,11977
D10-e003Coalescence-mBHI-p7,2350,19656
C9-e003Coalescence-mBHI-p7,2352,19650
A2-e003Coalescence-mBHI-p3,2265,19092
B8-e003Coalescence-mGAM-p5,2302,19346
C3-e004Assembly-mBHI-p3,2155,18392
C11-e003Assembly-mGAM-p5,839,6964
B10-e003GlycerolRevival-mGAM-p2,2273,19080
B3-e003Coalescence-mBHI-p5,2359,19675
C2-e003Coalescence-mBHI-inoculumn-redo,2359,19677
A8-e003Coalescence-mGAM-p7,2244,18930
C11-e003GlycerolRevival-mGAM-p2,2247,18999
B2-e003Coalescence-Inoculumn-mBHI,2344,19552
A11-e003Coalescence-mBHI-p5,2302,19370
C10-e003Coalescence-mGAM-p5,2287,19224
C4-e003Assembly-mBHI-p5,2356,19614
C9-e003Assembly-mGAM-p5,2267,19227
A5-e003Coalescence-Inoculumn-mGAM,2328,19484
A3-e003Coalescence-mBHI-p3,2359,19690
D4-e003Coalescence-Inoculumn-mGAM,2234,18888
A2-e003Coalescence-mBHI-p5,2264,19088
G2-e004Assembly-epsilon-p5,2138,18193
C5-e003Assembly-mBHI-p5,2267,19110
C10-e003Coalescence-mBHI-p5,2358,19656
B9-e003Coalescence-mBHI-p3,2305,19491
C3-e003Coalescence-mBHI-inoculumn-redo,2358,19658
e004-inoculumn-fecal-AR,976,8813
B5-e003Coalescence-mGAM-p3,2289,19311
C3-e003Assembly-mBHI-p5,2315,19397
F2-e004Assembly-epsilon-p5,2112,18032
A5-e003Coalescence-mBHI-p3,2312,19356
C4-e004Assembly-mBHI-p7,2277,19133
A4-e003Coalescence-mBHI-p3,2356,19638
C9-e003GlycerolRevival-mGAM-p2,2286,19211
B2-e004Assembly-mBHI-p7,2218,18859
B4-e004Assembly-mBHI-p3,2131,18302
F3-e004Assembly-epsilon-p5,2149,18441
C9-e003Coalescence-mGAM-p5,2309,19440
A2-e003Coalescence-mBHI-inoculumn-redo,2283,19215
C2-e003Coalescence-mGAM-p5,2353,19600
B8-e003GlycerolRevival-mGAM-p2,2226,18822
C8-e003Coalescence-mBHI-p5,2358,19671
B8-e003Coalescence-mGAM-p7,2325,19510
B4-e003Coalescence-Inoculumn-mBHI,2359,19664
D2-e003Coalescence-Inoculumn-mGAM,2305,19437
B8-e003Coalescence-mBHI-p7,2327,19599
B3-e004Assembly-mBHI-p3,2142,18369
D3-e003Coalescence-Inoculumn-mGAM,2314,19374
B11-e003Coalescence-mBHI-p3,2311,19452
C5-e003Coalescence-Inoculumn-mGAM,2347,19636
C4-e003Coalescence-mBHI-p5,2359,19650
B2-e004Assembly-mBHI-p3,2270,19217
G3-e004Assembly-epsilon-p5,2149,18404
A11-e003Coalescence-mBHI-p3,2330,19480
B2-e004Assembly-mBHI-p5,2279,19218
B4-e004Assembly-mBHI-p7,2228,18913
B2-e003Coalescence-mBHI-p7,2330,19444
A4-e003Coalescence-Inoculumn-mGAM,2329,19507
B4-e003Coalescence-mBHI-p3,2359,19666
A5-e003Coalescence-Inoculumn-mBHI,2291,19259
C2-e003Coalescence-mBHI-p7,2310,19360
A9-e003Coalescence-mGAM-p5,2307,19462
C10-e003Coalescence-mGAM-p7,2302,19321
F3-e004Assembly-epsilon-p7,2150,18431
A11-e003Coalescence-mGAM-p3,2297,19364
C10-e003Coalescence-mBHI-p3,2358,19666
D2-e003Coalescence-mBHI-p3,2334,19515
C5-e003GlycerolRevival-mBHI-p2,2305,19339
H5-e003Coalescence-mBHI-p5_S40,2334,19437
E2-e003Coalescence-mGAM-p7_S145,2202,18676
G5-e003Coalescence-mBHI-p7_S124,2349,19632
H111-e003Coalescence-mGAM-p7_S188,2289,19230
H4-e003Coalescence-mGAM-p7_S183,2317,19414
F5-e003Coalescence-mGAM-p5_S64,2312,19368
F5-e003Coalescence-mGAM-p7_S160,2331,19437
F8-e003Coalescence-mBHI-p3_S117,2300,19251
H3-e003Coalescence-mBHI-p3_S46,2355,19663
H2-e003Coalescence-mBHI-p7_S133,2306,19314
E5-e003Coalescence-mBHI-p3_S12,2306,19362
F100-e003Coalescence-mGAM-p7_S163,2281,19114
F9-e003Coalescence-mBHI-p5_S18,2292,19243
H3-e003Coalescence-mBHI-p7_S134,2358,19677
E3-e003Coalescence-mGAM-p3_S58,2354,19601
G4-e003Coalescence-mBHI-p5_S27,2359,19590
E8-e003Coalescence-mBHI-p5_S5,2235,18812
G2-e003Coalescence-mBHI-p3_S33,2359,19605
E9-e003Coalescence-mBHI-p5_S6,2301,19298
H111-e003Coalescence-mBHI-p3_S144,2290,19212
G111-e003Coalescence-mGAM-p5_S80,2278,19111
G100-e003Coalescence-mGAM-p3_S179,2283,19170
F111-e003Coalescence-mGAM-p5_S68,2241,19007
G111-e003Coalescence-mBHI-p5_S32,2358,19678
G5-e003Coalescence-mBHI-p3_S36,2359,19679
H2-e003Coalescence-mGAM-p7_S181,2316,19418
H9-e003Coalescence-mGAM-p3_S190,2175,18516
F2-e003Coalescence-mBHI-p7_S109,1391,12028
E3-e003Coalescence-mBHI-p3_S10,2358,19665
H2-e003Coalescence-mGAM-p5_S85,2090,17631
G8-e003Coalescence-mGAM-p3_S177,2288,19229
F2-e003Coalescence-mGAM-p7_S157,2353,19592
H3-e003Coalescence-mGAM-p3_S94,2288,19211
H4-e003Coalescence-mGAM-p3_S95,2281,19099
E5-e003Coalescence-mBHI-p7_S100,2291,19197
G111-e003Coalescence-mBHI-p3_S132,1603,13970
F3-e003Coalescence-mGAM-p3_S70,1777,15040
E100-e003Coalescence-mBHI-p7_S103,2337,19518
F9-e003Coalescence-mGAM-p5_S66,2284,19143
G111-e003Coalescence-mGAM-p7_S176,1136,10087
H100-e003Coalescence-mGAM-p7_S187,2214,18666
E100-e003Coalescence-mGAM-p3_S155,2343,19504
E3-e003Coalescence-mGAM-p5_S50,2357,19629
F5-e003Coalescence-mGAM-p3_S72,2193,18196
E9-e003Coalescence-mBHI-p7_S102,2314,19340
E5-e003Coalescence-mBHI-p5_S4,2285,19193
F111-e003Coalescence-mGAM-p7_S164,2233,18860
E111-e003Coalescence-mBHI-p5_S8,2282,19133
H100-e003Coalescence-mBHI-p5_S43,2355,19661
F2-e003Coalescence-mGAM-p5_S61,2358,19584
F5-e003Coalescence-mBHI-p5_S16,2358,19653
F8-e003Coalescence-mGAM-p5_S65,2243,18859
H8-e003Coalescence-mBHI-p7_S137,2280,19087
G9-e003Coalescence-mGAM-p5_S78,2239,18871
E2-e003Coalescence-mBHI-p5_S1,2239,18802
E2-e003Coalescence-mBHI-p3_S9,2231,18841
G8-e003Coalescence-mGAM-p5_S77,2335,19513
G3-e003Coalescence-mBHI-p3_S34,2359,19669
G100-e003Coalescence-mBHI-p5_S31,2357,19657
F9-e003Coalescence-mBHI-p3_S118,2073,17179
E111-e003Coalescence-mBHI-p3_S108,2220,18615
G3-e003Coalescence-mBHI-p5_S26,2359,19687
G5-e003Coalescence-mBHI-p5_S28,2358,19679
H111-e003Coalescence-mGAM-p5_S92,2287,19052
G4-e003Coalescence-mBHI-p3_S35,2358,19614
H9-e003Coalescence-mGAM-p5_S90,2277,19100
H2-e003Coalescence-mBHI-p3_S45,2303,19280
E8-e003Coalescence-mBHI-p7_S101,2289,19206
E4-e003Coalescence-mBHI-p5_S3,2359,19672
H2-e003Coalescence-mGAM-p3_S93,2276,19168
E4-e003Coalescence-mGAM-p5_S51,2215,18652
G9-e003Coalescence-mGAM-p7_S174,2276,19121
F2-e003Coalescence-mBHI-p3_S21,2358,19688
E8-e003Coalescence-mGAM-p3_S153,2357,19646
G111-e003Coalescence-mGAM-p3_S180,2314,19389
G5-e003Coalescence-mGAM-p3_S84,2298,19197
H8-e003Coalescence-mBHI-p5_S41,2279,19133
E100-e003Coalescence-mBHI-p5_S7,2359,19657
G100-e003Coalescence-mGAM-p7_S175,2267,19073
F9-e003Coalescence-mGAM-p7_S162,2261,18853
E2-e003Coalescence-mBHI-p7_S97,2154,18245
F8-e003Coalescence-mGAM-p7_S161,2258,18862
F3-e003Coalescence-mBHI-p3_S22,2358,19686
G3-e003Coalescence-mBHI-p7_S122,2359,19680
G5-e003Coalescence-mGAM-p5_S76,2231,18855
G5-e003Coalescence-mGAM-p7_S172,2310,19334
G4-e003Coalescence-mGAM-p5_S75,2359,19636
G8-e003Coalescence-mBHI-p3_S129,2356,19649
E5-e003Coalescence-mGAM-p3_S60,2257,18937
G2-e003Coalescence-mGAM-p5_S73,2356,19640
E5-e003Coalescence-mGAM-p7_S148,2318,19390
H9-e003Coalescence-mGAM-p7_S186,2297,19314
E100-e003Coalescence-mGAM-p5_S55,2277,19155
E8-e003Coalescence-mGAM-p5_S53,2235,18719
H5-e003Coalescence-mGAM-p3_S96,2258,18923
G4-e003Coalescence-mGAM-p3_S83,2356,19517
F4-e003Coalescence-mBHI-p7_S111,2357,19665
H3-e003Coalescence-mGAM-p7_S182,2315,19409
H5-e003Coalescence-mGAM-p5_S88,2265,18974
F4-e003Coalescence-mGAM-p5_S63,2345,19608
G4-e003Coalescence-mGAM-p7_S171,2353,19568
H8-e003Coalescence-mGAM-p5_S89,2267,18977
F3-e003Coalescence-mBHI-p5_S14,2358,19681
F100-e003Coalescence-mBHI-p7_S115,2359,19690
E3-e003Coalescence-mGAM-p7_S146,2356,19647
F100-e003Coalescence-mGAM-p3_S167,2145,18194
G100-e003Coalescence-mBHI-p3_S131,2172,18384
G4-e003Coalescence-mBHI-p7_S123,2357,19599
E9-e003Coalescence-mGAM-p3_S154,2276,19182
F3-e003Coalescence-mGAM-p5_S62,2349,19618
H4-e003Coalescence-mBHI-p7_S135,2351,19653
E3-e003Coalescence-mBHI-p5_S2,2359,19689
G111-e003Coalescence-mBHI-p7_S128,2356,19657
H3-e003Coalescence-mBHI-p5_S38,2357,19679
G3-e003Coalescence-mGAM-p3_S82,2348,19417
F111-e003Coalescence-mGAM-p3_S168,2255,18993
F3-e003Coalescence-mGAM-p7_S158,2316,19378
F8-e003Coalescence-mBHI-p7_S113,2295,19181
G2-e003Coalescence-mBHI-p7_S121,2354,19571
H4-e003Coalescence-mBHI-p3_S47,2351,19642
F3-e003Coalescence-mBHI-p7_S110,2353,19586
F100-e003Coalescence-mGAM-p5_S67,2228,18686
G8-e003Coalescence-mBHI-p7_S125,2353,19637
F4-e003Coalescence-mBHI-p5_S15,2359,19666
H111-e003Coalescence-mBHI-p5_S44,2282,19104
E111-e003Coalescence-mBHI-p7_S104,2262,19002
E2-e003Coalescence-mGAM-p3_S57,2219,18767
F2-e003Coalescence-mBHI-p5_S13,2359,19684
F4-e003Coalescence-mBHI-p3_S23,2358,19644
F2-e003Coalescence-mGAM-p3_S69,2350,19561
E9-e003Coalescence-mGAM-p5_S54,2232,18866
G3-e003Coalescence-mGAM-p5_S74,2333,19473
E111-e003Coalescence-mGAM-p5_S56,2244,18819
G100-e003Coalescence-mGAM-p5_S79,2295,19263
H100-e003Coalescence-mGAM-p5_S91,2275,19008
G9-e003Coalescence-mBHI-p3_S130,2329,19460
E4-e003Coalescence-mGAM-p7_S147,2256,19077
E4-e003Coalescence-mGAM-p3_S59,2350,19437
H4-e003Coalescence-mBHI-p5_S39,2354,19675
F4-e003Coalescence-mGAM-p3_S71,2354,19633
H100-e003Coalescence-mBHI-p7_S139,2358,19666
G8-e003Coalescence-mBHI-p5_S29,2359,19655
G2-e003Coalescence-mBHI-p5_S25,2359,19631
G8-e003Coalescence-mGAM-p7_S173,2355,19633
E4-e003Coalescence-mBHI-p3_S11,2359,19658
E2-e003Coalescence-mGAM-p5_S49,2218,18738
H9-e003Coalescence-mBHI-p5_S42,2310,19245
H111-e003Coalescence-mGAM-p3_S192,2279,19128
F5-e003Coalescence-mBHI-p3_S24,2358,19675
E8-e003Coalescence-mBHI-p3_S105,2179,18365
E8-e003Coalescence-mGAM-p7_S149,2236,18797
H5-e003Coalescence-mBHI-p7_S136,2306,19199
G9-e003Coalescence-mBHI-p5_S30,2359,19690
F111-e003Coalescence-mBHI-p7_S116,2307,19266
F5-e003Coalescence-mBHI-p7_S112,2355,19675
F4-e003Coalescence-mGAM-p7_S159,2352,19631
F111-e003Coalescence-mBHI-p3_S120,2266,19005
H3-e003Coalescence-mGAM-p5_S86,2299,19249
E4-e003Coalescence-mBHI-p7_S99,2319,19440
H4-e003Coalescence-mGAM-p5_S87,2301,19259
E100-e003Coalescence-mGAM-p7_S151,2290,19264
G9-e003Coalescence-mGAM-p3_S178,2298,19290
H9-e003Coalescence-mBHI-p7_S138,2305,19315
H8-e003Coalescence-mGAM-p7_S185,2289,19235
G2-e003Coalescence-mGAM-p3_S81,2357,19495
F111-e003Coalescence-mBHI-p5_S20,2282,19117
F8-e003Coalescence-mBHI-p5_S17,2315,19335
G100-e003Coalescence-mBHI-p7_S127,2354,19641
E5-e003Coalescence-mGAM-p5_S52,2275,19195
