,s1,s2,fixed_diffs,Species,Strain Shift
0,A2-e003Coalescence-Inoculumn-mBHI,C9-e003Coalescence-mGAM-p3,58626,102478,True
1,A2-e003Coalescence-Inoculumn-mBHI,D11-e003Coalescence-mBHI-p5,61160,102478,True
2,A2-e003Coalescence-Inoculumn-mBHI,C9-e003Coalescence-mGAM-p7,59056,102478,True
3,A2-e003Coalescence-Inoculumn-mBHI,C8-e003Coalescence-mGAM-p7,97,102478,False
4,A2-e003Coalescence-Inoculumn-mBHI,B2-e003Coalescence-mBHI-p3,157,102478,False
5,A2-e003Coalescence-Inoculumn-mBHI,A8-e003Coalescence-mBHI-p3,786,102478,False
6,A2-e003Coalescence-Inoculumn-mBHI,e004-inoculumn-fecal-BD,5098,102478,True
7,A2-e003Coalescence-Inoculumn-mBHI,B9-e003Coalescence-mGAM-p5,58489,102478,True
8,A2-e003Coalescence-Inoculumn-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,144,102478,False
9,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-mBHI-p3,10248,102478,True
10,A2-e003Coalescence-Inoculumn-mBHI,B3-e004Assembly-mBHI-p7,8577,102478,True
11,A2-e003Coalescence-Inoculumn-mBHI,G5-e004Assembly-epsilon-p3,60479,102478,True
12,A2-e003Coalescence-Inoculumn-mBHI,C3-e004Assembly-mBHI-p5,8102,102478,True
13,A2-e003Coalescence-Inoculumn-mBHI,B8-e003Assembly-mGAM-p5,3665,102478,True
14,A2-e003Coalescence-Inoculumn-mBHI,e004-inoculumn-fecal-AK,60928,102478,True
15,A2-e003Coalescence-Inoculumn-mBHI,C8-e003Assembly-mGAM-p3,6213,102478,True
16,A2-e003Coalescence-Inoculumn-mBHI,C3-e003Coalescence-mGAM-p3,62266,102478,True
17,A2-e003Coalescence-Inoculumn-mBHI,D4-e004Assembly-mGAM-p5,4162,102478,True
18,A2-e003Coalescence-Inoculumn-mBHI,D3-e003Coalescence-Inoculumn-mBHI,5103,102478,True
19,A2-e003Coalescence-Inoculumn-mBHI,C3-e003Coalescence-mBHI-p7,59727,102478,True
20,A2-e003Coalescence-Inoculumn-mBHI,D11-e003Coalescence-mGAM-p5,60612,102478,True
21,A2-e003Coalescence-Inoculumn-mBHI,A11-e003Coalescence-mGAM-p7,5954,102478,True
22,A2-e003Coalescence-Inoculumn-mBHI,C2-e003Coalescence-mGAM-p7,16,102478,False
23,A2-e003Coalescence-Inoculumn-mBHI,B11-e003Coalescence-mGAM-p3,61600,102478,True
24,A2-e003Coalescence-Inoculumn-mBHI,D8-e003Assembly-mGAM-p5,1853,102478,True
25,A2-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-mGAM-p3,10,102478,False
26,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM,6258,102478,True
27,A2-e003Coalescence-Inoculumn-mBHI,D8-e003Coalescence-mGAM-p5,43,102478,False
28,A2-e003Coalescence-Inoculumn-mBHI,A12-e003Coalescence-mGAM-p3,1717,102478,True
29,A2-e003Coalescence-Inoculumn-mBHI,C2-e003Coalescence-mBHI-p3,8,102478,False
30,A2-e003Coalescence-Inoculumn-mBHI,D9-e003Coalescence-mGAM-p7,58132,102478,True
31,A2-e003Coalescence-Inoculumn-mBHI,D8-e003Assembly-mGAM-p3,6113,102478,True
32,A2-e003Coalescence-Inoculumn-mBHI,B10-e003Coalescence-mGAM-p3,58687,102478,True
33,A2-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-Inoculumn-mGAM,56306,102478,True
34,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-mBHI-p3,3856,102478,True
35,A2-e003Coalescence-Inoculumn-mBHI,D9-e003Coalescence-mGAM-p5,60780,102478,True
36,A2-e003Coalescence-Inoculumn-mBHI,B11-e003Assembly-mGAM-p5,57666,102478,True
37,A2-e003Coalescence-Inoculumn-mBHI,B4-e003Coalescence-mGAM-p5,54937,102478,True
38,A2-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mGAM-p5,4074,102478,True
39,A2-e003Coalescence-Inoculumn-mBHI,C3-e004Assembly-mBHI-p7,8691,102478,True
40,A2-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-mGAM-p5,4984,102478,True
41,A2-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-Inoculumn-mBHI,5377,102478,True
42,A2-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-mGAM-p7,5210,102478,True
43,A2-e003Coalescence-Inoculumn-mBHI,D8-e003Coalescence-mBHI-p5,11883,102478,True
44,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mGAM,60930,102478,True
