,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
C9-e003Coalescence-mGAM-p3,14169,12910
C9-e003Coalescence-mGAM-p7,14185,12949
B2-e003Coalescence-mBHI-p3,14190,12974
A4-e003Coalescence-mBHI-p7,14192,12975
B4-e003Coalescence-mBHI-p5,14148,12847
B9-e003Coalescence-mGAM-p5,14192,12956
A4-e003Coalescence-mBHI-inoculumn-redo,14163,12968
B3-e003Coalescence-mBHI-p3,13504,12535
D4-e003Coalescence-mBHI-p5,14100,12872
C2-e003Coalescence-mBHI-p5,14170,12970
D4-e003Coalescence-mBHI-p3,14190,12965
B2-e003Assembly-mBHI-p5,14143,12964
B2-e003Coalescence-mBHI-p5,14184,12968
B12-e003Coalescence-mBHI-p3,14185,12941
D4-e004Assembly-mGAM-p5,9377,8568
D3-e003Coalescence-Inoculumn-mBHI,14194,12963
C3-e003Coalescence-mBHI-p7,14194,12967
B8-e003Coalescence-mBHI-p5,14190,12961
C2-e003Coalescence-mGAM-p7,14193,12973
D3-e003Coalescence-mBHI-p5,14197,12971
B11-e003Coalescence-mGAM-p3,14195,12959
B5-e003Assembly-mBHI-p5,14175,12928
D2-e003Coalescence-mBHI-p5,14185,12975
D5-e003Coalescence-mGAM-p5,14162,12875
B5-e003Coalescence-mBHI-p5,14125,12886
D5-e003Coalescence-mBHI-p7,14092,12876
C9-e003Coalescence-mBHI-p5,14194,12975
A5-e003Coalescence-mGAM-p3,14064,12905
C2-e003Coalescence-mBHI-p3,14193,12975
C4-e004Assembly-mBHI-p5,9698,8903
D9-e003Coalescence-mGAM-p7,14185,12952
D4-e003Coalescence-mBHI-p7,14089,12878
E4-e004Assembly-mGAM-p7,8336,7608
B10-e003Coalescence-mGAM-p3,14186,12930
A9-e003Coalescence-mGAM-p7,14158,12890
B5-e003Coalescence-Inoculumn-mGAM,14116,12813
D5-e003Coalescence-mBHI-p3,14196,12953
C5-e003Coalescence-mBHI-p3,14192,12953
D9-e003Coalescence-mGAM-p5,14195,12961
C9-e003Coalescence-mBHI-p3,14193,12962
B4-e003Coalescence-mGAM-p5,14161,12880
D4-e003Coalescence-mGAM-p5,14189,12959
B5-e003Coalescence-mGAM-p5,14157,12874
B5-e003Coalescence-Inoculumn-mBHI,14183,12944
C2-e003Coalescence-mGAM-p3,14056,12928
B5-e003Coalescence-mGAM-p7,14135,12842
B10-e003Coalescence-mBHI-p5,14198,12969
B5-e003Coalescence-mBHI-p3,14196,12971
C5-e003Coalescence-mGAM-p7,14178,12935
