,A2-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,1887,73
A5-e003Coalescence-mBHI-inoculumn-redo,2959,113
A5-e003Coalescence-mBHI-p7,3007,118
A5-e003Coalescence-mGAM-p3,3058,120
D2-e003Coalescence-Inoculumn-mBHI,2655,109
D2-e003Coalescence-mBHI-p3,2924,109
D2-e003Coalescence-mBHI-p5,2925,107
D2-e003Coalescence-mGAM-p5,3046,120
E5-e003Coalescence-mBHI-p3_S12,2601,102
E5-e003Coalescence-mBHI-p5_S4,2794,106
E5-e003Coalescence-mBHI-p7_S100,3019,119
E5-e003Coalescence-mGAM-p3_S60,3055,120
E5-e003Coalescence-mGAM-p5_S52,3030,120
E5-e003Coalescence-mGAM-p7_S148,3056,120
H2-e003Coalescence-mBHI-p3_S45,3028,113
H2-e003Coalescence-mBHI-p7_S133,2935,110
H2-e003Coalescence-mGAM-p3_S93,3048,120
H2-e003Coalescence-mGAM-p5_S85,694,27
H2-e003Coalescence-mGAM-p7_S181,3041,120
