,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,25162,1419
A9-e003Coalescence-mBHI-p3,17408,969
A9-e003Coalescence-mBHI-p7,22741,1290
A9-e003Coalescence-mGAM-p5,24918,1403
A9-e003Coalescence-mGAM-p7,13428,767
B2-e003Coalescence-Inoculumn-mGAM,25330,1430
B8-e003Coalescence-mGAM-p5,24858,1398
B8-e003Coalescence-mGAM-p7,25122,1415
E9-e003Coalescence-mGAM-p3_S154,24357,1378
E9-e003Coalescence-mGAM-p5_S54,13664,710
F8-e003Coalescence-mGAM-p5_S65,14319,767
F8-e003Coalescence-mGAM-p7_S161,14023,759
