,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p5,674,512
A10-e003Coalescence-mBHI-p7,851,652
A10-e003Coalescence-mGAM-p3,956,720
A4-e003Coalescence-Inoculumn-mGAM,956,720
C2-e003Coalescence-Inoculumn-mGAM,948,716
C8-e003Coalescence-mBHI-p5,951,717
C8-e003Coalescence-mBHI-p7,795,618
C8-e003Coalescence-mGAM-p7,942,717
E100-e003Coalescence-mBHI-p5_S7,912,706
E100-e003Coalescence-mBHI-p7_S103,937,718
E100-e003Coalescence-mGAM-p3_S155,946,717
E100-e003Coalescence-mGAM-p5_S55,932,712
E100-e003Coalescence-mGAM-p7_S151,895,684
G8-e003Coalescence-mBHI-p3_S129,945,718
G8-e003Coalescence-mBHI-p5_S29,936,710
G8-e003Coalescence-mBHI-p7_S125,937,710
G8-e003Coalescence-mGAM-p3_S177,929,704
G8-e003Coalescence-mGAM-p5_S77,894,692
G8-e003Coalescence-mGAM-p7_S173,937,716
